id,path_letter,program_name,degree_awarded,institution,institution_type,city,country,mobility,language_of_instruction,english_level_required,duration_months,ects,tuition_non_eu_eur_per_year,tuition_notes,intake_2027_confirmed,application_opens,application_deadline,deadline_source_cycle,entry_requirements_summary,accepts_engineering_bachelor,portfolio_or_audition_required,scholarship_available,scholarship_names,scholarship_coverage_level,tunisia_eligible,program_url,admissions_url,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,fit_notes
A-023,"A,G,N",Master The Sound of Innovation,Master of Music - NVAO-accredited,ArtEZ University of the Arts - Academy of Pop Music,University of the arts (hbo),Enschede,Netherlands,single_site,English,Proof of English proficiency required; exact level TBC,24,TBC,13030,ArtEZ institutional tuition fee for all master programmes stated as EUR 13030 (year TBC). Statutory EEA fee does not apply to Tunisian nationals.,NO - PROGRAMME DISCONTINUED,n/a,n/a,n/a - programme appears closed to new students,"Bachelor's or master's in a creative field (music, art, musicology, cultural history) or another relevant field (communication, sociology, CMD, education, psychology, TECHNOLOGY, law, economy, business administration).",yes_explicit,"YES - motivation letter, portfolio, project case and promotional video, then a 30-minute admission interview.",no,Formerly ArtEZ Scholarship and NL Scholarship,none_found,n/a,https://www.artez.nl/en/programmes/master/the-sound-of-innovation-enschede,https://www.artez.nl/en/courses/master/the-sound-of-innovation/admission,https://www.artez.nl/en/study-at-artez/arrange-your-study/tuition-fees,https://www.artez.nl/en/courses/master/the-sound-of-innovation/admission|https://www.artez.nl/en/study-at-artez/arrange-your-study/tuition-fees|https://www.artez.nl/en/programmes/master/the-sound-of-innovation-enschede,DEAD_LINK,W1-G,2026-08-22,"DISCONTINUED - 'From the 2025-2026 academic year onwards, no new students will be admitted.' NOT AVAILABLE FOR SEPTEMBER 2027. Logged so it is not re-chased in a later wave. || NEGATIVE FINDING - both ArtEZ URLs now resolve to the general 93-programme overview and The Sound of Innovation is NOT among the listed programmes; secondary sources state no new students have been admitted since 2025-2026. Do NOT put this on a shortlist. Carried in the prior lead file, so it needs an explicit strike-through. || Both the programme URL and its admission URL redirected to a generic 93-programme overview - the programme page could not be opened this session and even its continued existence is unconfirmed. || MERGE: path agents disagreed on verification status (DEAD_LINK, PARTIALLY_VERIFIED, UNVERIFIED) - Wave 3 to adjudicate",Would have been an outstanding fit (explicitly admitted TECHNOLOGY backgrounds). DO NOT PURSUE. Re-check in Wave 2 only to see whether ArtEZ has launched a successor master at the Academy of Pop Music.
A-024,"A,H",Master propi de Composicio amb Tecnologies (Master's Degree in Composition with Technologies),Master propi ESMUC (own title),Escola Superior de Musica de Catalunya (ESMUC),Public conservatoire / higher music school (own-title programme),Barcelona,Spain,single_site,English,TBC,"9 (1 October to 1 June, final project submitted in July)",60,5667,94.45 EUR per credit x 60 ECTS = approx. 5667 EUR. Rate quoted verbatim from the ESMUC programme page; the academic year it applies to is not stated.,no - 2026-27 rounds published,2 February (pre-enrolment round 1),"25 March (round 1, decisions 15 April); round 2 4-24 May (decisions 9 June); round 3 6 July - 6 September",2026 cycle - 2027 TBC,A higher degree in music OR equivalent accredited experience. Applicants must submit their own music scores and/or recordings for evaluation by programme management.,unclear,yes - own scores and/or recordings,TBC,"TBC - ESMUC publishes a beques i ajuts page, not opened this session",none_found,TBC,https://www.esmuc.cat/en/master-propi-de-composicio-amb-tecnologies/,https://www.esmuc.cat/en/studies/masters-i-postgraus/requisits/,https://www.esmuc.cat/en/studies/masters-i-postgraus/beques-i-ajuts/,https://www.esmuc.cat/en/master-propi-de-composicio-amb-tecnologies/|https://www.esmuc.cat/en/studies/masters-i-postgraus/|https://www.esmuc.cat/en/studies/masters-i-postgraus/master-propi-de-composicio-amb-tecnologies/,PARTIALLY_VERIFIED,W1-H,2026-08-22,"MASTER PROPI, NOT AN OFFICIAL SPANISH MASTER'S. Entry demands a higher degree IN MUSIC or accredited equivalent experience - the client has neither, so the 300-ECTS engineering diploma does NOT obviously satisfy this bar; this is the weakest credential fit on the path. Portfolio-gated on original compositions. Rolling rounds mean early application matters. || MASTER PROPI, NOT TITULO OFICIAL - this is critical for the Tunisian student visa and for any official scholarship; confirm with the Spanish consulate before relying on it. Entry text asks for a higher degree in MUSIC, which the client does not have; the 'equivalent accredited experience' clause plus portfolio is the only route in. Portfolio-gated while the client's music portfolio is still in progress. || MERGE: path agents disagreed on verification status (PARTIALLY_VERIFIED, VERIFIED) - Wave 3 to adjudicate","WEAK-PARTIAL MATCH - SPATIALISATION ONLY IN PASSING. Logged because ESMUC is a named institution and this is its only technology-composition master. English-taught, which is unusual and useful. Curriculum focus is synthesis, electroacoustic composition, interactive systems and live coding; spatialisation is addressed generally but there is NO ambisonics, multichannel or spatial-reproduction module. ESMUC's dedicated Sonology provision is at BACHELOR level only - confirmed against the full master's/postgraduate listing, which contains no sonology or sound-art master."
A-025,"A,H,R",Master Universitario en Ingenieria Acustica (Master's Degree in Acoustic Engineering),Master Universitario (official Spanish master's),Universidad Politecnica de Madrid (UPM) - ETSIS de Telecomunicacion (ETSIST),Public technical university,Madrid,Spain,single_site,Spanish,not required,12,60 (two semesters of 30 ECTS; 15-ECTS Trabajo Fin de Master),TBC,TBC - not published on the pages opened. Public Madrid master's fees are typically low but no figure was confirmed this session.,no,TBC,TBC - UPM master registration periods run roughly late January to May with an extraordinary August round if places remain; the programme blog still shows the 2024/2025 cycle,stale - programme blog shows 2024/2025; 2027 TBC,"Formative complements (complementos formativos) may be required depending on the entry qualification and prior knowledge, as specified in the memoria de verificacion.",likely,no,TBC,TBC,none_found,TBC,https://www.etsist.upm.es/estudios-ingenieria-sistemas-telecomunicaciones-madrid/masters-ingenieria-madrid/master_ingenieria_acustica,https://www.etsist.upm.es/estudios-ingenieria-sistemas-telecomunicaciones-madrid/masters-ingenieria-madrid/inscripciones_master,https://www.upm.es/Estudiantes/Estudios_Titulaciones/Estudios_Master/Matricula,https://www.etsist.upm.es/estudios-ingenieria-sistemas-telecomunicaciones-madrid/masters-ingenieria-madrid/master_ingenieria_acustica/plan-estudios|https://blogs.upm.es/masteracustica/|https://www.upm.es/Estudiantes/Estudios_Titulaciones/Estudios_Master/Programas?id=59.5&fmt=detail|https://www.upm.es/masters/acustica/?page_id=476|https://www.etsist.upm.es/estudios-ingenieria-sistemas-telecomunicaciones-madrid/masters-ingenieria-madrid/master_ingenieria_acustica,PARTIALLY_VERIFIED,W1-H,2026-08-22,"COVERAGE-CHECK ROW - NOT A SPATIAL-AUDIO PROGRAMME. The programme's own blog is stale (still advertising 2024/2025 admission). Spanish-taught. No tuition figure published. || TITULO OFICIAL at a top public technical university - visa-safe. Spanish-taught. Programme content is environmental/architectural acoustics, noise control and ultrasonics - the live-sound overlap is thinner than at UPV Gandia. The dedicated programme blog was last updated for the 2024/25 admission round, so currency of published dates is poor; the UPM central catalogue does confirm the programme runs in 2026-27 with 25 places. ETSII UPM lists a same-named older plan as 'en extincion' - do not confuse the two. || Programme site is stale: the front page still advertises 'ABIERTO EL PLAZO DE ADMISION PARA EL CURSO 2024/2025'. The ETSIST programme page returned HTTP 502. Confirm the master is still being offered before investing effort. Spanish-taught.","NEGATIVE FINDING, LOGGED SO IT IS NOT RE-SEARCHED. The full subject list was read from the official plan de estudios: Ingenieria Acustica, Psicoacustica, Acustica Ambiental, Aislamiento Acustico, Control de Ruido y Vibraciones, Instrumentacion y Metrologia Acustica, Sistemas Constructivos, Tecnicas Ultrasonicas, Tratamiento de Senales Acusticas, Metodos Numericos en Acustica. There is NO spatial audio, 3D audio, ambisonics, binaural or immersive-reproduction content whatsoever - this is a noise-control / building-acoustics / environmental-acoustics degree. Rank below H-008, which at least sits in an audio-oriented acoustics group."
A-026,"A,H,R","Máster Universitario Erasmus Mundus en Ondas, Acústica, Vibraciones, Ingeniería y Sonido / WAVES (Waves, Acoustics, Vibrations, Engineering and Sound)",Multiple national master's degrees + joint diploma supplement (Erasmus Mundus Joint Master),Consortium: Universitat Politècnica de València (Gandia) / Aix-Marseille Université / Centrale Méditerranée / Universidade de Coimbra,Public university consortium,Gandia (Valencia); Marseille; Coimbra,"Spain (+France, Portugal)",rotating,English,none stated,24,120,2356.20,"UPV publishes 39.27 EUR/credit for the 2026-27 course, from 4712.40 EUR for the whole 120-ECTS programme, i.e. ~2356 EUR/yr at the UPV leg. Erasmus Mundus scholarship holders normally have fees covered by the consortium - not confirmed this session.",no - see red flags,Phase 0 for non-EU: 17 Nov 2025 (UPV route),UPV Phase 0 (non-EU): 13 Feb 2026; Phase 1: 30 Apr 2026; consortium platform CLOSED,2026 cycle - 2027 TBC,"Engineering/physics bachelor; English-taught, no additional language requirement stated. Detailed criteria on the consortium site were not retrievable (application platform offline).",likely,no,yes,Erasmus Mundus Joint Masters scholarship (EACEA),full+stipend,TBC,https://www.upv.es/estudios/master/muemwaves/en/home/,https://www.upv.es/estudios/master/muemwaves/en/admission/,https://www.eacea.ec.europa.eu/grants/2021-2027/erasmus_en,https://www.upv.es/estudios/master/muemwaves/en/home/|https://master-waves.eu/|https://application.master-waves.eu/|https://www.upv.es/estudios/master/muia/en/home/|https://www.upv.es/estudios/master/muia/en/admission/|https://www.upv.es/titulaciones/MUIA/indexi.html|https://www.upv.es/tuitionfees|https://www.upv.es/contenidos/CGANDIA/noticiaf_1186280i.html,VERIFIED,W1-A,2026-08-22,"MAJOR: master-waves.eu states that as of 1 Oct 2025 there is NO recruitment for the 2026-2028 cohort and the application platform is unavailable. UPV's own page states the title is 'in the process of renewal' with no places available for 2026-27. Whether a 2027-2029 cohort will open is unknown. Erasmus Mundus scholarship coverage and Tunisian eligibility were NOT confirmed on an EACEA page this session. || Taught in Spanish - client has no Spanish. Gandia campus is a small satellite ~65 km from Valencia city, thin electronic-music scene. UPV explicitly runs a separate earlier Phase 0 for non-EU applicants - missing it costs a year. || Spanish-taught only. Subject list is NOT published on the pages opened - the spatial-audio content could not be confirmed or ruled out. There is a dedicated Phase 0 admission window for non-EU applicants closing in mid-February, roughly seven months before the intake - a hard early deadline the client must not miss. || Genuine TITULO OFICIAL (official Spanish master's, RUCT-registered) at a public university - fully visa-safe and the only official Spanish master's found that touches sound-system engineering. Taught in Spanish. Content is acoustics engineering (architectural, environmental, underwater, electroacoustics, materials) - NOT live sound, front-of-house or touring production; the overlap is electroacoustics and system measurement. Gandia is a small coastal campus 65 km south of Valencia, not Barcelona/Madrid. || MERGE: path agents disagreed on verification status (PARTIALLY_VERIFIED, VERIFIED) - Wave 3 to adjudicate","If it reopens, this is the strongest FUNDING-FIRST option on Path A: an Erasmus Mundus Joint Master (full tuition + monthly stipend + travel/installation for scholarship holders), English-taught, 120 ECTS, with a Spanish partner. Content is acoustics/vibrations/sound engineering rather than music computing. PRIORITY follow-up: watch master-waves.eu and the EACEA EMJM catalogue for a 2027 call."
A-027,"A,N","Computing and the Arts, M.A.",Master of Arts,SRH Berlin University of Applied Sciences - Berlin School of Popular Arts (formerly hdpk),Private university of applied sciences (state-recognised),Berlin,Germany,single_site,English,TBC,24,TBC,TBC,"Third-party listings quote about EUR 5,400 per semester (some rates EUR 4,080) over 24 months; SRH's published non-EU rate for Berlin bachelor programmes is EUR 4,950 per semester plus a one-off EUR 1,000 enrolment fee. NONE of this was confirmed on an SRH page opened this session.",TBC,TBC,TBC,TBC,"Four-semester programme in creative coding: programming and conceptualisation of multimedia applications, interfaces, installations and performances in an artistic context; graduate destinations include the audio and audiovisual software industry, creative agencies and games. Formal entry criteria not verified.",likely,TBC,TBC,TBC,TBC,TBC,https://www.hdpk.de/de/studium/master/computing-and-the-arts/,https://www.srh-university.de/en/master/,https://www.srh-university.de/fileadmin/1HE/International/SRH-University-Tuition-Fees-EN-Non-EU.pdf,https://www.hdpk.de/de/studium/master/computing-and-the-arts/|https://www.srh-university.de/en/master/|https://www.hdpk.de/de/studium/master/computingandthearts/,UNVERIFIED,W1-N,2026-08-22,"hdpk.de returned HTTP 503 to every attempt (WebFetch and curl) and the SRH master listing does not expose programme-level pages, so nothing here is confirmed. Private-provider award: verify state recognition (staatlich anerkannt) and the exact non-EU fee before shortlisting. High priority for manual re-check. || hdpk.de was unreachable (HTTP 503) throughout the session - nothing here is confirmed. Private SRH-group university: verify staatliche Anerkennung, the accreditation of this specific master, and the tuition level (private German UAS masters typically run 600-900 EUR/month) before treating it as viable. Non-EU student-visa recognition must be checked.","On paper this is the single best-matched Berlin programme for the client's exact profile: a coder's master in creative computing whose named career destination is the AUDIO and audiovisual software industry, taught in English, at a school built around popular music. If the fee and recognition check out it belongs near the top of the Berlin shortlist despite being unverified today."
AC-028,AC,Management & Marketing (M.Sc.) - Master of Science in Management & Marketing,Master of Science (M.Sc.),"Freie Universitat Berlin, Fachbereich Wirtschaftswissenschaft",public_university,Berlin,Germany,single_site,German and English (both used),"English at B2 (CEFR) or equivalent. SEPARATELY, applicants whose first degree was not taught in German must pass the DSH (Deutsche Sprachprufung fur den Hochschulzugang) or an accepted equivalent - German proficiency is OBLIGATORY.",24,"TBC (4 semesters; standard German M.Sc. = 120 ECTS, not stated on the page)",0,"NO TUITION FEES. Official FU page: 'Students do not pay any tuition fees, the university only charges semester fees and contributions each semester.' The FU FAQ page for this programme quotes a semester fee of approximately 300 EUR (that page returned HTTP 503 on the attempt to open it directly, so the exact current figure is TBC). Semester fee typically includes the Berlin public-transport semester ticket.",TBC,TBC,31 May (all admission requirements must be fully met and submitted by this date),2026 cycle - 2027 TBC,"Bachelor's degree in BUSINESS ADMINISTRATION or an equivalent German or foreign degree, WITH a minimum of 12 credit points in accounting and/or taxation AND a minimum of 12 credit points in mathematics, statistics and/or empirical research methods.",no,no,TBC,TBC - no programme-level scholarship published; DAAD and Deutschlandstipendium are the usual external routes,none_found,TBC,https://www.fu-berlin.de/en/studium/studienangebot/master/management_marketing/index.html,https://www.wiwiss.fu-berlin.de/studium-lehre/master/m-m/Bewerbung/index.html,https://www.wiwiss.fu-berlin.de/studium-lehre/master/m-m/Kontakt-und-FAQ/Studiengebuehren.html,https://www.fu-berlin.de/en/studium/studienangebot/master/management_marketing/index.html|https://www.wiwiss.fu-berlin.de/studium-lehre/master/m-m/Kontakt-und-FAQ/Studiengebuehren.html,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"TWO HARD GATES. (1) DSH-level GERMAN is obligatory for the client - a multi-year language investment, and German is disprefered per the brief. (2) The entry rule demands a BUSINESS ADMINISTRATION bachelor plus 12 CP in accounting/taxation; a Software Engineering diploma clears the 12 CP maths/statistics half comfortably but has no accounting content at all. Exact semester fee not confirmed (FAQ page 503).","ZERO TUITION at a top German research university, which is exactly the funding-first ideal - and the reason to keep it despite the barriers. The 12 CP maths/statistics requirement is trivially satisfied by a 300-ECTS engineering diploma; the accounting requirement is the real blocker and could in principle be closed with a short accounting course before applying. 4 semesters (2 years) means two years of Berlin living costs with no tuition. Language tag: DE+EN - takes the Wave 4 German penalty, not exclusion."
AC-029,AC,Marketing Management (M.A.),Master of Arts (M.A.),Hochschule fur Wirtschaft und Recht Berlin (HWR Berlin / Berlin School of Economics and Law),public_university_of_applied_sciences,Berlin,Germany,single_site,German and English (approximately half the modules taught in English),"Advanced B2 level: TOEFL iBT minimum 83; IELTS minimum 6.0; TOEIC Four Skills minimum 1200; Cambridge English Scale minimum 170; PTE Academic 67; Oxford Test of English 126. Waived if at least two semesters were previously studied in English, or with a GMAT / GMAT Focus score.",18,90,0,Official HWR page states tuition fees: NONE ('Keine'). Only the semester contribution (Semesterbeitrag) applies - the page links to the current amount rather than printing it; HWR's semester contribution is around 300 EUR and includes the Berlin semester transport ticket (exact figure TBC).,TBC,"15 March (international degree holders, via uni-assist); 15 April (German degree holders)","15 May (international degree holders, via uni-assist); 15 June (German degree holders)",2026 cycle - 2027 TBC,Minimum 210 ECTS from a bachelor or equivalent in business/economics; applicants holding only 180 ECTS must add 30 ECTS via an integrated practical semester (extending the degree to 4 semesters). PLUS documented evidence of at least 15 ECTS of MARKETING coursework in the previous degree.,no,no,TBC,TBC,none_found,TBC,https://www.hwr-berlin.de/studium/studiengang/detail/27-marketing-management,https://www.hwr-berlin.de/studium/studiengaenge/bewerbungsdetail/detail/27-marketing-management,TBC,https://www.hwr-berlin.de/studium/studiengang/detail/27-marketing-management|https://www.hwr-berlin.de/studium/bewerbung/master-bewerbung,VERIFIED,W1-AC,2026-08-22,TWO ENTRY GATES: (1) a business/economics bachelor is required and (2) at least 15 ECTS of prior MARKETING coursework must be evidenced. A Software Engineering diploma fails both. Half the teaching is in German. uni-assist adds a fee and a document-verification step for a Tunisian degree.,"ZERO TUITION plus only ~300 EUR/semester - jointly the cheapest option in the entire path alongside HWR's International Marketing Management (AC-023) and FU Berlin (AC-021). CREDENTIAL WIN: the 210-ECTS entry bar is EXPLICIT and the client's 300-ECTS engineering diploma clears it outright, so he enters the 3-semester (18-month) version rather than the 4-semester one - a saved semester. English proof accepted via GMAT as an alternative, a useful option. The 15 ECTS marketing prerequisite is the one thing to solve; ask HWR whether a certified marketing course can be counted."
AC-030,AC,International Marketing Management (M.A.),Master of Arts (M.A.),Hochschule fur Wirtschaft und Recht Berlin (HWR Berlin / Berlin School of Economics and Law),public_university_of_applied_sciences,Berlin,Germany,single_site,English,CEFR B2 equivalent: TOEFL iBT minimum 83; IELTS minimum 6.0; alternatives listed. No further proof needed if two semesters were previously studied in English.,18,90,0,Official HWR page states tuition fees: NONE ('Keine'). Only the semester contribution applies (amount linked rather than printed; approximately 300 EUR including the Berlin semester transport ticket - exact figure TBC). Confirmed NOT a fee-paying weiterbildend/continuing-education master - it is a regular consecutive master's.,TBC,"15 March (international degrees, uni-assist); 15 April (German degrees)","15 May (international degrees, uni-assist); 15 June (German degrees)",2026 cycle - 2027 TBC,"Economics/business-related bachelor's or equivalent; minimum 210 ECTS (180-ECTS holders add 30 ECTS via an integrated internship, extending to 4 semesters); evidence of at least 15 ECTS in marketing coursework. At least one year of relevant work experience is advantageous but NOT required. Mandatory internship or study-abroad semester available in the 4-semester variant.",no,no,TBC,TBC,none_found,TBC,https://www.hwr-berlin.de/studium/studiengang/detail/26-international-marketing-management,https://www.hwr-berlin.de/studium/bewerbung/master-bewerbung,TBC,https://www.hwr-berlin.de/studium/studiengang/detail/26-international-marketing-management|https://www.hwr-berlin.de/studium/bewerbung/master-bewerbung,VERIFIED,W1-AC,2026-08-22,"Same two entry gates as AC-022: an economics/business bachelor AND at least 15 ECTS of prior marketing coursework. Work experience is 'advantageous', which in practice disadvantages a fresh graduate. uni-assist processing required for a Tunisian degree.","BEST BERLIN OPTION ON PAPER FOR THIS CLIENT: fully ENGLISH-taught (no German needed, so it escapes the Wave 4 German penalty entirely), ZERO TUITION, 90 ECTS in 18 months, and the 210-ECTS bar is explicitly cleared by his 300-ECTS diploma - putting him in the shorter 3-semester track. Combined with Berlin's ~0 tuition this is the strongest cost-to-quality ratio in the path. The whole question is the 15 ECTS marketing prerequisite; that single conversation with HWR admissions should be a Wave 2 priority."
AC-031,AC,"Master Marketing Management (60 ECTS, English)",Master of Arts (M.A.),IU Internationale Hochschule / IU International University of Applied Sciences,private_university_of_applied_sciences,Berlin (headquarters) - but this programme is delivered by distance learning only,Germany,single_site,English,B2 (CEFR): TOEFL 80+; IELTS 6.0+; Duolingo 95+; Cambridge Certificate grade B minimum,12,60,8112,Full-time (12 months) 676-729 EUR/month per the official IU page; 12 x 676 = 8112 EUR at the lower monthly rate (upper rate 729 x 12 = 8748 EUR). Part-time I (18 months) 534-569 EUR/month; Part-time II (24 months) 423-449 EUR/month. A promotional discount of 1444 EUR was advertised. No separate non-EU rate published.,"yes - rolling enrolment, 'start any time on your preferred date'",rolling / any date,none - rolling admission,2027 cycle (rolling),"A completed undergraduate degree with a MINIMUM OF 240 ECTS and a final grade of 'satisfactory' or equivalent, PLUS at least one year of qualified professional experience gained after completing the bachelor's. Engineering degrees qualify as acceptable undergraduate degrees.",yes_explicit,no,yes,IU scholarships referenced but not named or quantified on the page,TBC,TBC,https://www.iu.de/en/master/marketingmanagement/distance-learning/60-ects-en/,https://www.iu.de/en/master/marketingmanagement/distance-learning/60-ects-en/,https://www.iu.de/en/master/marketingmanagement/distance-learning/60-ects-en/,https://www.iu.de/en/master/|https://www.iu.de/en/master/marketingmanagement/distance-learning/60-ects-en/,VERIFIED,W1-AC,2026-08-22,"DISTANCE LEARNING ONLY - '100% flexible', 'no mandatory attendance', online exams. A distance programme does NOT support a Tunisian student residence visa for Germany, so this cannot deliver the client's stated goal of moving to Europe. No Berlin on-campus option exists for this particular 60-ECTS English variant. Requires ONE YEAR OF POST-BACHELOR WORK EXPERIENCE, which the client (final-year student) does not have. Accreditation is 'state-approved' (staatlich anerkannt) with ZFU distance-learning registration 1151223 and an AR-Siegel - a real accredited degree, but a distance one.","Logged for completeness and because it is the ONLY programme in this entire path whose official text explicitly says ENGINEERING DEGREES QUALIFY and whose stated 240-ECTS entry bar is directly cleared by the client's 300-ECTS diploma (brief rule: 300 > 240, he qualifies). At ~8100 EUR it also undercuts every Dutch option. But the work-experience clause and the distance-only delivery make it a fallback/insurance option at best, not a relocation route. Could be revisited if the client ever wants to study while continuing to work in Tunisia."
AC-032,AC,MSc International Business - specialisation Marketing-Finance,MSc International Business,"Maastricht University, School of Business and Economics",public_university,Maastricht,Netherlands,single_site,English,TOEFL iBT 90 or IELTS 6.5 (reported; the official tuition/admission pages opened returned navigation only). GMAT minimum 550 total with Analytical Writing 4.0; GMAT 650+ with AWA 4.0 gives automatic admission if all other requirements are met.,12,TBC,TBC,NOT VERIFIED on an official page - the Maastricht tuition-fee pages opened rendered navigation only. Secondary sources quote ~21500 EUR/yr non-EU/EEA for 2026/27 against a 2694 EUR statutory fee. Must be re-checked.,TBC,TBC,1 May for non-EU/EEA September start; 1 November for non-EU/EEA February start (reported),2026 cycle - 2027 TBC,"An international bachelor's degree; applicants from AACSB- or EQUIS-accredited bachelor programmes face DIFFERENT (lighter) requirements than other international bachelor holders. GMAT 550 minimum / 4.0 AWA. Documents: transcript, CV, motivation letter.",unclear,no,TBC,TBC - Maastricht operates a Holland-High Potential Scholarship but it was not confirmed on the pages opened,TBC,TBC,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-marketing-finance,https://curriculum.maastrichtuniversity.nl/education/master/master-international-business-track-marketing-finance/requirements,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-marketing-finance/tuition-fees,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-marketing-finance/tuition-fees|https://www.maastrichtuniversity.nl/tuition-fee-guide-masters-programmes-202627,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"GMAT 550 REQUIRED - a hard, paid, additional test. A Tunisian engineering diploma is not from an AACSB/EQUIS-accredited business school, so the client falls into the heavier requirement bracket. Tuition unconfirmed on an official page.","Marketing-Finance is the most quantitative Maastricht marketing track and rewards maths; the GMAT is actually an OPPORTUNITY for a strong-maths engineer, since 650+ triggers automatic admission. Maastricht's problem-based learning suits a self-directed student. Note Maastricht also runs a separate Strategic Marketing track (AC-018)."
AC-033,AC,MSc International Business - specialisation Strategic Marketing,MSc International Business,"Maastricht University, School of Business and Economics",public_university,Maastricht,Netherlands,single_site,English,TBC - reported TOEFL iBT 90 / IELTS 6.5; GMAT expected as for the other IB tracks,12,TBC,TBC,NOT VERIFIED - the official tuition-fees page for this track rendered navigation only. Same fee band as AC-017 is expected (all MSc International Business tracks share one rate).,TBC,TBC,"1 May non-EU/EEA for September start (reported, same as sibling tracks)",2026 cycle - 2027 TBC,"Shares the MSc International Business admission framework: international bachelor's degree, GMAT, English proof; separate lighter requirements for AACSB/EQUIS bachelor holders.",unclear,no,TBC,TBC,TBC,TBC,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-strategic-marketing,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-strategic-marketing/admission-requirements,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-strategic-marketing/tuition-fees,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-strategic-marketing/tuition-fees,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"Nothing could be read off the official pages beyond the programme's existence and title - tuition, ECTS and requirements all unconfirmed. GMAT barrier presumed.","Logged for breadth: Maastricht offers TWO distinct marketing specialisations within MSc International Business, so one application decision covers two curricula. Strategic Marketing is the less quantitative of the pair, so AC-017 Marketing-Finance is the better fit for this client's profile."
AC-034,AC,MSc Business Administration - specialisation Marketing,Master of Science (Business Administration),Radboud University (Nijmegen School of Management),public_university,Nijmegen,Netherlands,single_site,English,"IELTS Academic >= 6.5 with subscores >= 6.0 and writing >= 6.5; TOEFL iBT >= 90 with all subscores >= 4.5 except Listening >= 5; Cambridge C1 Advanced >= 176 (component >= 169, writing >= 176). Exempt if the bachelor was completed in English in the EU/EEA, Australia, Canada, NZ, UK or USA.",12,60,18873,"Institutional tuition fee 18873.00 EUR for non-EU/EEA students, academic year 2026-2027, from Radboud's official programme tuition page. Statutory (EU/EEA) fee 2694.00 EUR.",TBC,TBC,1 April (non-EU/EEA standard); 31 January (non-EU/EEA applying for a scholarship) - dates shown were for the September 2026 intake,2026 cycle - 2027 TBC,"Bachelor's in Business Administration / International Business Administration / Law and Management from Radboud, or a bachelor in a SIMILAR OR RELATED field from another Dutch or international research university, ideally covering Organisation Theory, Strategy, Marketing, HR Management, Finance, Statistics, Research Methods and a 12 EC thesis. Non-Dutch degrees must be equivalent to a Dutch research-university diploma. Applicants from unrelated fields or HBO may need the pre-Master's in Business Administration.",no,no,yes,"Radboud Scholarship Programme (partial, non-EU/EEA, English-taught masters, outstanding results); NL Scholarship (partial, non-EU/EEA); Fulbright-Radboud (US students only)",partial,TBC,https://www.ru.nl/en/education/masters/marketing,https://www.ru.nl/en/education/masters/marketing/admission-and-application,https://www.ru.nl/en/education/masters/marketing/tuition,https://www.ru.nl/en/education/masters/marketing|https://www.ru.nl/en/education/masters/marketing/admission-and-application|https://www.ru.nl/en/education/masters/marketing/tuition,VERIFIED,W1-AC,2026-08-22,"Requires a bachelor in a similar or related field with a specific business curriculum (marketing, HRM, finance, organisation theory) - a Software Engineering diploma is an unrelated field and would be routed to a PRE-MASTER'S, adding a year and cost. Scholarship deadline (31 January) is 2 months before the ordinary deadline.","CHEAPEST FULLY-VERIFIED DUTCH PUBLIC in this path at 18873 EUR/yr, and the only Dutch entry here with named, confirmed scholarships open to non-EU/EEA students (Radboud Scholarship Programme and NL Scholarship, both partial). The documented pre-Master's route is an explicit, official bridge for an unrelated bachelor - the clearest published path into a Dutch marketing MSc for an engineer found in this sweep. Client must apply by 31 January to be considered for funding."
