source_file,program,institution,city,degree,inst_type,track,language,tuition,scholarship,url
master-all.json,Medieningenieurwissenschaften (M.Sc.) — successor title of the former M.Sc. Medientechnologie. CONFIRMED TO EXIST as a real M.Sc.,Technische Universität Ilmenau,Ilmenau,Master's degree,"Technische Universität (state technical university), Free State of Thuringia",Acoustics / audio engineering,"CONFIRMED bilingual: the official page states 'Deutsch/Englisch'. Ilmenau's own wording is that the programme 'can be completed in either German or English'. So an English-only path IS available here — a correction in his favour over the previous record, which said a German-free path was not guaranteed.",Free,None,https://www.tu-ilmenau.de/studium/vor-dem-studium/studienangebot/masterstudiengaenge/medieningenieurwissenschaften-m-sc
master-all.json,Research in Media Engineering (M.Sc.),Technische Universität Ilmenau (TU Ilmenau),,Master's degree,Public,Acoustics/Audio-Eng,Bilingual German/English - official page lists teaching language 'Deutsch/Englisch'; DAAD International Programmes listing confirms the program can be completed in English (sufficient English-taught modules),Free,None,https://www.tu-ilmenau.de/en/study/before-the-study/range-of-courses/master/research-in-media-engineering-msc
master-all.json,M.Sc. Medieningenieurwissenschaften (formerly/also listed as Medientechnologie / Media Technology),"Technische Universität Ilmenau — Institut für Medientechnik, Fakultät Elektrotechnik und Informationstechnik",Ilmenau (Thuringia),Master's degree,Public technical university,Acoustics / audio engineering,"GERMAN AND ENGLISH — the programme 'can be completed in both German and English language'. This is the ONLY free German public master found in this sweep that offers a full English route in an audio-technology field. MINIMUM LEVEL: 'A language certificate in German or English is required, depending on the language of instruction' — the exact CEFR figure and accepted certificates were NOT published on the pages read and are UNVERIFIED. VERIFY DIRECTLY, because the whole value of this entry rests on the English route being complete rather than partial.",Free,DAAD; Deutschlandstipendium,https://www.tu-ilmenau.de/studium/vor-dem-studium/studienangebot/masterstudiengaenge/medieningenieurwissenschaften-m-sc ; https://www.tu-ilmenau.de/en/university/departments/department-of-electrical-engineering-and-information-technology/profile/institutes-and-groups/institute-of-media-technology/study ; https://www.tu-ilmenau.de/modultafeln/Medientechnologie/Master/2017
master-all.json,"Digitale Medien / Digital Media — M.A. at HfK Bremen (media design track) or M.Sc. at Universität Bremen (media informatics track). One joint programme, two award routes.",Hochschule für Künste Bremen (University of the Arts Bremen) jointly with Universität Bremen,Bremen,Master's degree,State university of the arts (HfK) jointly with a state research university (Universität Bremen),Sound design / production,"CONFIRMED ENGLISH. The official HfK page states the language of instruction is English. This remains the only fully English-taught record of the six, and the only one where he needs no German at all for admission.",Under EUR 1.5k/yr,None,https://www.hfk-bremen.de/en/study/kunst-und-design/digital-media-m-a/5
master-all.json,Filmton / Sounddesign (Diplomaufbaustudium – postgraduate diploma),Filmakademie Baden-Württemberg,Ludwigsburg (Baden-Württemberg),"Diplom der Filmakademie Baden-Württemberg. IMPORTANT CAVEAT NOW CONFIRMED: this is an institutional diploma, described by the academy as 'vergleichbar berufsbefähigenden Abschlüssen' of state art universities under Baden-Württemberg law — i.e. comparable to a professional qualifying degree. It is NOT an accredited M.A./M.F.A. and the pages do not state an EQF/ECTS master equivalence. If he needs a recognised master's degree (for a visa track, a later PhD, or recognition in Tunisia), verify this in writing first.",Public film school (state-owned GmbH; not a Hochschule in the ordinary sense),Sound design / production,"German, with English used in Projektstudium ('Deutsch/Englisch im PS'). The academy's general language standard is B2 German (Goethe-Institut, TestDaF level 4, or DSH level 2 accepted). Whether B2 is formally required for this specific Diplomaufbaustudium is not separately stated — assume yes.",EUR 1.5k-5k/yr,"None found at the academy. External only: DAAD Study Scholarships (Film/Fine Art strand), Deutschlandstipendium. DAAD/Tunisia eligibility NOT re-verified in this pass. Note that DAAD art/film scholarships generally target accredited degree programmes, so the non-master status of this Diplom should be checked against DAAD's eligibility rules before counting on it.",https://www.filmakademie.de/de/studium/studienangebote/filmton-sounddesign
master-all.json,Advanced Diploma in Music Production and Sound Engineering — NOT A MASTER'S DEGREE,Abbey Road Institute Germany,Berlin and Frankfurt am Main,Not a degree,Private training institute,Music business,Berlin campus teaches ALL COURSES IN ENGLISH; Frankfurt is bilingual German/English. That is genuinely attractive for him — and it is the only attractive thing here.,EUR 5k-15k/yr,Not stated,https://abbeyroadinstitute.de/kurse/advanced-diploma-music-production-sound-engineering/course-fees/ ; https://www.delamar.de/ausbildung/reportage-abbey-road-institute-49186/ ; https://www.studioszene.de/abbey-road-institute/
master-all.json,MA Popular Music Practice (Production specialism),BIMM University,"Berlin, Dublin, London, Brighton, Bristol, Birmingham, Manchester — all seven confirmed on the course page","MA Popular Music Practice — CONFIRMED verbatim 'Awarding institution: BIMM University'. BIMM holds its own UK degree-awarding powers, so this is a genuine university master's rather than a validated diploma, including at the Berlin and Dublin campuses.",Private specialist contemporary-music institute with UK university status,Music business,"English — CONFIRMED verbatim 'Language of study: English', including at the Berlin and Dublin campuses",EUR 5k-15k/yr,"MAJOR CORRECTION — BIMM's current scholarships page lists only THREE awards, not the long portfolio previously reported. (1) Launchpad Bursary — a tuition reduction for the duration of study, but only 10 students per year and explicitly 'across BIMM Music Institute's UK campuses', so it does NOT apply to Berlin or Dublin. (2) Open Day, Audition & Interview Travel Bursary — UK travel only. (3) Fair Access Fund — UNDERGRADUATE students only. The IDLES, Joan Armatrading, Fatboy Slim/Martlets, Jim Aiken, MusicMaker, Black Music Coalition x Wretch 32, Universal Music UK Sound Foundation and Creative Futures Bursary awards are NOT on the current page — treat them as lapsed. The International Hardship Bursary is confirmed CLOSED. BIMM Berlin states outright: 'BIMM University Berlin does not offer scholarships directly.' BUT Berlin signposts an external option he can genuinely use: the SBW Berlin Scholarship for International Students, which may cover shared student housing, a monthly living allowance, tuition fee support and travel assistance, for applicants aged 18-30 who show academic capability, financial need and social/community engagement; applications accepted year-round with no fees. The Creative Futures Discount (£1,000/€1,000) is BIMM-alumni-only and does not apply to him.",https://www.bimm.ac.uk/courses/ma-popular-music-practice/
master-all.json,Creative Production (Music) MA,"Catalyst – Institute for Creative Arts and Technology, Berlin (degree validated by Plymouth Marjon University…","Berlin (Funkhaus, Nalepastr. 18, 12459 Berlin)","MA (Master of Arts), awarded by Plymouth Marjon University (UK)","Private specialist creative-arts institute, not a German state Hochschule. Its own FAQ describes it as a registered training centre regulated under German law whose degrees are 'validated by our accrediting partner Plymouth Marjon University in the United Kingdom', with MA graduates receiving 'British degrees and certificates with an equivalent status recognised in Germany and the EU'. The earlier description 'state-accredited HEI' overstates this — correct it.",Sound-Design/Production,English throughout — 'taught entirely in English'. No German required.,EUR 5k-15k/yr,"No means- or merit-based scholarship for a non-EU applicant was found. Only price reductions: €1,000 early-application/priority tuition discount, 3% discount for annual payment, a further discount for paying in full, and €500 off total tuition for combining a summer short course with a degree within two years.",https://catalyst-berlin.com/music/course/creative-production-music-masters
master-all.json,Sound Studies and Sonic Arts,Universität der Künste Berlin (UdK Berlin) — Berlin Career College,Berlin,Master's degree,Public (fee-charging continuing-education arm),Sound design / production,English ('The English-language Master's program'; 'All-English program'),Over EUR 15k/yr,Not stated,https://www.udk-berlin.de/en/courses/sound-studies-and-sonic-arts-master-of-arts/program/faq/
master-all.json,"NEGATIVE FINDING — no sound-art or electronic-music master. The Faculty of Media's masters are Computer Science for Digital Media (M.Sc.), Human-Computer Interaction (M.Sc.), Medienwissenschaft (M.A.), Media Ecologies (M.A.) and Media Management (M.A.).",Bauhaus-Universität Weimar — Faculty of Media,Weimar,Master's degree,Public,Music business,Mixed German/English — UNVERIFIED per programme,Not published,Not stated,https://www.uni-weimar.de/en/media/start/
master-all.json,Digitale Medien / Digital Media (M.A.),Hochschule für Künste Bremen (HfK Bremen) with Universität Bremen,Bremen,Master's degree,Public,Acoustics / audio engineering,English (stated explicitly),Not published,DAAD Study Scholarships; Deutschlandstipendium,https://www.hfk-bremen.de/en/study/kunst-und-design/digital-media-m-a/5
master-all.json,COVERAGE NOTE — Music Production and Audio Design exist ONLY at BACHELOR level; no in-field master,SRH University — Berlin School of Popular Arts (formerly hdpk),Berlin,Master's degree,Private for-profit university of applied sciences,Music business,German and English bachelor programmes are offered; master language UNVERIFIED.,Not published,Not stated,https://www.srh-university.de/en/category/music/m/ ; https://www.srh-university.de/en/bachelor/aim/music-production/m/ ; https://www.srh-university.de/en/bachelor/audio-design/m/
master-all.json,M.A. Game Development & Research,TH Köln (Cologne University of Applied Sciences) — Cologne Game Lab,Cologne (Köln),MA (Master of Arts),"University of applied sciences (public) — Cologne Game Lab is TH Köln's dedicated games institute, Schanzenstr. 28, 51063 Köln",Other / adjacent,UNVERIFIED on the page read (Cologne Game Lab programmes are commonly taught in English — confirm),Not published,UNVERIFIED — no scholarship named on the page read. DAAD funding for study in Germany is a separate avenue worth investigating independently.,https://www.colognegamelab.de/study/ma-game-development-and-research/
master-all.json,"Sound Studies and Sonic Arts (M.A.) — DISCONTINUED, DO NOT APPLY",Universität der Künste Berlin (UdK) – Berlin Career College / ZIW,Berlin,M.A. (Master of Arts) — closed to new entrants,"Public art university (continuing-education, tuition-driven master)",Acoustics / audio engineering,English (as previously delivered),Not published,None,https://www.ziw.udk-berlin.de/weiterbildungsangebote/masterstudiengaenge/sound-studies-and-sonic-arts/
master-all.json,"Production residencies, Giga-Hertz Production Awards (jointly with SWR Experimentalstudio), Klangdom / spatial audio research, exhibitions",ZKM | Zentrum für Kunst und Medien — Institut für Musik und Akustik / Hertz-Lab,Karlsruhe,Not a degree,Art and media centre / research institute,Sound design / production,German and English,Not published,Giga-Hertz Production Award,https://on-the-move.org/news/zkm-hertz-lab-swr-experimentalstudio-giga-hertz-production-awards-2025-germany
master-all.json,M.A. Tonmeister*in für audiovisuelle Medien (Sound for Audiovisual Media),Filmuniversität Babelsberg KONRAD WOLF (Potsdam),,Master's degree,"Public (film university, Brandenburg)",Sound-Design/Production,German DSH-1 or equivalent required; may apply with B1 certificate if higher level pending (applications without at least B1 are incomplete) - confirmed on official page,Free,Deutschlandstipendium - Check,https://www.filmuniversitaet.de/en/studies/study-programs/master-programs/sound-design-for-audiovisual-media/application
master-all.json,Integrative Komposition (M.Mus.) – specialisation Elektronische Komposition (taught at the ICEM),Folkwang Universität der Künste,Essen (North Rhine-Westphalia),M.Mus. (Master of Music),"Public art university (music, theatre, dance, design)",Acoustics / audio engineering,German. CONFIRMED: applicants must 'verify proof of language level B1 with enrolment' (CEFR). B1 at enrolment — not at application — is the lowest language bar of the six programmes here and the single most achievable language requirement on this list.,Free,No institutional scholarship found. External only: DAAD Study Scholarships – Master Studies for Artists (Music strand) and Deutschlandstipendium. DAAD/Tunisia eligibility NOT re-verified in this pass.,https://www.folkwang-uni.de/en/home/musik/courses-of-studies/integrative-composition-mmus/basic-info-application
master-all.json,Integrative Komposition — Master of Music (specialisation: Elektronische Komposition / Electronic Composition),Folkwang Universität der Künste — ICEM (Institute for Computer Music and Electronic Media),Essen,M.Mus. (Master of Music),Public university of the arts (Kunsthochschule) with a dedicated computer-music institute,Acoustics / audio engineering,German (UNVERIFIED whether any English route exists; Folkwang music programmes normally require German).,Free,None found specific to the programme. DAAD scholarships are the standard route for a Tunisian applicant to a German master but eligibility for an arts M.Mus. and for this programme is UNVERIFIED.,https://www.folkwang-uni.de/en/home/musik/courses-of-studies/integrative-composition-mmus/information-about-the-study-course-integrative-composition
master-all.json,"Integrative Komposition (M.Mus.) — four artistic focus areas including ELEKTRONISCHE KOMPOSITION (also instrumental composition, composition and visualisation). A B.Mus. of the same name exists.","Folkwang Universität der Künste — ICEM, Institut für Computermusik und Elektronische Medien (founded 1990, the university's oldest cross-faculty institute)",Essen (Werden),Master's degree,Public university of the arts,Other / adjacent,German instruction. 'Most classes are taught in German.',Free,DAAD; Deutschlandstipendium,https://www.folkwang-uni.de/en/home/musik/courses-of-studies/integrative-composition-mmus/basic-info-application ; https://icem-www.folkwang-uni.de/ ; https://icem-www.folkwang-uni.de/icem-web/elektronische-komposition/
master-all.json,M.A. Zeitabhängige Medien: Sound - Vision,HAW Hamburg (Hamburg University of Applied Sciences),,Master's degree,Public,Sound-Design/Production,German C1 required for international applicants; English B1 tested at the admission interview (both confirmed on official page),Free,Deutschlandstipendium - Check,https://www.haw-hamburg.de/en/master-sound-vision/
master-all.json,Zeitabhängige Medien / Sound – Vision (M.A.) — the Sound–Vision branch of Sound–Vision–Games,"HAW Hamburg – Hochschule für Angewandte Wissenschaften Hamburg, Dept. Medientechnik",Hamburg (Art and Media Campus Finkenau),M.A. (Master of Arts),University of applied sciences (public),Music business,German. CONFIRMED verbatim: 'International applicants are required to demonstrate proficiency in the German language at level C1 in the Common European Framework of Reference for Languages.' English at B1 is additionally tested during the interview. C1 is the highest German bar of the six programmes here.,Free,"No institutional scholarship found. External only: DAAD Study Scholarships – Master Studies for All Academic Disciplines, Deutschlandstipendium. DAAD/Tunisia eligibility NOT re-verified in this pass. Note DAAD funding conventionally starts 1 October, which sits awkwardly with an April intake — check whether DAAD will fund a summer-semester start.",https://www.haw-hamburg.de/en/master-sound-vision/
master-all.json,Zeitabhängige Medien / Sound – Vision (sub-programme of Sound–Vision–Games),"HAW Hamburg – Hochschule für Angewandte Wissenschaften, Dept. Medientechnik",Hamburg,M.A. (Master of Arts),University of applied sciences (public),Music business,German (C1 required); English B1 also tested at interview,Free,DAAD Study Scholarships – Master Studies for All Academic Disciplines; Deutschlandstipendium,https://www.haw-hamburg.de/en/master-sound-vision/
master-all.json,M.A. International Media Cultural Work (IMC; immersive media / 3D audio focus),Hochschule Darmstadt (Media Campus Dieburg),,Master's degree,"Public (University of Applied Sciences, Hessen)",Sound/Music-Tech,"English (courses in English only; thesis in English or German); very good command of English required - demonstrated via application materials, no specific IELTS score listed on DAAD page (helpful since candidate has no IELTS yet - confirm with h-da)",Free,Funding opportunities within the university referenced (h-da study-financing page); Deutschlandstipendium - Check; DAAD…,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4678/
master-all.json,Media Art & Design (M.A.),Hochschule der Bildenden Künste Saar (HBKsaar — Saar University of Fine Arts),Saarbrücken,Master's degree,"Staatliche Kunsthochschule (state university of fine arts), Saarland",Sound design / production,GERMAN — CORRECTED from UNVERIFIED. The DAAD international programme database lists the language of instruction for this master as 'Deutsch'. The previous record's suspicion was right but is now confirmed rather than assumed. There is no English-taught route into this degree.,Free,None,https://www.hbksaar.de/studiengaenge/master-studiengaenge
master-all.json,"Komposition / Elektroakustische Komposition (M.M., künstlerische Ausbildung)",Hochschule für Künste Bremen (HfK Bremen),Bremen,Master's degree,Public,Acoustics / audio engineering,German,Free,DAAD Study Scholarships (Music),https://www.hfk-bremen.de/en/study/music/composition-electroacoustic-composition-m-m-ka/38
master-all.json,M.Sc. Music Acoustics (Erich Thienhaus Institute),Hochschule für Musik Detmold,,Master's degree,"Conservatory (state music university, NRW)",Acoustics/Audio-Eng,English (international master's programme); TOEFL 80 iBT (550 paper/213 computer) or IELTS 6.0,Free,DAAD Study Scholarships - Postgraduate Studies in the Field of Music (state music colleges) - Check eligibility; Deutsc…,https://www.hfm-detmold.de/en/study/fields-of-study/music-acoustics/
master-all.json,"Komposition (Master of Music) — NEW MASTER, first intake summer semester 2026. The Bachelor at the same institute has an explicit ELEKTROAKUSTISCHE KOMPOSITION specialisation.",Hochschule für Musik FRANZ LISZT Weimar — Institut für Neue Musik und Jazz,Weimar,Master's degree,Public,Acoustics / audio engineering,German ('German-taught program'); B2 required for international applicants,Free,DAAD Study Scholarships (Music),https://www.hfm-weimar.de/studieren/studienfinder/detail/komposition
master-all.json,"Klangkunst-Komposition (Musik – Klangkunst – Komposition), Master of Music",Hochschule für Musik Mainz — a school of the Johannes Gutenberg-Universität Mainz (JGU),Mainz,Master's degree,School of music integrated into a state research university — the HfM Mainz is not a free-standing Musikhochschule but part of JGU,Sound design / production,GERMAN.,Free,None,https://www.musik.uni-mainz.de/master-klangkunst-komposition/
master-all.json,Master of Music — Electronic Composition (Elektronische Komposition),Hochschule für Musik und Tanz Köln (Cologne University of Music and Dance),Cologne,Master's degree,Public university of music and dance,Acoustics / audio engineering,German (min. A2 required); teaching primarily in German,Free,DAAD,https://www.hfmt-koeln.de/en/music/study-programs-music/master-of-music/electronic-composition-master-of-music/
master-all.json,Elektronische Komposition – Master of Music,Hochschule für Musik und Tanz Köln (HfMT Köln),Cologne,M.Mus. (Master of Music),Public conservatory (Europe's largest music academy),Acoustics / audio engineering,German (minimum A2 for non-German speakers),Free,DAAD Study Scholarships – Master Studies for Artists (Music); Deutschlandstipendium,https://www.hfmt-koeln.de/en/music/study-programs-music/master-of-music/electronic-composition-master-of-music/
master-all.json,Elektronische Komposition (Electronic Composition),Hochschule für Musik und Tanz Köln (HfMT Köln),Cologne,Master's degree,Public,Other / adjacent,German (min. A2 German required for non-German-speaking degree holders; teaching in German),Free,DAAD Study Scholarships for Graduates in the Field of Music (Performing Arts),https://www.hfmt-koeln.de/en/music/study-programs-music/master-of-music/electronic-composition-master-of-music/
master-all.json,Production (Master of Music) — contemporary popular music production,Hochschule für Musik und Tanz Köln (HfMT Köln),Cologne,Master's degree,Public,Music business,German — VERBATIM: 'Students who have not graduated from a German-speaking institution must prove sufficient German language skills (min. level A2)'. A2 is an exceptionally low bar for a German public music university.,Free,DAAD Study Scholarships (Music/Performing Arts); Deutschlandstipendium,https://www.hfmt-koeln.de/en/music/study-programs-music/master-of-music/production-master-of-music/
master-all.json,Sound Art (Master of Music),Hochschule für Musik und Theater München (HMTM — University of Music and Performing Arts Munich),Munich (München),Master's degree,"Staatliche Hochschule für Musik (state university of music), Free State of Bavaria",Music business,"CONFIRMED GERMAN, and CONFIRMED that no language certificate is demanded — an unusual combination that the official page states directly.",Free,None,https://hmtm.de/studiengaenge/sound-art-mm/
master-all.json,Medien und Musik (M.A.),"Hochschule für Musik, Theater und Medien Hannover (HMTMH), Institut für Journalistik und Kommunikationsforschung (IJK)",Hannover,Master's degree,"Staatliche Hochschule für Musik, Theater und Medien (state university of music, drama and media), Lower Saxony — university status with doctoral rights",Music business,GERMAN — CONFIRMED. Teaching and all programme materials are German; the English information page describes a German-taught degree.,Free,None,https://www.ijk.hmtm-hannover.de/de/bewerbung/master-studium-medien-und-musik/
master-all.json,"Mediale Künste (Media Arts) – Diplom 2, postgraduate (MFA-equivalent), with Klangkunst / sound focus",Kunsthochschule für Medien Köln (KHM),Cologne,"Diplom 2 — postgraduate diploma. Official designation ""Diploma 1 + 2 / Media and Fine Art""; KHM states it is ""internationally comparable with a MFA (Master of Fine Art)"".",Public art school (media arts academy),Sound design / production,"German. CONFIRMED: ""current german language certificate, at least A2"" at application, and ""good knowledge of the German language (Goethe-Institut level B2)"" which must be ""submitted at the latest when you enrol"". Certificates from other providers are accepted ""provided that the language tests correspond to the Common European Framework"". So A2 to apply, B2 to enrol — a staged requirement, which is the gentlest German ramp in this batch.",Free,"DAAD Study Scholarships (artists/designers strand for Fine Art, Design, Film, plus the all-disciplines strand); Deutschlandstipendium. Tunisia is a DAAD partner country. KHM's own scholarship/support schemes for enrolled students: UNVERIFIED — not published on the application page.",https://en.khm.de/bewerbung_medialekuenste/
master-all.json,Music and Creative Industries M.A.,Popakademie Baden-Wurttemberg (Mannheim),,Master's degree,Public,Music-Business,"German (interview also assesses English skills; German requirement previously cited from official FAQ - FAQ URL now 404s, so re-confirm; program is German-taught) - MAJOR barrier, candidate has no German",Free,None,https://www.popakademie.de/en/studium/music-and-creative-industries-ma/zulassung/
master-all.json,Popular Music M.A. – specialisation Producing / Composing Artist (Produzierende*r / Komponierende*r Künstler*in),Popakademie Baden-Württemberg,Mannheim (Baden-Württemberg),M.A. (Master of Arts),Public university of popular music (state Hochschule of Baden-Württemberg),Music business,"German. The FAQ states plainly 'Deutschkenntnisse sind Voraussetzung für ein Studium an der Popakademie' and accepts DSH, Goethe-Institut and comparable certificates. B2 is the level indicated for international applicants. The specific claim that B2 need only be reached 'by the end of the first semester' could NOT be confirmed on the official pages in this pass — do not rely on it; assume B2 is needed at application.",Free,"None found at the Popakademie itself. The institution's international page covers exchange and Erasmus+ only and says nothing about fee waivers or scholarships for non-EU degree students. External only: DAAD Study Scholarships – Master Studies, Deutschlandstipendium. DAAD/Tunisia eligibility NOT re-verified in this pass.",https://www.popakademie.de/de/studium/popular-music-ma/bewerbung/
master-all.json,Popular Music (M.A.),Popakademie Baden-Württemberg (Mannheim),,Master's degree,Public,Sound-Design/Production,"German - CONFLICTING official info: facts page says 'German (at least level C1 required)'; application page says international applicants need 'at least level B2'. Assume B2 to apply, C1-level German de facto needed",Free,None,https://www.popakademie.de/en/studium/popular-music-ma/bewerbung/
master-all.json,M.A. Music and Creative Industries,Popakademie Baden-Württemberg (Mannheim),,Master's degree,Public,Music-Business,German - at least C1 required (per official facts page),Free,None,https://www.popakademie.de/en/studium/music-and-creative-industries-ma/facts/
master-all.json,M.Mus. Klang und Realität (Institute of Music and Media),Robert Schumann Hochschule Düsseldorf,,Master's degree,"Conservatory (state music university, NRW)",Sound/Music-Tech,German - official page: 'The B2 certificate (in the Goethe Institute classification system) or a comparable qualification is required',Free,DAAD Study Scholarships - Postgraduate Studies in the Field of Music - Check eligibility for this program; Deutschlands…,https://www.rsh-duesseldorf.de/en/academic-programs/master-degrees/klang-und-realitaet/
master-all.json,Klang und Realität (Sound and Reality) – Master of Music,Robert Schumann Hochschule Düsseldorf – Institut für Musik und Medien (IMM),Düsseldorf,Master of Music (M.Mus.),Public conservatory / Musikhochschule,Acoustics / audio engineering,"German. Confirmed on the RSH Deutschkenntnisse page: Goethe B2 is required specifically for 'die Master-Studiengänge Klang und Realität sowie Künstlerische Musikproduktion'. Online courses without a final exam and attendance certificates are not accepted. If he passes the aptitude assessment but lacks the certificate at semester start, he may provide it during the first year while enrolled as a 'Kollegstudierender'.",Free,DAAD Study Scholarships – Master Studies (artists/music or all-disciplines route); Tunisia is DAAD-eligible. RSH lists 'Stipendien' internally but no named scheme open to an incoming non-EU student was confirmed — UNVERIFIED.,https://www.rsh-duesseldorf.de/en/academic-programs/master-degrees/klang-und-realitaet/
master-all.json,Klang und Realität (Sound and Reality) — concentrations: Epistemic Media / Transmedia Forms,Robert Schumann Hochschule Düsseldorf — Institut für Musik und Medien (IMM),Düsseldorf,Master's degree,Public,Sound design / production,German — B2 required. VERBATIM: 'B2 certificate (in the Goethe Institute classification system) or a comparable qualification is required'.,Free,DAAD Study Scholarships (Music); Deutschlandstipendium,https://www.rsh-duesseldorf.de/en/academic-programs/master-degrees/klang-und-realitaet
