id,path_letter,program_name,degree_awarded,institution,institution_type,city,country,mobility,language_of_instruction,english_level_required,duration_months,ects,tuition_non_eu_eur_per_year,tuition_notes,intake_2027_confirmed,application_opens,application_deadline,deadline_source_cycle,entry_requirements_summary,accepts_engineering_bachelor,portfolio_or_audition_required,scholarship_available,scholarship_names,scholarship_coverage_level,tunisia_eligible,program_url,admissions_url,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,fit_notes
N-011,N,MSc Design for Interaction,Master of Science (NVAO accredited),Delft University of Technology (Faculty of Industrial Design Engineering),Public research university,Delft,Netherlands,single_site,English,TBC,24,120,25633,"Institutional rate for non-EU MSc students, EUR 25,633 for 2026-2027. A transitional rate of EUR 23,404 applies only to students already enrolled who paid EUR 22,290 in 2025-2026.",TBC,TBC,TBC,2026-2027 fees confirmed; 2027-28 deadlines TBC,"Separate admission tracks for Dutch BSc, Dutch HBO and non-Dutch university degrees; the detailed non-Dutch criteria page could not be opened this session. September start (February only for Dutch IDE BSc graduates).",unclear,TBC,TBC,Justus and Louise van Effen Excellence Scholarship (not verified this session),TBC,TBC,https://www.tudelft.nl/en/education/programmes/masters/dfi/msc-design-for-interaction,https://www.tudelft.nl/en/education/programmes/masters/dfi/msc-design-for-interaction/admission-application-finances,https://www.tudelft.nl/en/education/study-programme-orientation/practical-matters/tuition-fee-finances,https://www.tudelft.nl/en/education/programmes/masters/dfi/msc-design-for-interaction|https://www.tudelft.nl/en/education/programmes/masters/dfi/msc-design-for-interaction/admission-application-finances|https://www.tudelft.nl/en/education/study-programme-orientation/practical-matters/tuition-fee-finances,PARTIALLY_VERIFIED,W1-N,2026-08-22,"EUR 25,633/year is the highest non-EU fee found on this path - roughly EUR 51,000 over two years, so this is only viable with a full scholarship. IDE masters usually expect a design bachelor; a software-engineering entrant may face a bridging requirement. Admission-criteria page not reachable this session.","World-leading interaction-design faculty with prototyping labs and industry-brief projects; a music-interaction thesis (instrument, controller, listening experience) is entirely normal here. The client's 300-ECTS engineering diploma far exceeds the 180/240-ECTS entry bar, but the design-portfolio expectation is the real gate."
N-012,N,MSc Integrated Product Design,Master of Science (NVAO accredited),Delft University of Technology (Faculty of Industrial Design Engineering),Public research university,Delft,Netherlands,single_site,English,TBC,24,120,25633,"Institutional rate for non-EU MSc students, 2026-2027.",TBC,TBC,TBC,2026-2027 fees confirmed; 2027 deadlines TBC,"Separate criteria for Dutch BSc, HBO and non-Dutch degrees; September start.",unclear,TBC,TBC,TBC,TBC,TBC,https://www.tudelft.nl/en/education/programmes/masters/ipd/msc-integrated-product-design,https://www.tudelft.nl/en/education/programmes/masters/ipd/msc-integrated-product-design/admission-application-finances,https://www.tudelft.nl/en/education/study-programme-orientation/practical-matters/tuition-fee-finances,https://www.tudelft.nl/en/education/programmes/masters/ipd/msc-integrated-product-design|https://www.tudelft.nl/en/education/study-programme-orientation/practical-matters/tuition-fee-finances,PARTIALLY_VERIFIED,W1-N,2026-08-22,"Same EUR 25,633 non-EU fee. Design-portfolio expectation not verified.","The hardware-leaning sibling of Design for Interaction: digital fabrication, computational design, smart materials and prototyping. This is the Delft route for someone who wants to build a physical music device (controller, synth, wearable) with an engineering-grade process behind it."
N-013,N,MSc Strategic Product Design,Master of Science (NVAO accredited),Delft University of Technology (Faculty of Industrial Design Engineering),Public research university,Delft,Netherlands,single_site,English,TBC,24,120,25633,"Institutional rate for non-EU MSc students, 2026-2027.",TBC,TBC,TBC,2026-2027 fees confirmed; 2027 deadlines TBC,"Separate criteria for Dutch BSc, HBO and non-Dutch degrees; September start.",unclear,TBC,TBC,TBC,TBC,TBC,https://www.tudelft.nl/en/education/programmes/masters/spd/msc-strategic-product-design,https://www.tudelft.nl/en/education/programmes/masters/spd/msc-strategic-product-design/admission-application-finances,https://www.tudelft.nl/en/education/study-programme-orientation/practical-matters/tuition-fee-finances,https://www.tudelft.nl/en/education/programmes/masters/spd/msc-strategic-product-design|https://www.tudelft.nl/en/education/study-programme-orientation/practical-matters/tuition-fee-finances,PARTIALLY_VERIFIED,W1-N,2026-08-22,"Same EUR 25,633 non-EU fee; least technical of the three Delft IDE masters.","Business models, innovation strategy and new-product development - the route for an engineer who wants to run a music-tech product line or start a venture rather than write the DSP. Pairs a strong technical CV with the commercial vocabulary the client currently lacks."
N-014,N,MSc Industrial Design,Master of Science,Eindhoven University of Technology (TU/e),Public research university,Eindhoven,Netherlands,single_site,English,TBC,24,120,22400,"Institutional fee for non-EU/EEA students: EUR 21,700 for 2026-2027 and EUR 22,400 for 2027-2028 (the 2027-28 figure is published).",TBC,TBC,TBC,"2027-2028 fee published; application deadlines 2027 TBC. Departmental admissions board meets monthly October-July, so applying early matters.","Admission decided by the departmental Admissions Board on prior education, professional experience and skills gained elsewhere; only one mandatory course, the rest of the programme is self-composed.",unclear,TBC,yes,TU/e scholarships and grants (see funding_url),TBC,TBC,https://www.tue.nl/en/education/graduate-school/master-industrial-design,https://www.tue.nl/en/education/graduate-school/master-industrial-design/adm,https://www.tue.nl/en/education/become-a-tue-student/scholarships-and-grants,https://www.tue.nl/en/education/graduate-school/master-industrial-design|https://www.tue.nl/en/education/graduate-school/master-industrial-design/adm|https://www.tue.nl/en/education/become-a-tue-student/tuition-fees-and-other-study-costs/tuition-fee,VERIFIED,W1-N,2026-08-22,"Non-EU fee for the client's actual intake year (2027-2028) is confirmed at EUR 22,400 - about EUR 44,800 over two years without a scholarship. Admission is board-discretionary rather than rule-based, which cuts both ways.","Almost entirely self-directed: one mandatory course and a portfolio of squads/projects the student defines, in a department built around intelligent interactive systems and making. That structure is ideal for someone who wants two years of building music-tech artefacts inside a technical university while keeping a DJ/production practice running."
N-015,N,MSc Creative Intelligence and Technology (formerly MSc Media Technology),Master of Science,Leiden University (LIACS with the Academy of Creative and Performing Arts),Public research university,Leiden,Netherlands,single_site,English,TBC,24,120,TBC,Non-EU institutional fee not reachable on the pages opened this session.,TBC,TBC,TBC,TBC,Welcomes applicants from diverse educational backgrounds and states it is open to any field of previous bachelor education; students bring their own research question and work by making. September and February starts.,likely,TBC,TBC,Leiden University Excellence Scholarship (LExS) - not verified this session,TBC,TBC,https://www.universiteitleiden.nl/en/education/study-programmes/master/creative-intelligence--technology,https://www.universiteitleiden.nl/en/education/study-programmes/master/creative-intelligence--technology/admission-and-application,TBC,https://www.universiteitleiden.nl/en/education/study-programmes/master/creative-intelligence--technology|https://www.universiteitleiden.nl/en/education/study-programmes/master/creative-intelligence--technology/admission-and-application|https://mediatechnology.leiden.edu/,PARTIALLY_VERIFIED,W1-N,2026-08-22,"Fees, deadlines and the concrete admission rule set were not obtainable from the pages opened. Programme was renamed from Media Technology, so older sources use the old name.","Explicitly a science-by-doing master run jointly by the computer-science institute and the arts academy: students propose their own creative-technology research and build it. Historically the Dutch home of music-technology and sound-installation theses, and one of the very few masters that says outright it accepts any bachelor background - an unusually low-friction entry for a software engineer with a music question."
N-016,N,Master of Music - pathway Music Design,Master of Music (MMus),HKU University of the Arts Utrecht (Music and Technology),Public university of applied sciences (art school),Utrecht,Netherlands,single_site,English and Dutch,TBC,24,120,TBC,"HKU sets institutional fees from the statutory rate (statutory 2026-2027 is EUR 2,694); the institutional non-EEA figure comes from HKU's tuition-fee calculator and the page warns the non-EEA rate may rise considerably.",yes,1 October 2026,"TBC (2025-2026 rounds were 24 Nov, 12 Jan, 16 Feb, 13 Apr)",2027-2028 cycle confirmed to open 1 October; round dates 2027 TBC,"Bachelor in a relevant field OR active as a professional at comparable level; exceptions to the Bachelor of Music are possible for exceptional talent with a steady track record. Round 1 is motivation letter, study plan, CV and portfolio; shortlisted candidates get an online interview.",likely,yes,yes,"NL/Holland Scholarship (EUR 5,000, first year); HKU Talent Grant",partial,yes - the NL Scholarship targets talented students from outside the EEA (Switzerland and Suriname excluded); Music Design is on the eligible-programme list,https://www.hku.nl/en/study-at-hku/music-and-technology/master-of-music-pathway-music-design,https://www.hku.nl/en/study-at-hku/explore-and-apply/masters,https://www.hku.nl/en/study-at-hku/explore-and-apply/nl-scholarship,https://www.hku.nl/en/study-at-hku/music-and-technology/master-of-music-pathway-music-design|https://www.hku.nl/en/study-at-hku/explore-and-apply/tuition-fee-and-finances|https://www.hku.nl/en/study-at-hku/explore-and-apply/nl-scholarship,VERIFIED,W1-N,2026-08-22,"Portfolio-gated: the client's music portfolio is still in progress and this is the binding constraint, not the academic record. Partly Dutch-language delivery. NL Scholarship deadline for the 2026-27 round was 1 May 2026, so the 2027 equivalent will fall around May 2027 - earlier than most admission deadlines.","The clearest music-technology-plus-design master in the Netherlands, and the only one found where a named EUR 5,000 scholarship is confirmed open to a Tunisian applicant. HKU explicitly admits candidates without a Bachelor of Music, so the 300-ECTS engineering diploma plus a strong producer portfolio is a real route. Directly serves the dual software-engineer / electronic-producer ambition."
N-017,N,Master Digital Design - track Interaction Design,Master of Science,Amsterdam University of Applied Sciences (AUAS/HvA),Public university of applied sciences,Amsterdam,Netherlands,single_site,English,TBC,12,60,TBC,Non-EU institutional fee not published on the pages opened; page states an extra ~EUR 800/year for books and materials on top of the annual tuition fee.,TBC,TBC,TBC,TBC,"Bachelor's degree plus demonstrated previous design experience via an annotated portfolio; limited places with a selection procedure. Built with nine Dutch design agencies (Mirabeau, Fabrique, DEPT, Media.Monks, Momkai and others); team projects with real client briefs.",likely,yes,TBC,Amsterdam Talent Scholarship (unverified),TBC,TBC,https://www.amsterdamuas.com/programmes/master-digital-design-interaction-design,https://www.amsterdamuas.com/study/master-digital-design,TBC,https://www.amsterdamuas.com/programmes/master-digital-design-interaction-design|https://www.masterdigitaldesign.com/,PARTIALLY_VERIFIED,W1-N,2026-08-22,"Annotated design portfolio is a hard eligibility criterion and places are capped by selection - the weakest point for a candidate whose portfolio is code, not design artefacts. Fees not published on the pages opened.","One intense year in Amsterdam (the client's top-priority city) inside a studio co-owned by the leading Dutch digital agencies, with playgrounds in Emerging Interactions and Beyond-Human Design. For a software engineer this converts engineering skill into hireable product-design credibility fast, and Amsterdam is also the strongest electronic-music market in the region."
N-018,N,Master Media Innovation (full-time),Master of Arts,Breda University of Applied Sciences (BUas),Public university of applied sciences,Breda,Netherlands,single_site,English,TBC,12,60,TBC,"Page quotes EUR 2,694 for 2026-2027, which is the Dutch STATUTORY rate - the non-EEA institutional rate is not shown and will be substantially higher.",no,TBC,15 August (recommended before 1 July),2026 cycle - start 1 September 2026; 2027 TBC,"Bachelor in Business Administration, Media Studies, Communication Studies, IT or a related media field. Four learning paths: applied R&D, media theory and technologies, industry case work with real clients (Samsung, KLM, Banijay, DPG Media, Google, NPO) and a graduation project combining thesis with a working prototype.",yes_explicit,no,TBC,TBC,none_found,TBC,https://www.buas.nl/en/programmes/master-media-innovation,https://www.buas.nl/en/programmes/executive-master-media-innovation/admission-requirements,TBC,https://www.buas.nl/en/programmes/master-media-innovation|https://www.buas.nl/en/programmes/executive-master-media-innovation,PARTIALLY_VERIFIED,W1-N,2026-08-22,"The quoted EUR 2,694 is the statutory fee, NOT what a Tunisian national pays - the institutional non-EEA rate must be confirmed before this row is used for budgeting. Breda is outside the priority Amsterdam/Utrecht cluster.","IT is named explicitly among accepted bachelors, and the graduation project is thesis PLUS prototype - so a software engineer can ship a working media/music product as the degree deliverable, with named industry clients attached. A cheap, fast (60 ECTS, one year) product-innovation credential if the non-EU fee turns out to be moderate."
N-019,N,Executive Master Media Innovation (online),Master of Arts,Breda University of Applied Sciences (BUas),Public university of applied sciences,Breda (delivered fully online),Netherlands,single_site,English,TBC,12,60,TBC,"EUR 2,694 quoted for 2026-2027 (statutory rate); non-EEA rate not shown.",no,TBC,15 August (recommended before 1 July),2026 cycle - start 1 September 2026; 2027 TBC,"Bachelor in a related field PLUS at least three to five years of equivalent industry experience; fully online, roughly 40 hours per week study load.",yes_explicit,no,TBC,TBC,none_found,TBC,https://www.buas.nl/en/programmes/executive-master-media-innovation,https://www.buas.nl/en/programmes/executive-master-media-innovation/admission-requirements,TBC,https://www.buas.nl/en/programmes/executive-master-media-innovation|https://www.buas.nl/en/programmes/executive-master-media-innovation/application-procedure,VERIFIED,W1-N,2026-08-22,"Requires 3-5 years of industry experience, which a 2027 graduate does not have - likely ineligible until later. Fully online means NO Dutch student visa and no residence in Europe, which defeats the relocation goal.",Logged for completeness and as a fallback if the client works for several years first. Not a 2027 option: the experience bar and the absence of a visa route both rule it out for now.
N-020,N,MSc Human-Computer Interaction,Master of Science,Utrecht University,Public research university,Utrecht,Netherlands,single_site,English,TBC,24,TBC,25306,"EUR 25,306 per year for non-EU/EEA students, 2026-2027.",TBC,TBC,TBC,2026-2027 fee confirmed; 2027 deadlines TBC,"Selective research master with separate criteria for Dutch research-university, Dutch HBO and non-Dutch bachelors; February and September starts.",unclear,no,TBC,Utrecht Excellence Scholarship (not verified this session),TBC,TBC,https://www.uu.nl/en/masters/human-computer-interaction,https://www.uu.nl/en/masters/human-computer-interaction,TBC,https://www.uu.nl/en/masters/human-computer-interaction|https://www.uu.nl/en/masters/game-and-media-technology,PARTIALLY_VERIFIED,W1-N,2026-08-22,"EUR 25,306/year non-EU is near the top of the range. Selective research master - admission criteria for a non-Dutch engineering degree were not reachable this session. Utrecht's sibling MSc Game and Media Technology may be the better technical fit and should be checked in Wave 2.","Research-grade HCI at a top-50 university in Utrecht, in the same city as HKU - useful because the client could plausibly build a music-interaction thesis with HKU collaborators nearby. Strong for someone who wants the academic/research door left open rather than a studio credential."
N-021,N,Master The Sound of Innovation,Master of Music,ArtEZ University of the Arts - Academy of Pop Music,Public university of applied sciences (art school),Enschede,Netherlands,single_site,English,TBC,24,TBC,TBC,TBC,no,TBC,TBC,n/a - programme appears closed to new students,Formerly audition/interview-based admission via Studielink.,unclear,yes,no,Formerly ArtEZ Scholarship and NL Scholarship,none_found,n/a,https://www.artez.nl/en/programmes/master/the-sound-of-innovation-enschede,https://www.artez.nl/en/courses/master/the-sound-of-innovation/admission,TBC,https://www.artez.nl/en/programmes/master/the-sound-of-innovation-enschede|https://www.artez.nl/en/courses/master/the-sound-of-innovation/admission,DEAD_LINK,W1-N,2026-08-22,"NEGATIVE FINDING - both ArtEZ URLs now resolve to the general 93-programme overview and The Sound of Innovation is NOT among the listed programmes; secondary sources state no new students have been admitted since 2025-2026. Do NOT put this on a shortlist. Carried in the prior lead file, so it needs an explicit strike-through.","Was the closest Dutch match to music-plus-innovation (pop-music academy running an innovation master). Recorded here so the next wave does not re-discover and re-verify it. If ArtEZ relaunches something equivalent it would rank highly, so worth one check in the 2027 prospectus."
