id,path_letter,program_name,degree_awarded,institution,institution_type,city,country,mobility,language_of_instruction,english_level_required,duration_months,ects,tuition_non_eu_eur_per_year,tuition_notes,intake_2027_confirmed,application_opens,application_deadline,deadline_source_cycle,entry_requirements_summary,accepts_engineering_bachelor,portfolio_or_audition_required,scholarship_available,scholarship_names,scholarship_coverage_level,tunisia_eligible,program_url,admissions_url,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,fit_notes
G-011,G,"MA Music for Film, Media and Games","MA awarded by BIMM University (UK degree-awarding body), delivered in Berlin",BIMM University Berlin,Private music and creative-industries university (UK group),Berlin,Germany,single_site,English,B2 CEFR minimum,12 full-time (or 24 part-time),90 ECTS / 180 UK FHEQ level credits,TBC,Programme page directs to a separate fees page; no figure published on the page opened this session.,TBC,TBC,"Not published; page notes 'Late applications are now open'. Trimesters run September-January, January-May, May-August.",2026 cycle - 2027 TBC,A good degree (typically 2:2 or above) OR substantial professional creative experience; English B2 minimum.,likely,YES - 'All applicants will be subject to a portfolio review and interview with a BIMM University Berlin Lecturer.',TBC,TBC,TBC,TBC,https://www.bimm-institute.de/courses/ma-music-film-media-and-games/,https://www.bimm-institute.de/postgraduate/,TBC,https://www.bimm-institute.de/courses/ma-music-film-media-and-games/,PARTIALLY_VERIFIED,W1-G,2026-08-22,ACCREDITATION WARNING: the award is a BIMM University (UK) MA delivered in Berlin. The programme page makes NO statement about German state recognition (staatlich anerkannt) or German accreditation. This must be resolved before it can be counted as a German master - it determines both scholarship eligibility and the Tunisian student-visa route. 90 ECTS is also below the 120-ECTS German norm.,"On paper the closest ENGLISH-TAUGHT match to the path in Berlin: music and sound for FILM, MEDIA AND GAMES, one year, no German required, entry open to non-music degrees with professional experience. Portfolio-gated (review + interview) but the bar reads far lower than Babelsberg's or Den Haag's. WAVE-2 PRIORITY: get the fee figure and the German recognition status."
G-012,G,Creative Production (Music) MA,Master of Arts validated by Plymouth Marjon University (UK); Catalyst describes itself as an officially accredited higher education institute in Berlin,Catalyst - Institute for Creative Arts and Technology Berlin,Private creative-arts institute,Berlin (Funkhaus),Germany,single_site,English,IELTS 6 (described as B2 in Germany) or pass an online assessment,12 full-time (or 24 part-time),TBC,11693,Full-time EUR 6028 per semester over 2 semesters = EUR 11693 annually. Part-time EUR 3678 per semester over 4 semesters = EUR 7134 annually. Plus a non-refundable enrolment fee of EUR 895 per year.,TBC - 2026 dates published,TBC,"30 April 2026 for visa-required applicants; 5 June 2026 for EU/visa-exempt, with late applications to 28 August 2026. Start mid-September 2026.",2026 cycle - 2027 TBC,"Bachelor's degree at honours level (e.g. UK 2:1 equivalent) in a relevant discipline, OR non-standard entry via professional/life experience with portfolio and CV; minimum age 18; IELTS 6.",unclear,"YES - a detailed MA project proposal, a sample of research/academic writing, and an artistic portfolio with two linked works. Shortlisted postgraduate candidates then take an online interview.",TBC,Catalyst states access to BAfoG and national funding schemes (BAfoG is generally not open to a first-time non-EU student - verify),TBC,TBC,https://catalyst-berlin.com/music/course/creative-production-music-masters,https://catalyst-berlin.com/about/how-to-apply-ma,TBC,https://catalyst-berlin.com/music/course/creative-production-music-masters|https://catalyst-berlin.com/about/how-to-apply-ma,VERIFIED,W1-G,2026-08-22,"ACCREDITATION: UK Plymouth Marjon University award delivered in Berlin; Catalyst self-describes as 'an officially accredited higher education institute' but the exact German status (staatlich anerkannt) is not evidenced on the pages opened. AND, decisively for this path: the programme page states it 'is not a studio engineering degree, a vocational production course or a genre-based music programme' - IT IS NOT A SOUND-DESIGN PROGRAMME. Unfunded, ~EUR 11693/yr + EUR 895 enrolment.",Logged for completeness because Catalyst is a named institution in the coverage floor. OFF-PATH for sound design; belongs to the music-production path. English-taught with no German requirement is its only real advantage. Low priority under a funding-first strategy.
G-013,G,Creative Production (Film) MA,Master of Arts validated by Plymouth Marjon University (UK),Catalyst - Institute for Creative Arts and Technology Berlin,Private creative-arts institute,Berlin (Funkhaus),Germany,single_site,English,IELTS 6 (B2) or pass an online assessment,12 full-time (or 24 part-time),TBC,TBC,"Not confirmed on the Film MA page this session; the sister Creative Production (Music) MA is EUR 11693/yr full-time plus a EUR 895 enrolment fee, so a comparable figure is likely but is NOT confirmed.",TBC,TBC,"30 April 2026 for visa-required applicants; 5 June 2026 EU/visa-exempt, late to 28 August 2026 (institution-wide MA dates)",2026 cycle - 2027 TBC,Bachelor's degree at honours level or non-standard entry via professional experience with portfolio and CV; IELTS 6; MA project proposal.,unclear,"YES - MA project proposal, academic writing sample and artistic portfolio of two linked works, then an online interview.",TBC,TBC,TBC,TBC,https://catalyst-berlin.com/film/course/creative-production-film-masters,https://catalyst-berlin.com/about/how-to-apply-ma,TBC,https://catalyst-berlin.com/about/how-to-apply-ma|https://catalyst-berlin.com/film/course/creative-production-film-masters,PARTIALLY_VERIFIED,W1-G,2026-08-22,"ACCREDITATION: UK Plymouth Marjon University award delivered in Berlin; German staatlich-anerkannt status not evidenced. Sound design appears only as a FINAL-SEMESTER MASTERCLASS TOPIC alongside expanded cinema, art direction, distribution and rough-cut labs - it is not a sound specialisation. Unfunded private fee.","Weak fit - logged for coverage of a named institution. If the client wanted a Berlin film-school route in English this is the only private option found, but sound is a marginal element. Low priority."
G-014,G,"The Sound School - Master Propio en Sonido (Master's Degree in Sound, film and audiovisual sound)","Master Propio en Sonido - TITULO PROPIO (own-title master), NOT a titulo oficial",ESCAC - Escola Superior de Cinema i Audiovisuals de Catalunya,Film school (attached to Universitat de Barcelona for its official degrees),Terrassa (Barcelona metropolitan area),Spain,single_site,Castellano (Spanish),n/a - Spanish-taught,24 (two academic years),TBC,13500,"Official page states 'Precio por ano: 13.500 EUR'. Two academic years, so roughly EUR 27000 total. No non-EU differential stated.",TBC - current published start is 14 September 2026,TBC,TBC - course starts 14 September 2026,2026 cycle - 2027 TBC,Graduates in Audiovisual Communication or Fine Arts; students from film schools or related artistic disciplines; holders of a Grado Superior in audiovisual and live-event production or equivalent; audiovisual-sector professionals; professionals with accredited experience changing specialisation.,unclear,YES - to access the course the applicant must submit a VIDEOPITCH OF MAXIMUM 3 MINUTES plus a CV. No audition or ear test stated.,TBC - ESCAC operates a Becas page,TBC,TBC,TBC,https://escac.com/formacion/curso/sound-school/,https://escac.com/formacion/curso/sound-school/,TBC,https://escac.com/formacion/curso/sound-school/,VERIFIED,W1-G,2026-08-22,"ACCREDITATION WARNING: TITULO PROPIO, not a titulo oficial - the award is NOT RUCT-registered. This restricts access to Spanish public postgraduate scholarships and can complicate the Tunisian student-visa file (though ESCAC is an established school and student visas are normally issued for full-time programmes). EUR 13500 per year for TWO years is the highest confirmed price in Spain on this path, entirely unfunded so far.","Spain's most prestigious film-school sound programme, in Barcelona (client's top city). PORTFOLIO GATE IS THE LIGHTEST OF ANY SERIOUS PROGRAMME ON THIS PATH: a 3-minute videopitch and a CV - genuinely achievable while the music portfolio is still in progress. Content covers production sound recording on set plus original sound-concept design for audiovisual projects. Cost and titulo propio status are the real problems, not admission."
G-015,G,Master en Diseno de Sonido Cinematografico (Master's in Film Sound Design),"TBC - private film-school title, expected titulo propio / diploma, NOT oficial",ECIB - Escola de Cinema de Barcelona,Private film school,Barcelona,Spain,single_site,Castellano (Spanish) - expected,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC,TBC,TBC,TBC,TBC,https://ecib.es/formacion-cine/master-en-diseno-de-sonido-cinematografico/,TBC,TBC,https://ecib.es/formacion-cine/master-en-diseno-de-sonido-cinematografico/,UNVERIFIED,W1-G,2026-08-22,"SITE BLOCKED THIS SESSION - ecib.es returned HTTP 403 to the fetch tool and served a Cloudflare interstitial to direct requests. NOTHING CONFIRMED. As a private film school the award is very unlikely to be a titulo oficial; assume titulo propio pending verification, with the usual scholarship and visa consequences.","WAVE-2 RE-CHECK. Name is an exact match for this path - film sound design, in Barcelona, the client's first-choice city. Worth resolving even though a private titulo propio ranks poorly under a funding-first strategy."
G-016,G,Master de formacion permanente en Musica y Sonido para Experiencias del Entretenimiento (Master in Music and Sound for Entertainment Experiences),"Master de formacion permanente por la Universitat de Barcelona - MASTER PROPIO UB (titulo propio, not oficial)","ENTI-UB - Escola de Noves Tecnologies Interactives, Universitat de Barcelona",University-affiliated interactive-technologies school,Barcelona,Spain,single_site,Castellano (Spanish),n/a - Spanish-taught,12 (1 year),60,TBC,PRICE NOT PUBLISHED. The official page routes price enquiries through a contact form: 'Para consultar el precio... se puede hacer rellenando este formulario'. Must be requested directly.,TBC - published start is October 2026,TBC,"TBC - start October 2026, 30 places",2026 cycle - 2027 TBC,"NO MINIMUM PRIOR-STUDY REQUIREMENT ('no hay requisitos minimos de estudios previos'). Recommended profiles explicitly include DEVELOPERS ('desarrolladores'), music producers, sound technicians, film students, multimedia artists, composers and performers. Evening timetable, on-site, 30 places.",yes_explicit,"INTERVIEW REQUIRED, NO PORTFOLIO STATED. An interview with the master's academic director is mandatory for access; requested by email to the address on the programme page.",TBC - ENTI runs a Becas page,TBC,TBC,TBC,https://enti.cat/es/area-de-musica/master-en-musica/,https://enti.cat/es/area-de-musica/master-en-musica/,TBC,https://enti.cat/es/area-de-musica/master-en-musica/,VERIFIED,W1-G,2026-08-22,"ACCREDITATION WARNING: MASTER PROPIO of the Universitat de Barcelona (master de formacion permanente) - NOT a titulo oficial and NOT RUCT-registered. The page also warns explicitly: 'Si no se tiene un titulo de grado oficial, al terminar se obtendra un certificado' - i.e. without a recognised official bachelor you receive only a certificate. The client's 300-ECTS engineering diploma should satisfy this, but the equivalence must be confirmed with UB. Price unpublished - a transparency red flag.","BEST GAME-AUDIO CONTENT FIT IN SPAIN. Scope named on the official page: video games, apps, SERIOUS GAMES, NEWSGAMES, gamification, SIMULATORS, theme-park music, live shows, scenic devices, and MUSIC AND SOUND IN VIRTUAL REALITY - plus moving image. Explicitly welcomes developers, which is precisely the client's profile, and there is NO portfolio gate, only an interview. Barcelona. The two blockers are the titulo propio status and the undisclosed price."
G-017,G,Master Universitario en Postproduccion Digital (University Master's Degree in Digital Postproduction),"MASTER UNIVERSITARIO - TITULO OFICIAL (official, RUCT-registered Spanish master)",Universitat Politecnica de Valencia (UPV) - Campus de Gandia,Public technical university,Gandia (Valencia province),Spain,single_site,Espanol / Valenciano (Spanish and Valencian),n/a - SPANISH B2 IS THE LANGUAGE REQUIREMENT,12,60 (32 compulsory + 16 electives + up to 4 external placement + 12 TFM),TBC,"CONFIRMED RULE, FIGURE NOT CONFIRMED: UPV's official 2026/2027 enrolment page states that new foreign students who are not residents and are not nationals of EU member states pay '2 veces los precios establecidos para cada titulacion' - DOUBLE the standard price. The base per-credit master price for 2026/2027 was not published on the pages opened this session, so the resulting annual figure is TBC. A place-reservation payment and a foreign-qualification equivalence check fee also apply.",TBC,UPV runs a dedicated early preinscripcion phase (Fase 0) exclusively for applicants with a foreign qualification who hold neither EU nationality nor EU residence - date for the 2027-2028 cycle TBC,TBC,TBC,"Standard Spanish official-master access under Art. 16 RD 861/2010: a Spanish official university degree OR a degree from an EHEA institution giving access to master's study. Non-EHEA qualifications are accepted WITHOUT HOMOLOGATION once the university verifies an equivalent level of training that gives access to postgraduate study in the issuing country. MANDATORY: Spanish B2 certificate (DELE, SIELE or Escuela Oficial de Idiomas) for applicants from non-Spanish-speaking countries. Target profiles include Audiovisual Communication, Fine Arts, TELECOMMUNICATIONS ENGINEERING (Image and Sound), Journalism and DESIGN ENGINEERING; the Academic Committee may accept other degrees on academic and professional profile, national or foreign.",yes_explicit,NO PORTFOLIO OR AUDITION STATED. Admission is on academic record and professional CV.,TBC,TBC,TBC,TBC,https://www.upv.es/estudios/master/mupd/detalle/,https://www.upv.es/estudios/master/mupd/admision/,https://www.upv.es/contenidos/SMAT/info/1192152normalc.html,https://www.upv.es/estudios/master/mupd/detalle/|https://www.upv.es/estudios/master/mupd/admision/|https://www.upv.es/contenidos/SMAT/info/1192152normalc.html,VERIFIED,W1-G,2026-08-22,"NONE ON ACCREDITATION - this is a genuine TITULO OFICIAL at a public university, RUCT-registered, which is the strongest possible basis for both Spanish scholarships and the Tunisian student visa. Two practical gates: the mandatory SPANISH B2 CERTIFICATE (the client speaks French and Arabic, not Spanish - this is a real prerequisite requiring a DELE or SIELE certificate) and the non-EU DOUBLE-PRICE rule. Gandia is a small coastal town, not Valencia city.","BEST ACCREDITATION-PLUS-COST PROFILE IN SPAIN ON THIS PATH, and the only official Spanish master found with a substantial dedicated AUDIO EDITING module (10 ECTS of 'Materia de edicion de audio' inside the 32-ECTS common module). Explicitly aimed at, among others, Telecommunications Engineers specialising in Image and Sound - the 300-ECTS engineering diploma is a direct fit and far exceeds the entry bar. NO PORTFOLIO REQUIRED, which is decisive while the client's music portfolio is still in progress. Certified external training in Avid, Pro Tools, Adobe After Effects and Apple Logic. Research itinerary opens a doctorate route."
G-018,G,Master Universitari en Tecnologies del So i de la Musica / Master in Sound and Music Computing (SMC),Master Universitari - TITULO OFICIAL (official Spanish master),"Universitat Pompeu Fabra (UPF) - Music Technology Group, Department of Information and Communication Technologies",Public university,Barcelona,Spain,single_site,English,TBC,12,60,TBC,UPF official-master price per credit for non-resident non-EU students not confirmed - upf.edu returned HTTP 403 to every fetch attempt this session.,TBC,TBC,"Four application rounds for the 2026-2027 intake: 14 January, 4 March, 27 April and 5 June 2026. International candidates are encouraged to apply in the first or second round to allow time for visas and document legalisation.",2026 cycle - 2027 TBC,"TBC - engineering and computer science backgrounds are the programme's core intake, but the official admission text was not opened.",likely,NO PORTFOLIO EXPECTED (research/engineering master) - to be confirmed.,TBC,TBC,TBC,TBC,https://www.upf.edu/web/smc,https://www.upf.edu/en/web/masters/calendari-de-preinscripcio,https://www.upf.edu/en/web/masters/preus,https://www.upf.edu/web/smc|https://www.upf.edu/web/mtg/news/-/asset_publisher/WM181VyAQipW/content/application-open-for-the-master-in-sound-and-music-computing-2026-2027/maximized,PARTIALLY_VERIFIED,W1-G,2026-08-22,"COULD NOT OPEN upf.edu DIRECTLY - all fetch attempts returned HTTP 403; the deadline dates above come from UPF's own indexed pages, not from a page rendered this session. Tuition, entry requirements and English level all remain unconfirmed. Re-verify in Wave 2 from a different network path. No accreditation concern: this is a titulo oficial.","WAVE-2 PRIORITY. Barcelona, English-taught, titulo oficial, one year, at Spain's leading music-technology research group (MTG). This is the SINGLE STRONGEST ENGINEERING-SIDE FIT IN SPAIN for a software engineer moving into audio - and there is no portfolio gate, which matters enormously here. It is sound-and-music COMPUTING rather than film/game sound craft, so treat as adjacent-on-path rather than core, but rank it high."
G-019,G,Master propi en Composicio de Bandes Sonores i Musica per a Mitjans Audiovisuals (Master's Degree in Film Scoring and Music for Audiovisual Media),MASTER PROPI (titulo propio) of ESMUC - not a titulo oficial,ESMUC - Escola Superior de Musica de Catalunya,Higher music conservatoire (public foundation),Barcelona,Spain,single_site,Spanish and English,TBC,TBC,60,6667,"Fee stated as 111,12 EUR per credit; 60 ECTS x 111,12 = EUR 6667,20 for the programme. No non-EU differential stated on the page.",TBC,Master's pre-enrolment for academic year 2026-2027 is open per the official page,TBC,2026 cycle - 2027 TBC,"Bachelor in music OR equivalent proven experience. 15 places, on-site attendance.",unclear,"YES - PORTFOLIO. 'The applicant must send us scores and/or recordings of his own music, to be assessed by the direction of the master.' Recordings are explicitly acceptable in place of scores.",TBC,TBC,TBC,TBC,https://www.esmuc.cat/en/master-propi-de-composicio-de-bandes-sonores-i-musica-per-a-mitjans-audiovisuals/,https://www.esmuc.cat/en/master-propi-de-composicio-de-bandes-sonores-i-musica-per-a-mitjans-audiovisuals/,TBC,https://www.esmuc.cat/en/master-propi-de-composicio-de-bandes-sonores-i-musica-per-a-mitjans-audiovisuals/,VERIFIED,W1-G,2026-08-22,"ACCREDITATION WARNING: master propi / titulo propio - not RUCT-registered, not a titulo oficial. Restricts Spanish public scholarship access. Entry text expects a bachelor IN MUSIC, with 'equivalent proven experience' as the only alternative - the client has neither, so the portfolio carries the case. Only 15 places.","Barcelona, at Catalonia's flagship conservatoire, and the cheapest confirmed Spanish price on this path (EUR 6667 total). Curriculum explicitly covers VIDEOGAMES, videoclips and internet formats alongside film, and includes recording techniques. PORTFOLIO IS THE FRIENDLIEST FORM OF THE GATE: recordings of the client's OWN MUSIC are explicitly accepted - the in-progress electronic-music portfolio maps onto this directly with no scores needed. Composition-led rather than sound-design-led."
G-020,G,Master de Formacion Permanente en Tecnologias en la Composicion de Bandas Sonoras y Musica para Videojuegos (MBSO) (Technologies in Soundtrack and Video Game Music Composition),"Master de Formacion Permanente of the Universidad Complutense de Madrid - TITULO PROPIO, not oficial",Universidad Complutense de Madrid (UCM) - Facultad de Informatica,Public university (continuing-education title),"Madrid (delivered online, synchronous)",Spain,single_site,Castellano (Spanish),n/a - Spanish-taught,9,60,TBC,Price not published on the page opened this session.,"Runs 1 October 2026 to 30 June 2027 - this is the cycle that ENDS in 2027, not a September-2027 start",TBC,TBC,2026-2027 edition confirmed; the October-2027 edition is TBC,Bachelor's degree or equivalent higher-education qualification WITH KNOWLEDGE OF MUSICAL COMPOSITION. Alternative access via demonstrated professional experience plus the Spanish university entrance examination.,unclear,ENTRANCE EXAM on 'sufficient musical and technical knowledge'. No formal portfolio stated.,TBC,TBC,TBC,TBC,https://www.ucm-musica-audiovisual.com/,https://www.ucm-musica-audiovisual.com/,TBC,https://www.ucm-musica-audiovisual.com/,VERIFIED,W1-G,2026-08-22,"ACCREDITATION WARNING: Master de Formacion Permanente = TITULO PROPIO, not a titulo oficial and not RUCT-registered. ALSO CRITICAL FOR THE VISA: the programme is delivered ONLINE (synchronous via Zoom and Moodle, with optional in-person attendance only at orchestra recording sessions). AN ONLINE PROGRAMME WILL NOT SUPPORT A TUNISIAN STUDENT VISA OR RESIDENCE IN SPAIN. Entry also presumes existing musical composition knowledge.","Content is squarely on-path - soundtrack composition AND VIDEO GAME MUSIC, run out of UCM's Computer Science faculty, with named instructors in GAME AUDIO IMPLEMENTATION and diseno sonoro across film, TV, advertising and games. But online delivery plus titulo propio makes it unusable as the client's primary route to Europe. Consider only as a supplementary credential."
G-021,G,Master en Produccion de Audio (also published as Master Profesional en Produccion de Audio and Master en Formacion Permanente en Produccion de Audio),"Master de Formacion Permanente, 60 ECTS, accredited by UDIMA (Universidad a Distancia de Madrid) - TITULO PROPIO; plus a Diploma Profesional issued by SAE Creative Media Education",SAE Institute Spain (Madrid and Barcelona campuses),Private creative-media academy,Madrid and Barcelona,Spain,single_site,Castellano (Spanish),n/a - Spanish proficiency required,24,60,TBC,Price not disclosed on the programme page.,TBC,TBC,Start dates published: Madrid February 2026 and October 2026; Barcelona October 2026 and February 2027,2026 cycle with a February 2027 Barcelona start listed - a September/October 2027 start is TBC,"For the 60-ECTS Master de Formacion Permanente: a bachelor's degree or equivalent university qualification. For the Master Profesional route: minimum 2 years professional experience. Age 18+, Spanish language proficiency, ADMISSION INTERVIEW REQUIRED.",likely,NO PORTFOLIO REQUIRED. An admission interview is required.,yes - SAE Spain publishes a Becas y ayudas page,TBC,TBC,TBC,https://www.sae.edu/esp/courses/produccion-de-audio/,https://www.sae.edu/esp/courses/produccion-de-audio/,https://www.sae.edu/esp/becas-y-ayudas/,https://www.sae.edu/esp/courses/produccion-de-audio/,VERIFIED,W1-G,2026-08-22,"ACCREDITATION WARNING: TITULO PROPIO accredited by UDIMA, a private distance university - NOT a titulo oficial and NOT RUCT-registered. Limits Spanish public scholarship access and is the weaker basis for a Tunisian student visa (confirm SAE Spain's authorisation to host international students). Price undisclosed. 24 months for only 60 ECTS is an unusually low credit density.","ON-PATH CONTENT AT BOTH TARGET CITIES: the programme explicitly covers POSTPRODUCCION PARA CINE Y TELEVISION and DISENO SONORO PARA VIDEOJUEGOS, plus composition for film, Spatial Audio and immersive sound production. NO PORTFOLIO GATE - only an interview - which makes it one of the most accessible entries on this path while the client's portfolio is in progress. Titulo propio status and undisclosed cost are the reasons to rank it below G-017 and G-018."
G-022,G,MA/MSc Professional Practice in Creative Media Industries (Audio Production pathway),MA/MSc awarded by a UK partner university (SAE/UK award delivered in Amsterdam) - NOT a Dutch NVAO master,SAE Institute Amsterdam (SAE Creative Media Education),Private creative-media academy,Amsterdam,Netherlands,single_site,English,TBC,TBC,TBC,TBC,SAE Amsterdam's published 2026-2027 fee table lists Audio Production Diploma EUR 16210 upfront / EUR 19040 monthly; Advanced Diploma Fast Track EUR 21440 / EUR 25214; Advanced Diploma Standard EUR 23620 / EUR 27788; BA/BSc (Hons) Fast Track EUR 25630 / EUR 30164; BA/BSc (Hons) Standard EUR 31910 / EUR 37580. THE MASTER IS NOT PRICED ON THAT TABLE.,TBC,TBC,TBC,TBC,Early or mid-career creative-media professionals; self-directed project- or work-based programme built around an original creative-media project; assessment via major project plus a viva voce. MA Module 3 is 'MA Professional Practice in Audio Production'.,unclear,TBC - a major creative-media project proposal is central to admission; formal portfolio requirement not confirmed.,TBC,TBC,TBC,TBC,https://www.sae.edu/nld/courses/ma-msc-professional-practice/,TBC,TBC,https://www.sae.edu/nld/courses/|https://www.sae.edu/nld/course-fees-2026-2027/,PARTIALLY_VERIFIED,W1-G,2026-08-22,"ACCREDITATION WARNING: this is a UK-validated award delivered at a private academy in Amsterdam, NOT an NVAO-accredited Dutch master. A prior sweep recorded a market-level finding that no private NVAO-accredited master in sound design exists in the Netherlands. This matters directly for the Tunisian student visa (IND recognised-sponsor status must be confirmed) and blocks most Dutch/EU public scholarship access. Master programme page returned 404 on direct fetch this session.","Keep as a fallback only. Amsterdam location and audio-production specialisation are on-path, but the funding-first strategy argues strongly against an unfunded private UK-validated award. VERIFY IND recognised-sponsor status before any further consideration."
G-023,G,"Master Universitario en Acustica, Audio y Vibraciones / Master of Science in Acoustics, Audio and Vibrations",MASTER UNIVERSITARIO - TITULO OFICIAL (degree certificate issued by the Ministry of Education),La Salle Campus Barcelona - Universitat Ramon Llull,Private university,Barcelona,Spain,single_site,English,TBC,10,60,TBC,No tuition figure published on the programme page opened this session; a separate scholarship-programme page exists.,TBC - current published start is 19 October 2026,TBC,TBC,2026 cycle - 2027 TBC,"Not detailed on the page opened; the programme trains students to analyse, design and apply solutions in acoustic engineering. 30 places, on-site, weekday afternoons with some online sessions.",likely,NO PORTFOLIO STATED,yes - La Salle runs a masters scholarship programme,TBC,TBC,TBC,https://www.salleurl.edu/en/education/master-science-acoustics-audio-and-vibrations,https://www.salleurl.edu/en/education/master-science-acoustics-audio-and-vibrations,https://www.salleurl.edu/en/admissions/masters/scholarship-program,https://www.salleurl.edu/en/education/master-science-acoustics-audio-and-vibrations,PARTIALLY_VERIFIED,W1-G,2026-08-22,"No accreditation concern - titulo oficial issued via the Ministry of Education at a private university (Universitat Ramon Llull). Private-university tuition is likely to be high and is UNPUBLISHED - a material gap. Content is acoustic ENGINEERING (noise control, vibration) rather than creative sound design.","Barcelona, ENGLISH-TAUGHT, TITULO OFICIAL, 10 months, NO PORTFOLIO GATE - a rare combination and a direct match for an engineering graduate. Covers audio processing, sound-quality enhancement, audio-system optimisation and immersive sound experiences including entertainment. Adjacent to the path rather than core sound design, but the accessibility for this specific client is exceptional. WAVE-2: get the tuition figure and admission requirements."
G-024,G,Master en Art Sonor (Master in Sound Art),TBC - University of Barcelona postgraduate award; official vs propi NOT confirmed,Universitat de Barcelona - Facultat de Belles Arts,Public university (fine arts faculty),Barcelona,Spain,single_site,Catalan / Spanish / English (site offers all three; teaching language TBC),TBC,TBC,TBC,TBC,Not published on the pages opened this session.,TBC,"Structured as two postgraduate courses plus a final master's project. Sound Design course: enrolment 1-30 October 2025, runs 14 October 2025 to 6 February 2026. Sound Creation course: enrolment 1-28 February 2026, runs 3 March to 30 June 2026.",See above - rolling per module,2025-2026 cycle - 2027 TBC,TBC,unclear,TBC - not mentioned on the page opened,TBC,TBC,TBC,TBC,https://www.ub.edu/masterartsonor/en/,https://www.ub.edu/masterartsonor/en/,TBC,https://www.ub.edu/masterartsonor/en/,PARTIALLY_VERIFIED,W1-G,2026-08-22,"DEGREE TYPE UNRESOLVED - the page does not state whether this is a titulo oficial or a master propi. Given it is assembled from two separate postgraduate modules plus a final project, a master propi is far more likely; this must be settled before it can be relied on for scholarships or a visa. Modular structure may also complicate a single continuous student-visa enrolment.","Barcelona, at a major public university, and one of its two constituent modules is literally titled SOUND DESIGN. Focus is contemporary sound ART - experimental and gallery-facing rather than film/game post-production - so treat as adjacent. WAVE-2: resolve the degree type, price and entry requirements."
G-025,G,Master Intensivo en Posproduccion de Sonido (Intensive Master's in Sound Post-Production),"TBC - ECAM postgraduate title; almost certainly a titulo propio, NOT a titulo oficial",ECAM - Escuela de Cinematografia y del Audiovisual de la Comunidad de Madrid,Public-foundation film school,"Pozuelo de Alarcon / Ciudad de la Imagen, Madrid",Spain,single_site,Castellano (Spanish),TBC,TBC,TBC,TBC,"ECAM publishes postgraduate scholarship rules for 2026/27 including a place-reservation figure and talent scholarships covering a share of full-price tuition, but the pages could not be opened this session to quote them.",TBC - ECAM operates an 'Admision master 2026-2027' process,TBC,TBC,2026-2027 cycle indicated - 2027 TBC,TBC,unclear,TBC - film-school admission process expected,yes - ECAM publishes 'BECAS POSGRADO CURSO 2026/2027',ECAM Becas Posgrado 2026/2027,partial,TBC,https://ecam.es/,https://ecam.es/admision-master/,https://ecam.es/media/Bases-de-Becas-Posgrado-2026-27.pdf,https://ecam.es/admision-master/|https://ecam.es/media/Bases-de-Becas-Posgrado-2026-27.pdf,UNVERIFIED,W1-G,2026-08-22,ECAM.ES BLOCKED EVERY ACCESS ATTEMPT THIS SESSION - HTTP 403 to the fetch tool and to direct requests with browser headers; the scholarship PDF downloaded but could not be text-extracted in this environment. NOTHING HERE IS CONFIRMED FACT. Degree type unresolved and expected to be a titulo propio.,"WAVE-2 HIGHEST-PRIORITY RE-CHECK IN SPAIN. ECAM is Madrid's flagship public film school, it runs a three-year Diplomatura en Sonido, and it has launched a NEW intensive master in sound post-production coordinated by Ricardo Steinberg covering Dolby Atmos, immersive sound and spatial audio - the most directly on-path Spanish programme found in Madrid. It also visibly funds postgraduates. Must be reached from a different network path."
G-026,G,Master Game Technology,Master of Science - NVAO-accredited,Breda University of Applied Sciences (BUas),University of applied sciences (hbo),Breda,Netherlands,single_site,English,TBC,12,60,TBC,EUR 2694 is the STATUTORY (EEA) fee for 2026-2027 and does NOT apply to a Tunisian national; the BUas institutional non-EEA rate was not confirmed this session and must be treated as TBC. Additional costs for software and excursions.,TBC,TBC,15 August (applying before 1 July recommended),2026 cycle - 2027 TBC,"Bachelor's degree in a relevant game-development field (IT, programming, art, animation, design, production); pre-existing knowledge in the chosen discipline required. Max 28 students across three disciplines.",likely,YES - portfolio task and interview as part of the selection process.,TBC,TBC,TBC,TBC,https://www.buas.nl/en/programmes/master-game-technology,https://www.buas.nl/en/programmes/master-game-technology,TBC,https://www.buas.nl/en/programmes/master-game-technology,VERIFIED,W1-G,2026-08-22,"NO AUDIO OR SOUND SPECIALISATION - re-confirmed this session against the official programme page. This is a programming/tech games master, not game audio. Logged as a documented negative so it is not re-chased.","OFF-PATH FOR G but strongly ON-PATH for a games/software path - hand to the games-technology path agent. Cheap by Dutch standards if the institutional non-EEA rate turns out to be low, and the client's software-engineering background fits the entry profile squarely."
