id,path_letter,program_name,degree_awarded,institution,institution_type,city,country,mobility,language_of_instruction,english_level_required,duration_months,ects,tuition_non_eu_eur_per_year,tuition_notes,intake_2027_confirmed,application_opens,application_deadline,deadline_source_cycle,entry_requirements_summary,accepts_engineering_bachelor,portfolio_or_audition_required,scholarship_available,scholarship_names,scholarship_coverage_level,tunisia_eligible,program_url,admissions_url,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,fit_notes
A-011,A,"Master of Music in Music Production, Technology, and Innovation (MPTI)",Master of Music (MM) - US Berklee degree,Berklee College of Music - Valencia Campus,Private international music college (US),Valencia,Spain,single_site,English,TBC,12,TBC,TBC,"Tuition not published on the programme page opened. 32-38 US credits, not ECTS. Berklee Valencia allocates >125,000 EUR in scholarships across its 2026-27 master intake.",TBC,TBC,10 March (programme application); 1 April (scholarship materials) - 2026 dates,2026 cycle - 2027 TBC,"Excellent musicality, facility with technology, prior artistic and academic success, strong work ethic and prior accomplishment. Three consecutive semesters (fall, spring, summer).",unclear,yes,yes,"Berklee Valencia graduate scholarships (>125,000 EUR pool for 2026-27); Berklee Outstanding Women Scholarship (up to 70% of tuition)",partial,TBC,https://valencia.berklee.edu/graduate-programs/mpti/music-production-technology-and-innovation,https://valencia.berklee.edu/graduate-admissions/application-deadlines,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,https://valencia.berklee.edu/graduate-programs/mpti/music-production-technology-and-innovation|https://valencia.berklee.edu/graduate-admissions/how-to-apply|https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,PARTIALLY_VERIFIED,W1-A,2026-08-22,"The award is a US Berklee degree, NOT a Spanish título oficial - check recognition for the Tunisian student visa and for any European doctoral progression. Tuition is US-private-college level and was not published on the page opened; the scholarship pool is small relative to a cohort. Deadlines cited are 2026-cycle and came partly from search extracts. Musicianship-gated.","The most production-and-innovation-flavoured technology master in Spain, English-taught, in a priority-2 city, and explicitly built around music technology entrepreneurship. Sits at the boundary of Path A and a production path. Client's technical strength fits 'facility with technology'; the audition/musicality bar is the risk."
A-012,A,Máster de formación permanente en Música y Sonido para Experiencias del Entretenimiento (Music and Sound for Entertainment Experiences),"Máster de formación permanente (UB own title, NOT a título oficial)","ENTI-UB - Escola de Noves Tecnologies Interactives, Universitat de Barcelona",University-affiliated private school (Universitat de Barcelona),Barcelona,Spain,single_site,Spanish (TBC),TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC - enti.cat returned HTTP 403 this session.,unclear,TBC,TBC,TBC,TBC,TBC,https://enti.cat/es/area-de-musica/master-en-musica/,TBC,TBC,https://enti.cat/es/area-de-musica/master-en-musica/,UNVERIFIED,W1-A,2026-08-22,"enti.cat returned HTTP 403 - no page opened. 'Máster de formación permanente' is a UB own title, NOT a título oficial: confirm visa and recognition implications. Everything is TBC.","Game/interactive audio and music technology in Barcelona, attached to the Universitat de Barcelona - relevant to the software-engineer-plus-producer profile (audio middleware, Wwise/FMOD, interactive sound). Needs a full verification pass."
A-013,A,MULTICOM - Data Science of Human Multimodal Communication (Erasmus Mundus Joint Master),"Erasmus Mundus Joint Master (multiple national degrees), 120 ECTS",Consortium coordinated by Universidad de Murcia (with Lund University and other partners),Public university consortium,Murcia (+ rotating partners),Spain (+ EU partners),rotating,English,TBC,24,120,TBC,TBC,TBC,TBC,TBC,TBC,TBC - multicom-em.eu was not opened this session.,unclear,no,yes,Erasmus Mundus Joint Masters scholarship (EACEA),full+stipend,TBC,https://multicom-em.eu/,https://multicom-em.eu/,https://multicom-em.eu/costs-and-financial-aid/,https://multicom-em.eu/|https://multicom-em.eu/costs-and-financial-aid/,UNVERIFIED,W1-A,2026-08-22,"Carried over from the prior lead sweep and NOT opened this session (search budget exhausted). Scholarship coverage level is the generic EMJM model, not confirmed for this consortium. Fit to Path A (speech/audio vs. general multimodal data science) is unconfirmed.",Data science of speech and multimodal (audio-visual) communication with a Spanish coordinating university and Erasmus Mundus funding - the funding model matches the FUNDING-FIRST strategy exactly. Verify whether the curriculum carries real audio/speech signal processing before ranking it.
A-014,A,Master of Music in Sonology,Master of Music (MMus),"Institute of Sonology, Royal Conservatoire The Hague (Koninklijk Conservatorium)",Conservatory (university of applied sciences),The Hague,Netherlands,single_site,English,TBC,24,TBC,11488,"2026-27 institutional fee for non-EU/EEA students: 11,488 EUR/yr. EU/EEA first master: 2,694 EUR/yr. DNOA and NMO programmes are 8,250 EUR - Sonology is not among them.",TBC,TBC,26 February 2026,2026 cycle - 2027 TBC,"Bachelor's diploma relevant to the professional field of Sonology - the page explicitly names artificial intelligence, computer science and electronic engineering alongside composition, sound art, musicology, music perception and film studies. Two-page study plan required (project description, four-semester planning, research context, thesis topics). No live admission exam.",yes_explicit,yes,yes,"Excellence Scholarship (all nationalities, entrance-exam score 9-10); NL Scholarship (non-EEA, first study in NL); Top Scholarships; TSH Changemaker Scholarship",partial,TBC,https://sonology.org/masters-admission/,https://www.koncon.nl/en/apply?course=master-sonology,https://www.koncon.nl/en/application-process/scholarships-and-funds,https://sonology.org/masters-admission/|https://www.koncon.nl/en/application-process/tuitionfees|https://www.koncon.nl/en/application-process/scholarships-and-funds,VERIFIED,W1-A,2026-08-22,"Non-EU tuition 11,488 EUR/yr x 2 years is the highest verified figure on this path and none of the named scholarships is confirmed to be full-cost. Selection is portfolio-based and the client's music portfolio is still in progress. Scholarship amounts are not published.","STRONGEST NL fit and one of the three best finds on Path A. The admission text names artificial intelligence, computer science and electronic engineering as accepted backgrounds - the client's 300-ECTS engineering diploma is a yes_explicit, no music degree needed. Institute of Sonology is the historic European computer-music research institute (electronic and algorithmic composition, live electronics, sound synthesis research). No live audition. The gate is portfolio quality and money."
A-015,A,Audio Communication and Sonology (double-degree master),Double degree: M.Sc. Audio Communication and Technology (TU Berlin) + Master of Music in Sonology (Royal Conservatoire The Hague),"Technische Universität Berlin + Institute of Sonology, Royal Conservatoire The Hague",Public university + conservatory,Berlin (year 1) and The Hague (year 2),Germany + Netherlands,rotating,German (Berlin year) and English (The Hague year),IELTS 6.0 or TOEFL iBT 83,24,120,TBC,"TU Berlin year: no tuition, compulsory semester fee only (amount not confirmed on an official page this session). Royal Conservatoire year: regular annual tuition, i.e. 11,488 EUR for non-EU/EEA in 2026-27.",TBC,TBC,15 February (admission notification 15 April),TBC - date given without a year,"Must first be enrolled in the TU Berlin Audio Communication and Technology M.Sc. and have completed its 39 ECTS of mandatory modules plus 21 ECTS of electives, then submit a research project proposal. Mathematical and programming knowledge required. German TestDaF TDN 4 plus English IELTS 6.0 / TOEFL iBT 83.",likely,yes,TBC,TBC,TBC,TBC,https://www.tu.berlin/en/ak/study-and-teaching/degree-programs/audio-communication-and-sonology,https://www.tu.berlin/en/ak/study-and-teaching/degree-programs/audio-communication-and-sonology,https://www.koncon.nl/en/application-process/tuitionfees,https://www.tu.berlin/en/ak/study-and-teaching/degree-programs/audio-communication-and-sonology|https://www.static.tu.berlin/fileadmin/www/10002020/Dokumente/Double-Degree/Double_Degree_AKT-SONO-Appendices.pdf|https://www.koncon.nl/en/application-process/tuitionfees,VERIFIED,W1-A,2026-08-22,"GERMAN-TAUGHT year 1 - TestDaF TDN 4 required, which is a hard prerequisite the client does not hold. It is NOT a direct-entry programme: you enter the TU Berlin M.Sc. first and apply internally after completing 60 ECTS. Only up to 6 places per year. The 15 February deadline is given with no year on the page.","Structurally the most interesting item found: it welds TU Berlin's acoustics/audio-technology/signal-processing/musicology year to Sonology's electroacoustic and sound-art year, spanning two of the three priority geographies, with a German public first year that carries no tuition. Perfect subject fit for an engineer-producer. The German requirement is the single blocker and would need ~18 months of language work before Sept 2027."
A-016,A,"Master of Music - pathway Music Design (strands: Music Technology, Music Production, Sound Design, Composition)",Master of Music (MMus),HKU University of the Arts Utrecht (Hogeschool voor de Kunsten Utrecht),University of applied sciences / art school,Utrecht,Netherlands,single_site,English and Dutch,TBC,24,120,12258,"HKU 2026-27 fee table: statutory (wettelijk) tarief 2,694 EUR; instellingstarief 4 = 12,258 EUR, the tier that applies to non-EEA students (tier attribution read off the official collegegeld-2026-2027 PDF; confirm in writing with HKU). Instellingstarief 1 = 11,770 EUR, tarief 3 = 9,786 EUR. An HKU Talent Grant of 3,500 EUR can be deducted from the institutional fee for up to 4 years.",likely - HKU indicates Music Design does not run in 2026-27 and reopens for 2027-28,1 October (for the 2027-2028 intake),24 November / 12 January / 16 February / 13 April; non-EU/EEA advised to apply before 1 April,2026 cycle rounds published - 2027 dates TBC,"Bachelor's degree in a relevant field OR equivalent professional experience. The page states explicitly that it is possible to apply WITHOUT a bachelor of music, depending on portfolio quality, professional background and demonstrated expertise. First round: portfolio, motivation letter, study plan, CV; then an online interview.",likely,yes,yes,"NL Scholarship (5,000 EUR, first year, explicitly listed for Master of Music Music Design); HKU Talent Grant (3,500 EUR off the institutional fee)",partial,"yes - NL Scholarship is for non-EEA nationals; Switzerland and Suriname excluded, Tunisia is not excluded",https://www.hku.nl/en/study-at-hku/music-and-technology/master-of-music-pathway-music-design,https://www.hku.nl/en/study-at-hku/explore-and-apply/frequently-asked-questions,https://www.hku.nl/en/study-at-hku/explore-and-apply/nl-scholarship,https://www.hku.nl/en/study-at-hku/music-and-technology/master-of-music-pathway-music-design|https://www.hku.nl/en/study-at-hku/explore-and-apply/tuition-fee-and-finances|https://www.hku.nl/getattachment/669eee18-4298-4a95-b4b4-671621b7f212/collegegeld-2026-2027-v2.pdf|https://www.hku.nl/en/study-at-hku/explore-and-apply/nl-scholarship,VERIFIED,W1-A,2026-08-22,"Non-EU institutional fee 12,258 EUR/yr for 2 years (~24,500 EUR), and HKU itself warns the non-EEA institutional rate 'may rise considerably in the coming years'. NL Scholarship (5,000 EUR) covers well under half of one year. Partly Dutch-language delivery. NL Scholarship deadline for the 2026-27 round was 1 May 2026 - the 2027-28 round should open mid-November 2026. Portfolio-gated.","TOP-3 FIND. Timing is ideal: HKU states Music Design is not recruiting for 2026-27 and reopens applications on 1 October for 2027-2028, which is exactly the client's target intake. Four strands (Music Technology / Music Production / Sound Design / Composition) cover both halves of the dual career, and admission explicitly does not require a bachelor of music - the 300-ECTS engineering diploma plus a portfolio is a viable route. NL Scholarship is explicitly available to this programme for non-EEA students."
A-017,A,Master in Immersive Audio (track within Master of Music),Master of Music (MMus),"Conservatorium van Amsterdam (Amsterdam University of the Arts, AHK)",Conservatory (university of applied sciences),Amsterdam,Netherlands,single_site,English,TBC,24,120,8250,"AHK 2026-27 institutional fee for non-EU/EEA Master Music: 8,250 EUR/yr (2025-26 was 7,375 EUR). Statutory EU/EEA fee 2,694 EUR/yr.",TBC,TBC,TBC - closing-dates page not opened,TBC,"Bachelor's degree in Music or a closely related field, professional-level audio engineering experience, proficiency with Pro Tools/Ableton or equivalent DAWs, demonstrated interest in immersive audio. Admission: three high-quality stereo recordings (diverse styles), optional research proposal, 10-minute interview and a 10-minute on-the-spot Pro Tools mixing test on a 24-track session.",unclear,yes,TBC,CvA scholarships (page not opened),TBC,TBC,https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/immersive-audio/,https://www.conservatoriumvanamsterdam.nl/en/application-and-admission/,https://www.ahk.nl/en/facilities/student-affairs/financial-matters/tuition-fees/,https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/immersive-audio/|https://www.ahk.nl/en/facilities/student-affairs/financial-matters/tuition-fees/|https://www.conservatoriumvanamsterdam.nl/en/application-and-admission/enrolment-1/,VERIFIED,W1-A,2026-08-22,"Entry text says 'bachelor's degree in Music or a closely related field' AND professional-level audio engineering experience - the client has neither a music degree nor professional studio credits, so eligibility is the risk. The live Pro Tools mixing test under time pressure is a hard practical gate. Application deadlines not confirmed.","Amsterdam (highest-priority NL city), English-taught, NVAO-assessed, and the non-EU fee of 8,250 EUR/yr is markedly cheaper than Sonology (11,488) or HKU (12,258). Subject is spatial/3D audio technology - Dolby Atmos, binaural, ambisonics, SPAT Revolution - genuinely technical and directly useful to an electronic-music producer. Worth a serious portfolio push."
A-018,A,Master's Programme in Live Electronics,Master of Music (MMus),"Conservatorium van Amsterdam (Amsterdam University of the Arts, AHK)",Conservatory (university of applied sciences),Amsterdam,Netherlands,single_site,English,TBC,24,120,8250,"AHK 2026-27 institutional fee for non-EU/EEA Master Music: 8,250 EUR/yr. Statutory EU/EEA fee 2,694 EUR/yr.",TBC,TBC,TBC - closing-dates page not opened,TBC,"Instrumental bachelor's degree or equivalent; applicants from other musical backgrounds may qualify if they show music-theory proficiency and sufficient performance skills. Required kit: recent MacBook Pro, Max and Ableton Live, professional audio/MIDI interface, microphones and cabling. Admission: audio/video recordings of a live electronic music performance plus motivation letter, then a live electronic performance of up to 10 minutes and a ~10-minute interview (online auditions available for non-EU candidates).",unclear,yes,TBC,CvA scholarships (page not opened),TBC,TBC,https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/live-electronics/,https://www.conservatoriumvanamsterdam.nl/en/application-and-admission/,https://www.ahk.nl/en/facilities/student-affairs/financial-matters/tuition-fees/,https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/live-electronics/|https://www.ahk.nl/en/facilities/student-affairs/financial-matters/tuition-fees/,VERIFIED,W1-A,2026-08-22,Requires an instrumental bachelor's degree or equivalent plus a live performance audition - the hardest eligibility bar of the NL rows for a non-musician engineer. Significant equipment cost expected before enrolment. Deadlines not confirmed.,"Max/MSP and Ableton Live are the working tools, and online auditions are explicitly offered to non-EU candidates. Directly relevant to a DJ/producer who codes, but the performance audition and the instrumental-bachelor expectation make it a stretch. FLAGGED, not excluded, per the portfolio rule."
A-019,A,MA Music Studies (Arts and Culture) - Cognitive and Computational Musicology track,Master of Arts (MA),University of Amsterdam (UvA) - Music Cognition Group / ILLC,Public university,Amsterdam,Netherlands,single_site,English,TBC,12,60,TBC,UvA institutional fee for non-EEA MA students not opened this session.,TBC,TBC,TBC,TBC,"Not published on the track page opened; the parent Music Studies programme sets the entry rules. Track core module 'How Music Works: Computational and Cognitive Perspectives'; electives in music cognition and computation, logic and computation, higher cognitive functions, many delivered through the Institute for Logic, Language and Computation.",unclear,no,TBC,TBC,TBC,TBC,https://www.uva.nl/en/programmes/masters/music-studies-arts-and-culture/study-programme/cognitive-musicology/cognitive-musicology.html,https://www.uva.nl/en/programmes/masters/music-studies-arts-and-culture/music-studies.html,TBC,https://www.uva.nl/en/programmes/masters/music-studies-arts-and-culture/study-programme/cognitive-musicology/cognitive-musicology.html|https://mcg.uva.nl,PARTIALLY_VERIFIED,W1-A,2026-08-22,"Entry requirements, tuition and deadlines were NOT confirmed - only the track content page was opened. A humanities MA housed in Arts and Culture: the admissions committee may require a musicology or cognitive-science background rather than engineering. No portfolio required, but also no studio/production content.","Research-side Path A: music cognition and computational modelling with Henkjan Honing's Music Cognition Group, taught partly through the ILLC. Amsterdam, English, 60 ECTS in one year. Strong if the client wants a research/PhD trajectory in machine listening; weak if he wants studio and DSP engineering. Verify whether an engineering diploma satisfies entry."
A-020,A,MSc Interaction Technology,Master of Science (MSc),University of Twente,Public university,Enschede,Netherlands,single_site,English,TBC,24,TBC,TBC,Non-EU institutional fee not published on the page opened.,TBC,TBC,TBC,Start dates published: 1 Sep 2026 and 1 Feb 2027,Not detailed on the page opened; a separate admission-and-application page exists.,likely,no,yes,Not named - UT Scholarship Finder lists options for this programme,TBC,TBC,https://www.utwente.nl/en/education/master/programmes/interaction-technology/,https://www.utwente.nl/en/education/master/programmes/interaction-technology/admission-application/,https://www.utwente.nl/en/education/scholarship-finder/?edutype=ACADEMIC_MASTER,https://www.utwente.nl/en/education/master/programmes/interaction-technology/|https://www.utwente.nl/en/education/scholarship-finder/?edutype=ACADEMIC_MASTER,PARTIALLY_VERIFIED,W1-A,2026-08-22,"NO audio, sound or music content was evidenced on the page opened - inclusion on Path A is speculative and rests on the Human Media Interaction group's known work on sound and multimodal interaction. Downgrade or drop if a curriculum check finds no audio modules.",English-taught technical MSc at a Dutch public university with an explicit scholarship route - attractive under FUNDING-FIRST if an audio/sound-interaction specialisation exists. Enschede is a lower-priority city. Follow-up: open the curriculum and the HMI group pages before ranking.
A-021,A,Master The Sound of Innovation,"Master (NVAO-accredited, exact title TBC)",ArtEZ University of the Arts - Academy of Pop Music,University of applied sciences / art school,Enschede / Arnhem / Zwolle (TBC),Netherlands,single_site,English (TBC),TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC - the programme page redirected to the ArtEZ programmes overview and could not be read.,unclear,TBC,TBC,TBC,TBC,TBC,https://www.artez.nl/en/courses/master/the-sound-of-innovation/,TBC,TBC,https://www.artez.nl/en/courses/master/the-sound-of-innovation/admission,UNVERIFIED,W1-A,2026-08-22,Both the programme URL and its admission URL redirected to a generic 93-programme overview - the programme page could not be opened this session and even its continued existence is unconfirmed.,Carried from the prior lead sweep. Title suggests sound innovation/technology at a Dutch art university - plausibly on Path A. Needs a clean verification pass starting from the ArtEZ programme finder.
A-022,A,MSc Media Technology / Creative Intelligence and Technology,Master of Science (MSc),Leiden University - LIACS,Public university,Leiden,Netherlands,single_site,English,TBC,24,120,TBC,TBC,TBC,TBC,TBC,TBC,TBC - the URL carried from the prior lead sweep returned HTTP 404 this session; the programme appears to have been renamed.,unclear,no,TBC,TBC,TBC,TBC,https://www.universiteitleiden.nl/en/education/study-programmes/master/creative-intelligence-and-technology,TBC,TBC,https://www.universiteitleiden.nl/en/education/study-programmes/master/creative-intelligence-and-technology,DEAD_LINK,W1-A,2026-08-22,HTTP 404. Programme name changed from MSc Media Technology; the current URL was not located before the search budget ran out.,"Leiden's Media Technology tradition supports self-directed creative-computing projects, historically including sound and music work - a plausible but unconfirmed Path A route for a programmer. Re-locate the current programme page."
A-023,A,"Audiokommunikation und -technologie (Audio Communication and Technology), M.Sc.",Master of Science (M.Sc.),Technische Universität Berlin - Fachgebiet Audiokommunikation,Public university,Berlin,Germany,single_site,German (C1 required; some English course materials),B2,24,120,0,TU Berlin is a German public university and charges no tuition to any nationality; a compulsory Semesterbeitrag applies. The exact semester-fee amount was NOT confirmed on an official TU Berlin page this session - treat the figure as TBC.,TBC,TBC,TBC - winter-semester start only; TU Berlin notes master deadlines are significantly earlier than bachelor ones,TBC,"First university degree in science, engineering, humanities, social science, arts, business or law. Explicit prerequisites: higher mathematics (analysis, linear algebra) at basic-lecture level, at least 10 credit points; and knowledge of a programming language or computer algebra system. Open admission (no numerus clausus). Mandatory 4-week media internship. German C1 (TestDaF/DSH/telc C1 Hochschule) and English B2.",yes_explicit,no,TBC,"DAAD Study Scholarships (generic, not confirmed for this programme)",TBC,TBC,https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/audio-communication-and-technology-m-sc,https://www.tu.berlin/en/ak/study-and-teaching/degree-programs,TBC,https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/audio-communication-and-technology-m-sc|https://www.tu.berlin/en/ak/study-and-teaching/degree-programs/audio-communication-and-sonology|https://moseskonto.tu-berlin.de/moses/modultransfersystem/studiengaenge/anzeigen.html?studiengang=118,VERIFIED,W1-A,2026-08-22,"GERMAN-TAUGHT, C1 REQUIRED - tagged, not dropped, per the brief. This is a hard gate: TestDaF/DSH C1 plus English B2 must both be in hand before applying, and C1 from zero by autumn 2026 is a serious undertaking. Application deadlines and the semester-fee amount were not confirmed on an official page. Winter-semester entry only, so a September 2027 start means the autumn 2027 winter semester.","TOP-3 FIND on pure fit-and-funding grounds. Zero tuition at a top German technical university for a 120-ECTS M.Sc. whose subject is exactly acoustics, audio technology, signal processing and empirical music/speech reception - and whose stated prerequisites (10 CP of higher maths plus a programming language) the client already exceeds with a 300-ECTS engineering diploma. Open admission means no numerus clausus lottery. Also the entry point to the TU Berlin + Sonology double degree. Ranking penalty for German applies, but on funding-first logic this is the cheapest strong programme found anywhere on Path A."
A-024,A,"Sound Studies and Sonic Arts, M.A.",Master of Arts (MA) - weiterbildender Masterstudiengang (continuing education),Universität der Künste Berlin (UdK) - Berlin Career College,Public art university,Berlin,Germany,single_site,English,TBC,36,TBC,6267,"Official figure: 18,800 EUR (2024 rate) for the whole three-year programme, payable in instalments, i.e. ~6,267 EUR/yr. Plus ~120 EUR per term semester fee and a non-refundable 30 EUR application fee. UdK states tuition and semester fees may change.",TBC,TBC,TBC - not stated on the pages opened,TBC,Minimum one year of professional experience in sound; a university degree OR demonstrably exceptional creative talent. Targeted at professional sound artists and sound experts.,likely,TBC,TBC,DAAD scholarship database referenced by UdK,TBC,TBC,https://www.udk-berlin.de/en/courses/sound-studies-and-sonic-arts-master-of-arts/,https://www.udk-berlin.de/en/courses/sound-studies-and-sonic-arts-master-of-arts/apply/,https://www.udk-berlin.de/en/courses/sound-studies-and-sonic-arts-master-of-arts/apply/tuition/,https://www.udk-berlin.de/en/courses/sound-studies-and-sonic-arts-master-of-arts/|https://www.udk-berlin.de/en/courses/sound-studies-and-sonic-arts-master-of-arts/apply/|https://www.udk-berlin.de/en/courses/sound-studies-and-sonic-arts-master-of-arts/apply/tuition/,CONFLICT,W1-A,2026-08-22,"CONFLICT: the prior lead sweep recorded a UdK page stating 'DISCONTINUED, DO NOT APPLY' (ziw.udk-berlin.de), but the live programme page opened this session shows an active programme with a SoundS Rundgang scheduled for 17-19 July 2026. Resolve before acting. Also: it is a fee-bearing weiterbildender Masterstudiengang - 18,800 EUR total at a public art university - and requires at least one year of professional sound experience, which the client may not evidence. Three years' duration.","English-taught, in Berlin, at UdK - attractive on language and location. But it is a sound-art/sound-studies programme rather than a computing one, it costs more than the free TU Berlin M.Sc. across three years, and its status is contested. Log, do not prioritise, and resolve the discontinuation conflict first."
A-025,A,"Tonmeister*in, Master of Arts (Sound Engineering)",Master of Arts (MA),"Universität der Künste Berlin (UdK), technical-scientific part taught at TU Berlin",Public art university,Berlin,Germany,single_site,German (C1; B2 also accepted),TBC,12,60,0,Public art university - no tuition stated; a 50.00 EUR application fee applies (plus international transfer costs). Semester fee amount TBC.,TBC,15 March (winter semester) / 15 October (summer semester),Winter semester: 15 April; Summer semester: 15 November,TBC - dates given without a year,"Bachelor's degree or diploma in Sound Engineering (Tonmeister) from UdK Berlin or an equivalent programme elsewhere, plus demonstrated artistic talent. Portfolio of at least five audio/video productions uploaded to Bemus, including at least one classical and one popular-music production. Entrance examination with a mixing task and an oral examination.",no,yes,TBC,TBC,TBC,TBC,https://www.udk-berlin.de/en/courses/sound-engineering/,https://www.udk-berlin.de/en/application/applicationguide/sound-engineering-master/,TBC,https://www.udk-berlin.de/en/application/applicationguide/sound-engineering-master/|https://www.udk-berlin.de/tonmeister/studium/|https://www.tu.berlin/en/ak/study-and-teaching/degree-programs/tonmeister,VERIFIED,W1-A,2026-08-22,"ELIGIBILITY BLOCKER: admission requires a bachelor/diploma specifically in Sound Engineering (Tonmeister) or an equivalent programme - a software-engineering diploma does not qualify. German C1. Portfolio of five professional productions plus a live mixing entrance exam. Logged for completeness, not as a realistic target.","Berlin's flagship recording-arts master, taught jointly with TU Berlin's audio engineering courses, tuition-free. Excellent subject fit in principle but effectively closed to anyone without a Tonmeister bachelor. Only 2 semesters/60 ECTS."
A-026,A,M.A. Computing and the Arts,Master of Arts (MA),SRH Hochschule der populären Künste (hdpk) Berlin,Private university of applied sciences (staatlich anerkannt - to be confirmed),Berlin,Germany,single_site,English,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC - hdpk.de returned HTTP 503 on every attempt this session (WebFetch and curl).,unclear,TBC,TBC,TBC,TBC,TBC,https://www.hdpk.de/de/studium/master/computingandthearts/,https://www.hdpk.de/,TBC,https://www.hdpk.de/de/studium/master/computingandthearts/,UNVERIFIED,W1-A,2026-08-22,"hdpk.de was unreachable (HTTP 503) throughout the session - nothing here is confirmed. Private SRH-group university: verify staatliche Anerkennung, the accreditation of this specific master, and the tuition level (private German UAS masters typically run 600-900 EUR/month) before treating it as viable. Non-EU student-visa recognition must be checked.","HIGH-POTENTIAL BERLIN GAP. Described as an international English-taught master that merges hdpk's Media Design and Audiodesign programmes - i.e. computing plus audio design, in Berlin, in English, which is exactly the profile the client needs where TU Berlin's German requirement blocks. hdpk's Audiodesign side covers sound design, 3D sound scenarios and interactive/game audio. PRIORITY-1 follow-up: this is the most promising unverified row on the whole path."
A-027,A,"Creative Production (Music), MA",MA validated by Plymouth Marjon University (UK),"Catalyst - Institute for Creative Arts and Technology, Berlin",Private institute (UK-validated awards),"Berlin (Funkhaus, Nalepastr. 18)",Germany,single_site,English,"IELTS 6.0 equivalent / B2, or Catalyst's own 90-minute online test",12,TBC,11693,"Full-time international: 6,028 EUR per semester over 2 semesters, or 11,693 EUR paid annually (3% discount). Part-time: 3,678 EUR/semester over 4 semesters, or 7,134 EUR annually. Non-refundable enrolment fee 895 EUR per study year.",TBC,TBC,"30 April 2026 (visa-required applicants); 5 June 2026 (EU/visa-exempt); 28 August 2026 late, subject to availability; course starts mid-September 2026",2026 cycle - 2027 TBC,Bachelor's degree in a relevant discipline at honours level (UK 2:1 equivalent); non-standard entry considered on professional or life experience. Portfolio and project proposal required.,unclear,yes,yes,"1,000 EUR tuition discount for priority-deadline applicants; 500 EUR discount for combining a summer course with the degree; BAföG and national schemes for eligible students",partial,TBC,https://catalyst-berlin.com/music/course/creative-production-music-masters,https://catalyst-berlin.com/about/how-to-apply-ma,https://catalyst-berlin.com/about/student-funding,https://catalyst-berlin.com/music/course/creative-production-music-masters|https://catalyst-berlin.com/about/how-to-apply-ma|https://catalyst-berlin.com/about/student-funding,VERIFIED,W1-A,2026-08-22,"The award is a UK degree validated by Plymouth Marjon University, NOT a German staatlich anerkannter Masterabschluss issued by Catalyst - this materially affects Tunisian student-visa issuance and later recognition in Germany/EU. Verify with the German embassy and with Catalyst in writing. 11,693 EUR/yr plus an 895 EUR enrolment fee, with only small percentage discounts as 'scholarships'. BAföG is not open to most non-EU students. Visa-required applicants must apply by 30 April - the earliest hard deadline in the Berlin set.","English-taught music production master inside the Funkhaus, in the heart of Berlin's electronic-music scene - culturally the best match for the DJ/producer half of the dual career, and the entry route is open (bachelor in any relevant discipline, or non-standard entry). Weakest on the FUNDING-FIRST criterion and on award status. Sits at the Path A / production-path boundary; the 'creative production' emphasis is more studio than DSP."
A-028,A,"M.A. Musik, Sound, Performance (joint FU Berlin / HU Berlin)",Master of Arts (MA),Freie Universität Berlin (Institut für Theaterwissenschaft) with Humboldt-Universität zu Berlin (Institut für Musikwissenschaft und Medienwissenschaft),Public university,Berlin,Germany,single_site,German,TBC,TBC,TBC,0,"German public universities - no tuition, Semesterbeitrag only. Amount not confirmed on an official page this session.",TBC,TBC,TBC,TBC,"A professionally qualifying German or equivalent foreign university degree with at least 20 credit points earned in courses with musicological content, or equivalent. International applicants must evidence German proficiency.",no,TBC,TBC,TBC,TBC,TBC,https://www.fu-berlin.de/studium/studienangebot/master/musik_-sound_-performance/index.html,https://www.hu-berlin.de/de/studium/bewerbung,TBC,https://www.musikundmedien.hu-berlin.de/de/musikwissenschaft/ma-studiengang-musik-sound-performance|https://www.fu-berlin.de/studium/studienangebot/master/musik_-sound_-performance/index.html,UNVERIFIED,W1-A,2026-08-22,"No FU/HU page was opened this session (search budget exhausted) - all content derives from search extracts. ELIGIBILITY BLOCKER: at least 20 credit points of musicological coursework required, which a software-engineering diploma does not provide. German-taught. Content is musicology/theatre/performance studies, not audio computing.","Included only to close the Humboldt/Berlin coverage question. It is not a sound-and-music-computing programme and the client is almost certainly ineligible. HU's Institut für Musikwissenschaft und Medienwissenschaft does host systematic musicology and media-technology research, so a follow-up should check the separate MA Medienwissenschaft for computational/audio content."
