scholarship_id,region,scholarship_name,scholarship_name_original,provider,provider_type,applies_to_institution,applies_to_city,applies_to_programs,degree_level_covered,coverage_level,amount_eur_per_year,amount_notes,duration_covered,number_of_awards,nationality_restrictions,tunisia_eligible,tunisia_eligible_evidence,other_eligibility,requires_admission_first,application_window,deadline,deadline_source_cycle,apply_via,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,notes
FNL-011,netherlands,Kipaji Scholarship,Kipaji Scholarship,University of Twente,university,University of Twente,Enschede,UT Master's programmes (top-up to UTS),master,partial,12000,"""up to EUR 12,000"" as a top-up on the University of Twente Scholarship",programme duration,TBC,Least Developed Countries and Other Low Income Countries on the OECD DAC list (43 nations listed),no,"Eligibility is limited to nations ""listed as Least Developed Countries & Other Low Income Countries on the DAC list""; the published 43-country list does NOT include Tunisia (Tunisia is a Lower-Middle-Income country)",Must first be awarded a University of Twente Scholarship,yes,with UTS,1 April 2027,2027 cycle CONFIRMED,UT scholarship portal,https://www.utwente.nl/en/education/scholarship-finder/kipaji-scholarship/,https://www.utwente.nl/en/education/scholarship-finder/kipaji-scholarship/,VERIFIED,F-NL,2026-08-22,Tunisia's income classification excludes it from every LDC/low-income-list scheme in the Netherlands. This is a recurring structural exclusion for this client.,"Logged as a closed door with evidence, per brief."
FNL-012,netherlands,Leiden University Excellence Scholarship (LExS),Leiden University Excellence Scholarship (LExS),Leiden University,university,Leiden University,Leiden / The Hague,Master's programmes starting in September (Leiden Law School standard LLM and MSc excluded),master,partial,10000-19000,"Five award tiers: EUR 10000 / 15000 / 17500 / 18500 / 19000, applied as a REDUCTION of the tuition fee for the full programme duration. Not a stipend.",full programme duration,approximately 25 per year across the whole university,non-EEA / non-EFTA passport holders not eligible for Dutch student finance,yes,"Applicants must hold a ""non-EEA/non-EFTA passport"" and not be entitled to Dutch government student finance","""excellent academic results""; targeted at ""the top 10% of graduates in their previous study programme""; completed admission application required; cannot hold another full scholarship",yes - the admission application must be complete first,autumn 2026,1 December 2026,2027 cycle CONFIRMED,Leiden online application system,https://www.universiteitleiden.nl/en/scholarships/sea/leiden-university-excellence-scholarship-lexs,https://www.universiteitleiden.nl/en/scholarships/sea/leiden-university-excellence-scholarship-lexs,VERIFIED,F-NL,2026-08-22,"1 December 2026 deadline - equal-earliest in the file. Only ~25 awards university-wide against 1000+ applicants. Even the top tier (EUR 19000) is a tuition reduction, not a full ride, and does not solve the IND means test.",Leiden's CS masters run jointly with TU Delft (LIACS). Timeline-critical: the client must have an English test result and full transcripts ready by November 2026.
FNL-013,netherlands,Amsterdam Merit Scholarship (AMS),Amsterdam Merit Scholarship,University of Amsterdam,university,University of Amsterdam (UvA),Amsterdam,all_masters (amounts and deadlines set per Faculty / Graduate School),master,full_tuition,25900-37500,Amount is set per faculty. Documented examples for 2026-2027: Amsterdam Law School EUR 25900; Letje Lips AMS (Humanities) EUR 37500; Economics and Business = tuition fee plus EUR 5000 allowance for the programme duration. Faculty of Science amount not published on a page reachable this session.,varies by faculty (often programme duration),varies by faculty,non-EU/EEA passport holders not eligible for the statutory tuition fee,yes,"""Students who hold a non-EU/EEA passport and have applied for a degree programme at the University of Amsterdam may submit an application""",Outstanding academic record; first-time university applicant to UvA; pre-master's students and those with prior Dutch university enrolment excluded,no - but the award is only made to a (conditionally) accepted candidate,autumn to mid-January,15 January (23:59 CET); differs per faculty,2026 cycle - 2027 TBC (15 January 2026 documented),the relevant UvA Graduate School admissions office,https://www.uva.nl/en/education/fees-and-funding/masters-scholarships-and-loans/amsterdam-merit-scholarship/amsterdam-merit-scholarship.html,https://www.uva.nl/en/education/fees-and-funding/masters-scholarships-and-loans/amsterdam-merit-scholarship/amsterdam-merit-scholarship.html|https://www.uva.nl/en/education/fees-and-funding/masters-scholarships-and-loans/scholarships-and-loans.html|https://gsh.uva.nl/fees-funding/scholarships/amsterdam-merit-scholarship/ams-scholarships-for-students-humanities.html,PARTIALLY_VERIFIED,F-NL,2026-08-22,Deadlines and amounts genuinely differ per faculty - the central page refuses to state either. Faculty of Science (the relevant one for a software engineer) page was not reachable this session; treat the Science amount as TBC.,Amsterdam is the client's highest-priority city. UvA Faculty of Science non-EEA MSc tuition is EUR 26000/yr (2-year) - an AMS at that level would be transformative. Must confirm the Science-faculty deadline directly.
FNL-014,netherlands,Letje Lips Amsterdam Merit Scholarship (LLAMS),Letje Lips Amsterdam Merit Scholarship (LLAMS),"University of Amsterdam, Graduate School of Humanities",university,University of Amsterdam (UvA),Amsterdam,Graduate School of Humanities master's programmes (includes Music Studies / Arts and Culture),master,full+stipend,37500,"Four scholarships of EUR 37500 for 2026-2027; the page states it ""does not cover the full amount of your study and stay""",programme duration,4,"non-EU/EEA nationality, not eligible for statutory tuition fees",yes,"""You hold a non-EU/EEA nationality and you are not eligible for the statutory tuition fees.""",First-time university applicant; pre-master's students and those with prior Dutch university enrolment excluded; award only to a (conditionally) accepted candidate,"no - admission decision not required by the scholarship deadline, but award requires (conditional) acceptance",autumn to 15 January,"15 January 2026, 23:59 CET",2026 cycle - 2027 TBC,UvA Graduate School of Humanities,https://gsh.uva.nl/fees-funding/scholarships/amsterdam-merit-scholarship/ams-scholarships-for-students-humanities.html,https://gsh.uva.nl/fees-funding/scholarships/amsterdam-merit-scholarship/ams-scholarships-for-students-humanities.html,VERIFIED,F-NL,2026-08-22,Only 4 awards. Humanities faculty only - does not cover the Faculty of Science computing masters.,Directly relevant to the client's MUSIC track: UvA MA Music Studies sits in the Graduate School of Humanities. EUR 37500 is the largest single named UvA award found.
FNL-015,netherlands,Amsterdam Excellence Scholarship (AES),Amsterdam Excellence Scholarship,University of Amsterdam,university,University of Amsterdam (UvA),Amsterdam,all_masters (historic),master,none_found,TBC,Appears to have been folded into the Amsterdam Merit Scholarship,TBC,TBC,non-EU/EEA (historic),unclear,"No current UvA page for the AES could be opened this session; the dedicated AES URL returns HTTP 404 and the AES is absent from the current UvA master's scholarship listing, which names only the Amsterdam Merit Scholarship and faculty scholarships",TBC,unclear,TBC,TBC,no current cycle found,TBC,https://www.uva.nl/en/education/fees-and-funding/masters-scholarships-and-loans/scholarships-and-loans.html,https://www.uva.nl/en/education/fees-and-funding/masters-scholarships-and-loans/scholarships-and-loans.html,DEAD_LINK,F-NL,2026-08-22,Widely advertised on aggregators as a live EUR 25000 scheme. The UvA's own pages no longer carry it. Do NOT plan around the AES.,Treat the Amsterdam Merit Scholarship (FNL-013) as its successor.
FNL-016,netherlands,VU Fellowship Programme (VUFP),VU Fellowship Programme (VUFP),Vrije Universiteit Amsterdam,university,Vrije Universiteit Amsterdam (VU Amsterdam),Amsterdam,all full-time English-taught Master's programmes,master,full_tuition,TBC,"Merit-based tuition fee waiver; covers tuition only, NOT living expenses. VU commits approximately EUR 1 million per year in total to the programme.",programme duration,TBC (total pot approx. EUR 1 million/yr),non-EU/EEA passport holders; not Dutch nationals,yes,"Eligibility is for ""non-EU/EEA passport"" holders with ""academic excellence (GPA equivalent to a Dutch 8)""; no country list restriction",GPA equivalent to a Dutch 8; conditionally or unconditionally admitted to the first year of a full-time English-taught master starting in September,yes - can only apply after conditional admission,programme application advised by 1 December; scholarship application after conditional admission,1 February (23:59 CET); programme application strongly advised by 1 December,2026 cycle - 2027 TBC (1 February 2026 documented; results mid-March 2026),VU scholarship application after conditional admission,https://vu.nl/en/education/more-about/incoming-master-scholarships,https://vu.nl/en/education/more-about/incoming-master-scholarships,VERIFIED,F-NL,2026-08-22,"Tuition waiver only - no living money. The IND means test (about EUR 13600/yr) must still be satisfied from private funds. Effective deadline is the 1 December programme application, not 1 February.",Stackable with the NL Scholarship (VU applies the NL Scholarship automatically to VUFP applicants). VU has MSc Computer Science and MSc Artificial Intelligence. Amsterdam location = client's top city.
FNL-017,netherlands,NL Scholarship at VU Amsterdam,NL Scholarship,Vrije Universiteit Amsterdam / Dutch Ministry of Education,university,Vrije Universiteit Amsterdam (VU Amsterdam),Amsterdam,all full-time English-taught Master's programmes,master,partial,5000,"""EUR 5,000 or EUR 10,000"" for living costs, for the entire study period, awarded in the first year",first year,approximately 20-25,non-EU/EEA; residents of Suriname and Switzerland excluded,yes,"Eligibility is for non-EU/EEA students, excluding residents of Suriname and Switzerland",Automatically considered when applying for the VU Fellowship Programme - no separate application,yes,with the VUFP application,1 February (with VUFP),2026 cycle - 2027 TBC,automatic with the VUFP application,https://vu.nl/en/education/more-about/incoming-master-scholarships,https://vu.nl/en/education/more-about/incoming-master-scholarships,VERIFIED,F-NL,2026-08-22,Small; only meaningful stacked on a VUFP tuition waiver.,The VUFP + NL Scholarship combination is the realistic VU package: tuition waived plus EUR 5000-10000 towards living.
FNL-018,netherlands,Utrecht Excellence Scholarship (UES),Utrecht Excellence Scholarships,Utrecht University,university,Utrecht University,Utrecht,all_masters (historic),master,none_found,0,DISCONTINUED. Historically covered tuition plus the IND-required income for one year.,n/a,0,n/a - withdrawn,no,"""Due to significant budget cuts, the Utrecht Excellence Scholarship (UES) will no longer be offered for programmes starting in the 2026-2027 academic year."" and ""No new UES applications will be accepted as of the upcoming admissions cycle.""",n/a,n/a,closed,n/a - withdrawn,withdrawn from the 2026-2027 cycle onward; no statement yet about 2027-2028,n/a,https://www.uu.nl/en/masters/general-information/application-and-admission/scholarships-and-grants/utrecht-excellence-scholarships,https://www.uu.nl/en/masters/general-information/application-and-admission/scholarships-and-grants/utrecht-excellence-scholarships,VERIFIED,F-NL,2026-08-22,"MAJOR NEGATIVE FINDING. Utrecht was one of the flagship non-EU funding routes in the Netherlands and it is gone. The page does not explicitly rule out 2027-2028, but it says no new applications will be accepted from the upcoming cycle - assume it is dead unless Utrecht says otherwise.",Utrecht effectively drops out of the funded-master's picture. Re-check the page in autumn 2026 in case the cut is reversed.
FNL-019,netherlands,Eric Bleumink Fellowship (Talent Grant),Eric Bleumink Fellowship / Eric Bleumink Fund,University of Groningen (Eric Bleumink Fund),university,University of Groningen,Groningen,1-year and 2-year Master's programmes starting in September,master,full+stipend,TBC,"Covers tuition fee, international travel, subsistence, books and health insurance. Euro figure not published on the public pages.",full programme (1 or 2 years),TBC (very small),Nationality of a country on the fund's Appendix 1 list,yes,"Criterion: ""Hold the nationality of a country appearing in Appendix 1."" The published Appendix 1 list includes ""...Sri Lanka, Sudan, Tajikistan, Tokelau, Tunisia, Zimbabwe...""","Excellent academic performance, strong English, demonstrated financial need; there is NO open application - the Admissions Office and Faculty Admission Boards nominate candidates",yes - (provisional) admission offer required before February,no direct application; nomination only,master's application must be complete before 1 December 2026; nominees informed before 1 February 2027,2027 cycle CONFIRMED (dates stated as 1 December / before 1 February),nomination by the Groningen Admissions Office - apply early for the master's and flag financial need,https://www.rug.nl/education/scholarships/eric-bleumink-fellowship?lang=en,https://www.rug.nl/education/scholarships/eric-bleumink-fellowship?lang=en|https://www.rug.nl/education/scholarships/eric-bleumink-fund|https://www.rug.nl/alumni/support-research-and-education/scholarships-and-awards/eric-bleumink-fund/applying-for-a-grant?lang=en,VERIFIED,F-NL,2026-08-22,"You CANNOT apply. ""It is not possible to actively apply for an Eric Bleumink Fellowship Scholarship; suitable candidates will be informed about a nomination."" The only lever is submitting an outstanding, complete master's application before 1 December 2026. Amount not published.",One of only TWO Dutch schemes found that name Tunisia on an explicit country list (the other being Wageningen ASP via 'African country'). Full package including travel and subsistence. Groningen has MSc Computing Science and MSc Artificial Intelligence.
FNL-020,netherlands,Erasmus Trustfonds Scholarship (Erasmus School of Economics),Erasmus Trustfonds Scholarship,Erasmus University Rotterdam / Erasmus Trustfonds,university,Erasmus University Rotterdam,Rotterdam,"MSc Accounting, Auditing and Control|MSc Econometrics and Management Science|MSc Economics and Business",master,full+stipend,17500,"Maximum EUR 17500 for 2026-2027. For non-EEA students: EUR 2695 of tuition waived by the scholarship and the residual EUR 18305 paid by the school; plus a living allowance of EUR 1200/month (EUR 14400/yr), a EUR 249 personal allowance and a EUR 228 immigration fee waiver.",one academic year only,TBC (very limited),Open to both EEA and non-EEA first-year master's students,yes,"Open to ""full-time first-year Master students with excellent results, both from EEA and non-EEA countries""; no country list restriction",Minimum GPA 7.50 in the bachelor; never previously enrolled as a full degree master's student in the Netherlands; detailed financial statement required; enrolled no later than 1 September; cannot be combined with another scholarship,"yes in effect - ""An admission offer is not required at the moment of application, however, only students with an admission offer will be considered""",1 December 2025 - 31 January 2026 (23:59),31 January (registration in Studielink and the EUR portal by 1 February),2026 cycle - 2027 TBC (decision notified 13 March 2026),EUR scholarship portal,https://www.eur.nl/en/ese/education/master/fees-and-scholarships/scholarships-and-grants/erasmus-trustfonds-scholarship,https://www.eur.nl/en/ese/education/master/fees-and-scholarships/scholarships-and-grants/erasmus-trustfonds-scholarship|https://www.eur.nl/en/ese/education/master/fees-and-scholarships/scholarships-and-grants|https://www.eur.nl/en/education/practical-matters/scholarships-grants,VERIFIED,F-NL,2026-08-22,"ONE YEAR ONLY and restricted to three economics/econometrics master's programmes - no computer science or arts route. EUR's central scholarship page states ""The deadline for applications has passed. Information for 2027-2028 will be available in the autumn"", so all 2027 detail is unconfirmed.",Effectively a full ride (tuition + EUR 14400 living) but only for Econometrics/Economics. MSc Econometrics and Management Science is a plausible stretch for a strong maths-and-programming engineering profile - worth flagging.
FNL-021,netherlands,Maastricht University NL-High Potential Scholarship,Maastricht University NL-High Potential Scholarship (UM NL-HPS),Maastricht University Scholarship Fund + Dutch Ministry of Education (NL Scholarship component),university,Maastricht University,Maastricht,participating full-time master's programmes only (list published annually),master,full+stipend,20150,"FULL PACKAGE: tuition fees at cost + living expenses EUR 20150 (13 months, EUR 1550/month) or EUR 38750 (25 months) + health and liability insurance EUR 700 + visa costs at cost + pre-academic training at cost + a mandatory allocated room. Air tickets NOT included.",13 months (1-year master) or 25 months (2-year master),18 per academic year,"Nationality of a country outside the EU/EEA, Switzerland or Suriname; no dual EU/EEA or Swiss nationality",yes,"""You hold a nationality in a country outside the EU/EEA, Switzerland or Surinam and meet the requirements for obtaining an entry visa and residence permit for the Netherlands.""","Not older than 35 on 1 September 2027; GPA 7.5/10 or higher; never enrolled in a degree programme in Dutch higher education; preference for candidates without a prior master's; reference letter, motivation letter, CV and a personal statement of financial need required; must become a UM ambassador",yes - the FULL master's application must be submitted and complete by 10 December 2026,"1 October 2026 until 1 February 2027, 23:59",1 February 2027 (scholarship); 10 December 2026 (master's application must be complete),2027 cycle CONFIRMED (2027-2028 academic year explicitly named),"Studielink master's application first, then the UM scholarship application form",https://www.maastrichtuniversity.nl/studeren/toelating-inschrijving/financing-your-studies/scholarships/maastricht-university-nl-high,https://www.maastrichtuniversity.nl/studeren/toelating-inschrijving/financing-your-studies/scholarships/maastricht-university-nl-high,VERIFIED,F-NL,2026-08-22,"""only 2% of the applicants get awarded the scholarship"" (UM's own words). Only participating programmes count. The real gate is 10 December 2026, not 1 February 2027. Accepting the scholarship means accepting the allocated room - refusing the room cancels the award, and second-year housing is the student's own problem.",THE single most complete package in the Netherlands verified for the 2027 intake: tuition + EUR 20150-38750 living + insurance + visa + housing. Maastricht's Department of Advanced Computing Sciences offers MSc Data Science and Artificial Intelligence. Age limit 35 and GPA 7.5 are both comfortably met by the client's profile.
