scholarship_id,region,scholarship_name,scholarship_name_original,provider,provider_type,applies_to_institution,applies_to_city,applies_to_programs,degree_level_covered,coverage_level,amount_eur_per_year,amount_notes,duration_covered,number_of_awards,nationality_restrictions,tunisia_eligible,tunisia_eligible_evidence,other_eligibility,requires_admission_first,application_window,deadline,deadline_source_cycle,apply_via,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,notes
FEM-011,erasmus_mundus,IMLEX - Imaging and Light in Extended Reality (EMJM scholarship),Erasmus Mundus - Master of Science in Imaging and Light in Extended Reality (IMLEX),"IMLEX consortium coordinated by University of Eastern Finland, funded by EACEA",eu,University of Eastern Finland,Joensuu/Kuopio (FI) | Saint-Etienne (FR) | Leuven (BE) | Toyohashi (JP),H|C,"master (joint/multiple degree, 2 years)",full+stipend,16800,Standard EMJM 1400 EUR/month. 'The annual consortium fee for the IMLEX students is 9000 EUR for non-EU/EEA students'; 'Students with citizenship of EU/EEA countries and Switzerland do not pay for tuition'; 'EMJM scholarship holders do not pay for tuition'. So a Tunisian scholarship holder saves 18000 EUR in fees on top of the 33600 EUR stipend. Exact scholarship count not published on the page read.,24 months,TBC,Scholarships available 'for all nationalities',likely,"""EMJM scholarship holders do not pay for tuition"" and scholarships are available ""for all nationalities""","""IMLEX welcomes applications from persons who hold a Bachelor's degree in Information Technology, Computer Science, Electrical Engineering, Photonics, or in a closely related field."" English-taught.",no,'Our application period is open annually in December - January' via the Finnish Studyinfo service. For a September 2027 start expect December 2026 - January 2027. Exact 2027 dates not published as of 2026-08-22.,TBC - annually in December-January; 2027-intake date not yet published,Recurring December-January pattern stated on the official site; specific 2027 date TBC,Finnish national Studyinfo portal (opintopolku.fi) via imlex.org,https://imlex.org/,https://imlex.org/|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,PARTIALLY_VERIFIED,F-EM,2026-08-22,"NO Spain / Netherlands / Berlin partner (Finland, France, Belgium, Japan). Content is imaging, optics, colour and light in XR - the H (immersive/spatial) fit is VISUAL XR, not spatial AUDIO. Scholarship count and Tunisian eligibility not quotable in a precise sentence from the page read. Logged as an exception because the XR/immersive-media overlap with path H is genuine and the entry profile (computer science / electrical engineering bachelor) matches the client exactly.","Consortium: University of Eastern Finland, Joensuu and Kuopio, Finland (coordinator); Universite Jean Monnet Saint-Etienne, France; KU Leuven, Belgium; Toyohashi University of Technology, Japan. Serves H (immersive) on the visual side and C on the ML side. The client's 300-ECTS software-engineering diploma is squarely in the named entry disciplines - one of the few EMJMs in this file where the client's background is the STATED target profile rather than a stretch."
FEM-012,erasmus_mundus,"Mundus Journalism - Journalism, Media and Globalisation (EMJM scholarship)","Erasmus Mundus Masters in Journalism, Media and Globalisation (EMMA / Mundus Journalism)","Mundus Journalism consortium coordinated by Aarhus University, funded by EACEA",eu,Aarhus University,Aarhus (DK) | Amsterdam (NL) | Prague (CZ) | London (UK) | Munich (DE) | Hamburg (DE),AD|AC|J,"master (Erasmus Mundus MA, 2 years)",full+stipend,16800,"'1,400 EUR per month for up to 24 months' = 33600 EUR total, plus 'a complete waiver of all tuition fees' for both years and free health and liability insurance. PUBLISHED 2027-2029 TUITION (rare - a real 2027-cycle figure): non-EU students year one 9,000 EUR; all students year two 12,000 EUR; EU/EEA students pay tuition only in year two. A Tunisian self-funder would therefore pay 21000 EUR, so the scholarship is worth about 54600 EUR.",24 months,"10-15 Erasmus Mundus scholarships per intake, awarded to the highest-ranking candidates","'The scholarships are open to applicants regardless of nationality' and are awarded on academic performance, journalistic experience and application quality",yes,"""The scholarships are open to applicants regardless of nationality""; exclusion applies only to those who already hold a two-year master's degree or a previous Erasmus Mundus scholarship","Applicants 'who have already completed a two-year master's degree, or who have previously been awarded an Erasmus Mundus Scholarship, are not eligible for another scholarship' - IMPORTANT: the client's 5-year 300-ECTS engineering diploma is a single integrated first degree, not a completed two-year master's, but this clause must be checked with the consortium because a 300-ECTS award can be read as master-level in some national frameworks. Journalistic experience is weighted in selection.",no,"CONFIRMED 2027 CYCLE: 'The call for the 2027-2029 programme will open on 1 November 2026.' The 2026-cycle deadline was 10 January 2026, so expect a comparable early-to-mid January 2027 closing date.",Call opens 1 November 2026 for the 2027-2029 intake; closing date not yet published (2026-cycle comparator was 10 January 2026),"2027 cycle - opening date CONFIRMED (1 Nov 2026); closing date TBC, 2026 comparator 10 Jan 2026",Mundus Journalism online application at mundusjournalism.com/admissions,https://mundusjournalism.com/admissions/tuition-stipends-and-scholarships,https://mundusjournalism.com/|https://mundusjournalism.com/admissions/tuition-stipends-and-scholarships|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,VERIFIED,F-EM,2026-08-22,"NETHERLANDS NODE CONFIRMED (University of Amsterdam) but the subject is JOURNALISM, not media/entertainment management - the AD fit is loose and there is nothing technical or musical in it. Selection weights journalistic experience, which the client does not have. The 'already completed a two-year master's' exclusion needs an explicit ruling on a 300-ECTS integrated engineering diploma before applying. Two German nodes are Munich and Hamburg, not Berlin.","Consortium: Aarhus University, Aarhus, Denmark (coordinator); Danish School of Media and Journalism, Denmark; UNIVERSITY OF AMSTERDAM, Amsterdam, NETHERLANDS; Charles University, Prague, Czech Republic; City St George's University of London, UK; Ludwig-Maximilians-Universitaet Munich, Germany; Hamburg University, Germany; plus associate partners in Berkeley, Shanghai, Cape Town, Sydney, Lebanon, Chile, Dublin, Oslo, Madison and Louvain. This row carries the CLEAREST CONFIRMED 2027 TIMETABLE IN THE FILE (call opens 1 November 2026) and is the best evidence that the whole EMJM 2027 round opens Oct-Nov 2026 and closes Dec 2026-Jan 2027."
FEM-013,erasmus_mundus,EDISS - Engineering of Data-intensive Intelligent Software Systems (EMJM scholarship),Erasmus Mundus Joint Master Degree Programme on the Engineering of Data-intensive Intelligent Software Systems (EDISS),"EDISS consortium coordinated by Abo Akademi University, funded by EACEA",eu,Abo Akademi University,Turku (FI) | Palma de Mallorca (ES) | L'Aquila (IT) | Vasteras (SE),C|N,"master (Erasmus Mundus Joint Master Degree, 2 years)",full+stipend,16800,Standard EMJM 1400 EUR/month = 33600 EUR over 24 months plus tuition waiver. The consortium ALSO runs a separate EDISS Tuition Fee Waiver round (round 2) for candidates who miss the EM scholarship - a valuable second bite. Exact scholarship count and self-funded fee not published on the pages read this session.,24 months,TBC,"""All applicants are welcome to apply regardless of nationality""",yes,"""All applicants are welcome to apply regardless of nationality""",Bachelor in computing/software engineering or closely related; see master-ediss.eu/admission-requirements. English-taught.,no,6th intake (2026-2028) ran in three rounds: Round 1 Erasmus Mundus / EDISS scholarships opened 3 November 2025 08:00 Helsinki and closed 8 January 2026 15:00 Helsinki; Round 2 tuition fee waiver 25 February - 11 March 2026; Round 3 self-funded 13 - 20 April 2026. The 7th intake (2027-2029) should follow the same calendar - scholarship round opening early November 2026 and closing early January 2027.,"8 January 2026 15:00 Helsinki (2026 intake, scholarship round) - 2027 equivalent expected ~8 January 2027, not yet published",2026 cycle - 2027 TBC,EDISS online application via master-ediss.eu/application-process,https://www.master-ediss.eu/admission/,https://www.master-ediss.eu|https://www.master-ediss.eu/about-us/|https://www.master-ediss.eu/admission/|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,VERIFIED,F-EM,2026-08-22,"SPAIN NODE CONFIRMED (University of the Balearic Islands, Palma) but it is Mallorca, not Barcelona/Madrid/Valencia. NO music, audio or creative content whatsoever - this is pure data-intensive software engineering. Serves path C only as a technical credential; N only if the client steers a thesis toward a music-tech product. Scholarship count and fee levels still TBC.","Consortium: Abo Akademi University, Turku, Finland (coordinator); UNIVERSITY OF THE BALEARIC ISLANDS, Palma de Mallorca, SPAIN; University of L'Aquila, L'Aquila, Italy; Maelardalen University, Vasteras, Sweden. THE SINGLE BEST ACADEMIC-PROFILE MATCH IN THE FILE for a software-engineering graduate: the programme is literally about engineering data-intensive intelligent software. Three separate application rounds give three chances at funding. The very early scholarship deadline (early January) means preparation must start in October 2026."
FEM-014,erasmus_mundus,Response_Able Futures - European Joint Masters in Design and Care (EMJM scholarship),Response_Able Futures; A European Joint Masters in Design and Care,"Response_Able Futures consortium (LUCA School of Arts and partners), funded by EACEA",eu,LUCA School of Arts,Belgium | Portugal | United Kingdom (specific cities not published on the pages read),N|G,"master (joint Master of Fine Arts MFA, 4 semesters)",full+stipend,16800,"'13 Erasmus+ scholarships available' at '1400 EUR / month' for 24 months = 33600 EUR, plus tuition waiver. Self-funded tuition '5000 EUR per year' (10000 EUR for the full programme) with the caveat 'This may change for the cohort beginning in 2027' - one of the CHEAPEST self-funded EMJM options found.",24 months,13 Erasmus+ scholarships,Non-EU students eligible; must 'provide a proof of sufficient financial means',likely,Non-EU applicants are explicitly accommodated (financial-means proof route); no nationality exclusion stated on the pages read.,"'An internationally recognised bachelor's degree in design' with a 'minimum of 180 ECTS credits'; target audience is 'design graduates (product, graphic, game, spatial...)'. PORTFOLIO GATE: 'maximum of three projects curated specifically for this application', 'maximum of 6 pages'.",no,CONFIRMED 2027 CYCLE: 'The application portal for the September 2027 intake will open by November 2026.' Closing date not yet published.,TBC - portal opens by November 2026 for the September 2027 intake,2027 cycle - opening month CONFIRMED (November 2026); deadline TBC,LUCA School of Arts DreamApply portal (luca-school-of-arts.dreamapply.com),https://www.response-able-futures.eu/application,https://www.response-able-futures.eu/|https://www.response-able-futures.eu/application|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,PARTIALLY_VERIFIED,F-EM,2026-08-22,"NO Spain / Netherlands / Berlin partner - Belgium, Portugal, UK. Entry requires a bachelor's DEGREE IN DESIGN; a software-engineering diploma does not meet the stated discipline requirement, so admission would hinge entirely on a design portfolio the client does not have. Subject is design for care and longevity, not sound. Consortium partner names/cities not published on the pages read. Logged for completeness of the design/creative EMJM family, NOT recommended.","Joint MFA, 4 semesters across Belgium, Portugal and the UK. LUCA School of Arts (Belgium) handles applications, and LUCA is also a RE_PLAY partner. 13 scholarships against a small cohort is a comparatively good ratio, and the 5000 EUR/year self-funded price is the lowest seen in this sweep. Serves N/G only in the broadest design sense. The client clears the 180-ECTS bar with 300 ECTS but fails the 'in design' clause."
FEM-015,erasmus_mundus,EMMIE - Erasmus Mundus Master Impact Entrepreneurship (EMJM scholarship),Erasmus Mundus Master Impact Entrepreneurship (EMMIE),"EMMIE consortium coordinated by HEC Liege, funded by EACEA",eu,HEC Liege - Universite de Liege,Liege (BE) | Zagreb (HR) | Vilnius (LT),L|J|N,"master (joint master, 18 months)",full+stipend,16800,Standard EMJM 1400 EUR/month; at 18 months the maximum scholarship is 25200 EUR plus a tuition waiver. Exact figures and self-funded fee not published on the page read this session.,18 months,TBC,Not stated on the page read; standard EMJM rules open it worldwide,unclear,No eligibility sentence available on the page read this session; the programme is between editions.,'Open to students from all academic backgrounds' - unusually welcoming to an engineering applicant with no business degree.,no,"'Applications are now closed'. 'Our next recruitment will be announced on the website and social media as we are working on the new EMMIE programme' - the consortium is redesigning the programme, so a 2027 intake is NOT confirmed.",TBC - no call open,No open cycle as of 2026-08-22; consortium says a new EMMIE programme is being prepared,HEC Liege / EMMIE portal,https://www.emmie.uliege.be/cms/c_7950389/en/emmie,https://www.emmie.uliege.be/cms/c_7950389/en/emmie|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,PARTIALLY_VERIFIED,F-EM,2026-08-22,"CONTINUITY RISK: the consortium states it is 'working on the new EMMIE programme' with no recruitment open and no announced 2027 intake - treat EU funding for a 2027 start as UNCONFIRMED. NO Spain / Netherlands / Berlin partner (Belgium, Croatia, Lithuania). 18 months rather than 24 means a smaller total scholarship.","Consortium: HEC Liege, Liege, Belgium (coordinator); Zagreb School of Economics and Management (ZSEM), Zagreb, Croatia; ISM University of Management and Economics, Vilnius, Lithuania. Serves L (creative/impact entrepreneurship) and J/N at a business-model level. The 'open to students from all academic backgrounds' line makes it one of the few management EMJMs where a software-engineering diploma is not a handicap. Re-check emmie.uliege.be in October 2026."
FEM-016,erasmus_mundus,EIT Digital Master School scholarships (NOT an Erasmus Mundus Joint Master),EIT Digital Master School - Tuition Fee Waivers and Scholarships of Excellence,"EIT Digital Education Foundation (European Institute of Innovation and Technology, an EU body)",eu,EIT Digital Master School (double degree across two of ~20 partner universities incl. Universidad Politecnica de Madrid and University of Twente),"Madrid (ES) | Enschede (NL) | Eindhoven (NL) | plus Aalto Helsinki, KTH Stockholm, Politecnico di Milano, TU Berlin-area partners vary by programme",C|N|H,"master (two national master's degrees, 2 years, 120 ECTS, plus an Innovation and Entrepreneurship minor)",full_tuition,up to 18000 (tuition waiver only for non-EU nationals),"TUITION: 'Citizen of an EU or EEA country 3,000 EUR [per semester] / 6,000 EUR [per year]'; 'Citizen of a non-EU or EEA country 9,000 EUR [per semester] / 18,000 EUR [per year]' - so 36000 EUR over two years for a Tunisian. Application fee 75 EUR (non-refundable, no waiver possible); registration deposit 250 EUR; a further 500 EUR deposit if awarded a 50%+ fee reduction. EIT Digital's OWN merit scholarships are full or half tuition fee waivers, 'Available to: All students'. The richer 'Scholarships of Excellence, including a full tuition fee waiver and a living allowance' are 'Available to: Citizens of EU/EEA countries' ONLY, funded by the European Commission through the SPECTRO, EMAI4EU, RESCHIP4EU, ACHIEVE and ARISE projects. A NON-EU STUDENT CAN THEREFORE GET AT MOST A TUITION WAIVER AND NO LIVING ALLOWANCE. A Deferred Tuition Payment Plan with the European Investment Fund lets selected applicants start paying six months after graduation.",24 months,"Not published; merit-based, decided at study-offer stage",Tuition fee waivers open to all students; Scholarships of Excellence (waiver PLUS living allowance) restricted to EU/EEA citizens,yes,"Fee waivers: ""Available to : All students"". BUT for the allowance-bearing awards: ""Available to : Citizens of EU/EEA countries"" - a Tunisian is excluded from the living-allowance tier.","""Applicants must have completed a Bachelor's degree encompassing a minimum of 180 ECTS credits or equivalent academic qualifications from an internationally recognized university."" DIRECTLY RELEVANT: ""Applicants following longer technical programmes and who have completed courses equivalent to an amount of 180 ECTS, will be considered on a case-by-case basis."" English proof via TOEFL or IELTS. Final-year students may receive conditional acceptance.",no,"2026 intake: Period 1 (primarily non-EU citizens needing a study residence permit) opened 31 October 2025 00:01 CET and closed 11 February 2026 23:59 CET, offers 31 March 2026. Period 2 12 February - 15 April 2026; Period 3 16 April - 1 June 2026 (EU citizens only). For a September 2027 start a Tunisian applicant must use PERIOD 1, expected to open ~31 October 2026 and close ~11 February 2027.","11 February 2026 23:59 CET (2026 intake, Period 1 - the non-EU period) - 2027 equivalent expected ~11 February 2027, not yet published",2026 cycle - 2027 TBC,EIT Digital Master School online application portal (75 EUR fee per application),https://masterschool.eitdigital.eu/admissions/fees,https://masterschool.eitdigital.eu/|https://masterschool.eitdigital.eu/admissions|https://masterschool.eitdigital.eu/admissions/fees|https://masterschool.eitdigital.eu/human-computer-interaction-and-design-with-extended-reality|https://masterschool.eitdigital.eu/artificial-intelligence-with-affective-computing,VERIFIED,F-EM,2026-08-22,"NOT AN ERASMUS MUNDUS JOINT MASTER - logged here separately as instructed. FUNDING IS MUCH WEAKER THAN AN EMJM FOR A TUNISIAN: the best available award is a tuition waiver with NO living allowance, because the allowance-bearing Scholarships of Excellence are explicitly restricted to EU/EEA citizens. Non-EU tuition is 18000 EUR/year, and a non-refundable 75 EUR application fee applies per programme with no waiver. Also note the residence-permit constraints: 'UT can only accept non-EU applicants as entry if they already have a Dutch residence permit' - so University of Twente cannot be the ENTRY university for a Tunisian applying from Tunisia; it can only be the EXIT (second-year) university. Under the funding-first strategy this ranks well below any EMJM.","SPAIN AND NETHERLANDS NODES CONFIRMED. Relevant programmes: Human-Computer Interaction and Design with Extended Reality (HCID/XR) - immersive AR/VR/XR, explicitly covering interaction 'beyond screens to gestures, speech, gaze, and spatial input' and 'multi-sensory design', the closest EIT match to path H and N; and Artificial Intelligence with Affective Computing (AIAC), whose university list includes TECHNICAL UNIVERSITY OF MADRID (Spain) alongside Cote d'Azur, Eotvos Lorand, EURECOM, Politecnico di Milano, Rennes, Trento and Turku - relevant to path C, and affective computing routinely uses audio/speech emotion recognition. Entry profile (CS / data science / electrical engineering / IT bachelor with programming, algorithms, maths, statistics) matches the client exactly, and the 'longer technical programmes' clause is written for exactly a 300-ECTS engineering diploma. Use as a BACKUP if the EMJM round fails."
FEM-017,erasmus_mundus,SDSI - Service Design Strategies and Innovations (EMJM scholarship),Joint Master's Degree Programme in Service Design Strategies and Innovations (SDSI),"SDSI consortium (Art Academy of Latvia / University of Lapland / Estonian Academy of Arts / SSE Riga), funded by EACEA",eu,Art Academy of Latvia,Riga (LV) | Rovaniemi (FI) | Tallinn (EE),N|L|AC,"master (multiple degree: MA Art and Design from Lapland, Master of Design from Art Academy of Latvia, MA from Estonian Academy of Arts, plus a joint diploma supplement; 2 years)",full+stipend,16800,"'1400 EUR / month (for selected, successful candidates)' = 33600 EUR over 24 months. Tuition: '4000,00 EUR per year for students from the EU, EEA or Switzerland'; '8000,00 EUR per year for students from the rest of the world'; 'No fees for Erasmus Mundus scholarship holders'. So the package is worth about 49600 EUR to a Tunisian. Number of scholarships not published.",24 months,TBC,Open worldwide; non-EU self-funders pay the higher 8000 EUR/year rate,likely,"""8000,00 EUR per year for students from the rest of the world"" and ""No fees for Erasmus Mundus scholarship holders"" - non-EU applicants are explicitly provided for; no nationality exclusion stated.",Bachelor's degree of at least '180 ECTS credits or a second-level professional higher education diploma (LQF/EQF level 6-7)' in listed fields. English-taught.,no,Site states 'ADMISSION 2027/2028 TBA' - the consortium has explicitly signalled a 2027/2028 intake but has not yet published dates.,TBC - 2027/2028 admission announced as forthcoming,2027/2028 cycle acknowledged on the official site as TBA - dates not yet published as of 2026-08-22,Art Academy of Latvia / SDSI online application via sdsi.ma,https://www.sdsi.ma/,https://www.sdsi.ma/|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,PARTIALLY_VERIFIED,F-EM,2026-08-22,"NO Spain / Netherlands / Berlin partner (Latvia, Finland, Estonia). Content is service design and design strategy - relevant to path N (music-tech product and innovation) as method rather than domain, and there is no audio content. The EQF 6-7 framing means a 300-ECTS engineering diploma is comfortably accepted, but the design-field requirement is a discipline risk. Scholarship count TBC. Logged as an exception on fit, not geography.","Consortium: Art Academy of Latvia, Riga, Latvia; University of Lapland, Rovaniemi, Finland; Estonian Academy of Arts, Tallinn, Estonia; Stockholm School of Economics in Riga (SSE Riga), Latvia. English-taught, 2 years, multiple degree. The one clear positive: the site is the only programme in this sweep that already names a 2027/2028 admission round in writing."
FEM-018,erasmus_mundus,DocNomadsPlus - Joint Master in Documentary Filmmaking (EMJM scholarship),"DocNomadsPlus, Joint Master in Documentary Filmmaking","DocNomads consortium (Universidade Lusofona / Lithuanian Academy of Music and Theatre / LUCA School of Arts), funded by EACEA",eu,Universidade Lusofona,Lisbon (PT) | Vilnius (LT) | Brussels (BE),G,"master (joint master, 2 years)",full+stipend,16800,Standard EMJM 1400 EUR/month = 33600 EUR over 24 months plus a participation-cost waiver. Exact figures not published on the pages read this session (TBC).,24 months,TBC,Standard EMJM - open worldwide; not quotable from the pages read,likely,Not quotable from the pages read this session; standard EMJM rules apply.,Film/documentary background and a portfolio are the norm for this consortium family (same partners as ReSound and Re:Anima); exact requirements not published on the pages read.,no,CONFIRMED 2027 CYCLE: 'Call for Applications opens in November 2026.',TBC - call opens November 2026,2027 cycle - opening month CONFIRMED (November 2026); deadline TBC,DocNomads online application via docnomadsplus.eu,http://www.docnomadsplus.eu/,https://docnomadsplus.eu|http://www.docnomadsplus.eu/|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,PARTIALLY_VERIFIED,F-EM,2026-08-22,"NO Spain / Netherlands / Berlin partner (Portugal, Lithuania, Belgium). Documentary DIRECTING, not sound - the path G link is only that documentary schools teach production sound. Very heavy portfolio and directing-experience gate. Low priority; logged for completeness of the FilmEU family and because its November 2026 opening confirms the 2027 EMJM calendar.","Consortium: Universidade Lusofona, Lisbon, Portugal; Lithuanian Academy of Music and Theatre (LMTA), Vilnius, Lithuania; LUCA School of Arts, Brussels, Belgium - the same three-school family as ReSound (IADT/Lusofona/LMTA) and Re:Anima. Two-year programme across Lisbon, Vilnius and Brussels."
FEM-019,erasmus_mundus,Re:Anima - European Joint Masters in Animation (EMJM scholarship),Re:Anima - European Joint Masters in Animation,"Re:Anima consortium (Universidade Lusofona / IADT Dun Laoghaire / LUCA School of Arts), funded by EACEA",eu,Universidade Lusofona,Lisbon (PT) | Dublin (IE) | Genk/Brussels (BE),G,master (Erasmus Mundus Joint Master Degree in animation),full+stipend,16800,Standard EMJM 1400 EUR/month = 33600 EUR over 24 months plus participation-cost waiver. Exact figures not published on the page read this session (TBC).,24 months (TBC),TBC,Standard EMJM - open worldwide; not quotable from the page read,likely,Not quotable from the page read this session; standard EMJM rules apply.,Animation portfolio expected; exact requirements not published on the page read.,no,CONFIRMED 2027 CYCLE: 'RE:Anima will open a call with scholarships in October 2026.',TBC - call with scholarships opens October 2026,2027 cycle - opening month CONFIRMED (October 2026); deadline TBC,Re:Anima online application via reanima.eu,http://www.reanima.eu/,http://www.reanima.eu/|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,PARTIALLY_VERIFIED,F-EM,2026-08-22,"NO Spain / Netherlands / Berlin partner (Portugal, Ireland, Belgium). Animation, not sound - path G fit is marginal and the portfolio gate is an animation portfolio the client cannot produce. Logged for completeness only. Its October 2026 call opening is a useful calendar signal.","Consortium: Universidade Lusofona Film and Media Arts Department, Lisbon, Portugal; IADT Dun Laoghaire, Dublin, Ireland; LUCA School of Arts Campus C-mine, Belgium. Same FilmEU family as ReSound, RE_PLAY and DocNomads - all four open their 2027 calls in October-November 2026."
FEM-020,erasmus_mundus,Kino Eyes - The European Fiction Master (EMJM scholarship),Kino Eyes - The European Fiction Master (KEM),"Kino Eyes consortium (Universidade Lusofona / Edinburgh Napier Screen Academy Scotland / Baltic Film Media and Arts School / IADT), funded by EACEA",eu,Universidade Lusofona,Lisbon (PT) | Edinburgh (UK) | Tallinn (EE) | Dublin (IE),G,"master (2 years, fiction filmmaking)",full+stipend,16800,"Standard EMJM 1400 EUR/month. Exact values, scholarship count and participation costs not published on the homepage read this session (TBC).",24 months,TBC,Not stated on the page read,unclear,No eligibility sentence available from the page read this session.,"Filmmaking background and portfolio; details in the site FAQ, not on the homepage.",no,'Applications for Kino Eyes are closed' as of 2026-08-22. No 2027 date published on the homepage.,TBC,No open cycle on the page read; 2027 TBC,Kino Eyes online application via kinoeyes.eu,http://www.kinoeyes.eu/,http://www.kinoeyes.eu/|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,UNVERIFIED,F-EM,2026-08-22,"NO Spain / Netherlands / Berlin partner (Portugal, UK, Estonia, Ireland). Fiction film DIRECTING - path G fit is indirect. Applications closed, no 2027 date published, no scholarship figures obtainable from the site this session. Lowest-confidence row in the file. Logged only so the film/sound family is complete.","Consortium: Universidade Lusofona, Lisbon, Portugal (semester 1); Edinburgh Napier University / Screen Academy Scotland, Edinburgh, United Kingdom; Baltic Film Media and Arts School (BFM), Tallinn, Estonia; IADT Dun Laoghaire, Dublin, Ireland. Runs September to June, two years, Erasmus+ funded. Whether a sound-design specialisation exists could not be confirmed."
FEM-021,erasmus_mundus,"BDMA - Big Data Management and Analytics (EMJM scholarship) - CLOSED, SUCCEEDED BY DEAI",Big Data Management and Analytics (BDMA),"BDMA consortium coordinated by Universite Libre de Bruxelles, funded by EACEA",eu,Universitat Politecnica de Catalunya,Brussels (BE) | Barcelona (ES) | Eindhoven (NL) | Paris-Saclay (FR) | Padova (IT),C,"master (Erasmus Mundus Joint Master's Degree, 120 ECTS, four semesters of 30 ECTS)",none_found,0,"No scholarship for a 2027 intake: the consortium states 'there will NOT be an opening' for the next intake and points to the successor programme DEAI, launched in 2025.",n/a - closed,0 for 2027,n/a,unclear,No open call; no current eligibility text.,"When running: 'The programme targets students with a Bachelor of Science (or a level equivalent to 180 ETCS) with major in Computer Science, as well as an English proficiency corresponding to level B2'.",no,CLOSED - no further intake,none,Closed as of 2026-08-22; successor DEAI launched 2025,n/a,https://bdma.ulb.ac.be/bdma/,https://bdma.ulb.ac.be/bdma/|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,VERIFIED,F-EM,2026-08-22,DEAD FOR 2027. Recorded because BDMA had BOTH a Barcelona (UPC) and an Eindhoven (TU/e) node and would otherwise look like a prime target in older lead lists. Its successor DEAI is the row to watch - see FEM-022.,"Former consortium: Universite Libre de Bruxelles, Brussels, Belgium (coordinator); UNIVERSITAT POLITECNICA DE CATALUNYA, Barcelona, SPAIN; TECHNISCHE UNIVERSITEIT EINDHOVEN, Eindhoven, NETHERLANDS; CentraleSupelec, France; Universita degli Studi di Padova, Italy. 120 ECTS over four semesters. English-taught. B2 English, CS bachelor of 180 ECTS."
FEM-022,erasmus_mundus,DEAI - Data Engineering and Artificial Intelligence (EMJM scholarship),Data Engineering and Artificial Intelligence (DEAI),"DEAI consortium coordinated by Universite Libre de Bruxelles, funded by EACEA",eu,Universite Libre de Bruxelles,"Brussels (BE) - other nodes TBC, expected to inherit the BDMA network including Barcelona and Eindhoven",C|N,"master (Erasmus Mundus Joint Master, 120 ECTS expected)",full+stipend,16800,Standard EMJM 1400 EUR/month = 33600 EUR over 24 months plus a participation-cost waiver. Programme-specific figures NOT obtained - see red flags.,24 months (expected),TBC,Standard EMJM - open worldwide,likely,Not quotable this session; standard EMJM rules apply and Tunisia is a Region-3 targeted country.,"Expected to mirror BDMA: BSc equivalent to 180 ECTS majoring in computer science, English B2. NOT CONFIRMED.",no,"Not obtained. DEAI is a new project selected in the 2025 EMJM round (catalogue project 101241133), launched 2025, so a 2027 intake is very likely and the EU grant will run for at least four editions.",TBC,Not published / not reachable as of 2026-08-22,DEAI online application via deai.ulb.be,https://deai.ulb.be/,https://deai.ulb.be/|https://bdma.ulb.ac.be/bdma/|https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus-catalogue_en,UNVERIFIED,F-EM,2026-08-22,COULD NOT READ THE SITE: deai.ulb.be returned HTTP 503 to WebFetch on two attempts and an SSL chain error to curl. Everything here except its presence in the official EACEA catalogue and the BDMA succession statement is inference and MUST be verified. The assumption that DEAI inherits BDMA's Barcelona (UPC) and Eindhoven (TU/e) nodes is NOT confirmed. HIGH-PRIORITY RE-CHECK.,"DEAI is the successor to BDMA (FEM-021), 'launched in 2025', coordinated from Universite Libre de Bruxelles. Because it is a 2025-selected project its EU funding definitely extends to a 2027 intake and beyond, which makes it structurally safer than the older 2022-selected programmes. If it retains UPC Barcelona and TU Eindhoven it becomes one of the strongest Spain+NL funded options for path C. Verify partner list, deadlines and fees before the October 2026 application season."
