scholarship_id,region,scholarship_name,scholarship_name_original,provider,provider_type,applies_to_institution,applies_to_city,applies_to_programs,degree_level_covered,coverage_level,amount_eur_per_year,amount_notes,duration_covered,number_of_awards,nationality_restrictions,tunisia_eligible,tunisia_eligible_evidence,other_eligibility,requires_admission_first,application_window,deadline,deadline_source_cycle,apply_via,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,notes
FES-011,spain,Santander Ayuda Economica / Santander Equality study grants at UPC,Beca Santander Ayuda Economica 2026/2027 - Beca Santander Estudis Equality 2026/27,Banco Santander with Universitat Politecnica de Catalunya,bank,Universitat Politecnica de Catalunya,Barcelona,all_masters and grado at UPC own centres,bachelor|master,partial,TBC,Amounts published inside each individual UPC convocatoria; not captured this session.,one academic year,TBC,TBC,unclear,Not published on the UPC news index; the individual convocatoria PDF was not opened this session,Must be enrolled at UPC,yes,2026/2027 calls published on the UPC SGA news index (dates inside each convocatoria),TBC,2026/2027 cycle - 2027/2028 TBC,Seu electronica UPC,https://www.upc.edu/sga/ca/noticies/beca-santander-ayuda-economica-2026-2027,https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis|https://www.upc.edu/sga/ca/noticies/beca-santander-ayuda-economica-2026-2027|https://www.upc.edu/sga/ca/noticies/beca-santander-estudis-equality-2026-27,PARTIALLY_VERIFIED,F-ES,2026-08-22,Existence and cycle confirmed on the UPC domain; amounts and nationality rules not yet read.,Concrete example of the Santander top-up channel at a target university. Worth re-verifying in 2027.
FES-012,spain,"Beca Equitat (income-linked tuition reduction, Catalonia)",Beca Equitat - Acreditacio economica - AGAUR,"Agencia de Gestio d'Ajuts Universitaris i de Recerca (AGAUR), Generalitat de Catalunya",government_regional,Catalan public universities plus UOC and three attached centres (includes Universitat de Barcelona|Universitat Autonoma de Barcelona|Universitat Politecnica de Catalunya|Universitat Pompeu Fabra),Catalonia,grado and master universitari HABILITANT only (professionally qualifying masters),bachelor|master (habilitant only),partial,TBC,"Percentage discount on the credit price, not a cash amount: qualifying master tram 1 = 25 percent, tram 2 = 20 percent (grado 80/70 percent). Excludes enrolment fees, support services, repeated credits and insurance.",one academic year,not capped (income-tier based),Spanish or EU nationality as at 31 December of the preceding year; non-EU students fall under the Spanish foreigners law (permanent residence required),no,"""Tenir nacionalitat espanyola o de qualsevol estat membre de la Unio Europea.""",Family income tram; must be a qualifying (habilitant) master - most engineering/CS masters in Catalonia are NOT habilitant,yes (applied after enrolment),15 September 2026 to 30 October 2026 14:00 (Barcelona time) for course 2026-2027,30 October 2026,2026-2027 cycle - 2027-2028 TBC (historically opens mid-September),AGAUR / Tramits gencat,https://agaur.gencat.cat/ca/beques-i-ajuts/pagines-especials/beques-i-ajuts-per-estudis-universitaris1/acreditacio-economica-i-beques-equitat/,https://agaur.gencat.cat/ca/beques-i-ajuts/pagines-especials/beques-i-ajuts-per-estudis-universitaris1/acreditacio-economica-i-beques-equitat/,VERIFIED,F-ES,2026-08-22,"Closed to non-EU without permanent residence, AND restricted to habilitant masters, AND the master discount is only 20-25 percent.",Even for an EU student this is a small discount. For this client it is closed.
FES-013,spain,Generalitat de Catalunya general university scholarship (AGAUR channel of the state beca),Beca general 2026/27 (Ministeri d'Educacio - AGAUR),"AGAUR / Departament de Recerca i Universitats, Generalitat de Catalunya (managing the state beca in Catalonia)",government_regional,Catalan universities,Catalonia,all_masters (master universitari oficial) and grado,bachelor|master,full_tuition,1700-4525,"Same components as the state beca (FES-002): tuition of first-time credits, 1700 EUR income component, 2700 EUR residence component, 50-125 EUR excellence component. Global Catalan budget approx 135 million EUR.",one academic year,not capped,Spanish or EU nationality; non-EU requires a permanent residence permit - a study residence permit is expressly not valid,no,"""Pel que fa als estudiants no comunitaris ... unicament podran accedir a les convocatories de beques i ajuts publics aquells que disposin d'un permis de residencia permanent.""","Income, assets and academic thresholds; family residence in Catalonia routes the application through AGAUR",no,"opened spring 2026, closed 18-19 May 2026 for course 2026-2027",19 May 2026,2026-2027 cycle - 2027-2028 TBC,AGAUR / Tramits gencat,https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis/BequesEstudi/became,https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis/BequesEstudi/became|https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis/beques-fundacions-i-empreses/becaallianztechnologyupc,PARTIALLY_VERIFIED,F-ES,2026-08-22,"Same permanent-residence bar as the state scheme. Deadline read off a university restatement, not the AGAUR call itself.","This is the Catalan administrative channel of FES-002, not a separate pot of money."
FES-014,spain,Comunidad de Madrid grants for students in unfavourable socio-economic situations,Becas para Alumnos en Situaciones Socioeconomicas Desfavorables - Comunidad de Madrid,"Comunidad de Madrid, Consejeria de Educacion",government_regional,Madrid public universities (includes Universidad Autonoma de Madrid|Universidad Carlos III de Madrid|Universidad Politecnica de Madrid|Universidad Complutense de Madrid),Madrid,all_masters and grado (ensenanzas oficiales de grado o master),bachelor|master,partial,TBC,Tuition compensation plus additional supports; figures set per call and not published on the index page.,one academic year,TBC,"EU citizens, and others holding a valid residence permit",no,"Requirements ""specify EU citizens and others with valid residency permits"" per the Comunidad de Madrid index page; a student stay authorisation is not a residence permit under Spanish law",Socio-economic need thresholds,yes,2025-26 call; 2026-27 call TBC,TBC,2025-2026 cycle listed as the most recent - 2026-27 and 2027-28 TBC,Comunidad de Madrid / university,https://www.comunidad.madrid/servicios/educacion/becas-estudiantes-universitarios,https://www.comunidad.madrid/servicios/educacion/becas-estudiantes-universitarios,PARTIALLY_VERIFIED,F-ES,2026-08-22,"Residency bar. Also all other Madrid regional calls (Excelencia Academica, Discapacidad, Excelencia Academico-Deportiva) showed 'Plazo cerrado' at time of check.",Madrid's own regional excellence scholarship for masters was NOT found as an open call. Treat Madrid as a weak regional-funding region for an incoming non-EU student.
FES-015,spain,Comunidad de Madrid Erasmus+ international mobility aid,Ayudas de Movilidad Internacional ERASMUS+ - Comunidad de Madrid 2026-27,Comunidad de Madrid,government_regional,Madrid universities,Madrid,"all_masters, grado and doctorate (outgoing mobility)",bachelor|master|doctorate,partial,TBC,Not published on the index page.,mobility period,TBC,"EU/EFTA/EEA citizens, OR third-country nationals holding a valid residence permit",no,"""Ser ciudadano de alguno de los 27 paises de la Union Europea, los paises de la AELC y del EEE ... o ciudadanos que, no siendo nacionales de uno de los paises participantes, lo sean de terceros paises y esten en posesion de un permiso de residencia valido""",Must already be enrolled on an official degree at a Madrid university and selected for an outgoing Erasmus+ mobility,yes,2026-27 call,TBC,2026-2027 cycle - 2027-2028 TBC,Comunidad de Madrid / home university,https://www.comunidad.madrid/servicios/educacion/becas-estudiantes-universitarios,https://www.comunidad.madrid/servicios/educacion/becas-estudiantes-universitarios,PARTIALLY_VERIFIED,F-ES,2026-08-22,"Requires a valid Spanish residence permit; a first-year study stay authorisation is likely insufficient. Also funds OUTGOING mobility, so it does not pay for the master itself.",Only relevant as a second-year top-up if the client does an Erasmus semester out of a Madrid university.
FES-016,spain,Generalitat Valenciana university study grants,Becas de la Conselleria para la realizacion de estudios universitarios en la Comunitat Valenciana,"Conselleria competente en universidades, Generalitat Valenciana",government_regional,Valencian public universities (includes Universitat Politecnica de Valencia|Universitat de Valencia),Valencia region,all_masters and grado,bachelor|master,full_tuition,TBC,Exemption from academic-service fees for subjects enrolled at first AND second enrolment. Cash amount not published on the page opened.,one academic year,TBC,Requires proven administrative residence in the Comunitat Valenciana,no,"""Para la adjudicacion de la beca es necesario acreditar residencia administrativa en la Comunitat Valenciana y no superar los umbrales de renta establecidos por la convocatoria.""",Income thresholds; digital certificate needed to apply,yes,TBC,TBC,TBC - call dates not published on the page opened,Conselleria online application (requires certificado digital),http://www.upv.es/perfiles/estudiante/introduccion-becas-es.html,http://www.upv.es/perfiles/estudiante/introduccion-becas-es.html,PARTIALLY_VERIFIED,F-ES,2026-08-22,"Administrative residence in the region is a hard bar for a newly arriving student. Facts read off UPV's restatement, not the Conselleria's own page (ceice.gva.es URLs 404'd this session).",Closed to an incoming Tunisian in year one. Possibly reachable in year two once padron/residence is established - worth re-checking.
FES-017,spain,Junta de Andalucia regional university grants - NOT VERIFIED,Becas de la Junta de Andalucia,"Junta de Andalucia, Consejeria de Universidad, Investigacion e Innovacion",government_regional,Andalusian public universities (includes Universidad de Granada|Universidad de Sevilla|Universidad de Malaga),Andalusia,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,unclear,TBC - the Junta de Andalucia scholarship pages could not be opened this session,TBC,unclear,TBC,TBC,TBC,TBC,https://www.uma.es/becas/cms/base/ver/base/basecontent/109003/becas-junta-de-andalucia/,https://www.uma.es/becas/cms/base/ver/base/basecontent/109003/becas-junta-de-andalucia/,UNVERIFIED,F-ES,2026-08-22,"COVERAGE GAP. The Junta's own scholarship URL 404'd and the WebSearch budget for this session was exhausted before I could locate the live page. The link recorded is UMA's index entry pointing at it, which confirms the scheme exists but carries no facts.","EXPLICIT GAP for the orchestrator: Andalusian regional funding is unverified. Spanish regional schemes have without exception required residency, so the prior is 'closed', but that is an inference, not evidence."
FES-018,spain,UAM Excellence Scholarships for Official Master's Studies,Becas de Excelencia para Estudios de Master Oficial-UAM 2026/2027,Universidad Autonoma de Madrid,university,Universidad Autonoma de Madrid,Madrid,all_masters (masteres oficiales UAM),master,partial,TBC,"100 percent of the FIRST-ENROLMENT public price for up to 60 ECTS. Critical caveat: the call defines this as ""precio publico de primera matricula (es decir, los fijados por la Comunidad de Madrid para estudiantes nacionales)"" - a non-EU non-resident is billed at the third-enrolment rate, so the award would leave a residual gap.","one academic year, up to 60 ECTS",45 total; 5 reserved for Ingenieria y Arquitectura,Not stated explicitly in the call summary; the award is defined against the price fixed for 'estudiantes nacionales',unclear,"""precio publico de primera matricula (es decir, los fijados por la Comunidad de Madrid para estudiantes nacionales)"" - no nationality bar stated, but the award is benchmarked to the national price",Minimum access GPA 7.30/10 for Ingenieria y Arquitectura (8.70/10 for other branches). Applicant must have already formalised AND PAID new-entry enrolment at UAM at the moment of applying.,yes,25 March 2026 to 15 September 2026 for course 2026/2027,15 September 2026,2026/2027 cycle - 2027/2028 TBC (historically opens late March),Sede electronica UAM - https://sede.uam.es/sede/becaExcelenciaMasterUAM,https://www.uam.es/uam/estudios/beca-ayuda/uam-propias/becas-excelencia-master-26-27,https://www.uam.es/uam/estudios/beca-ayuda/uam-propias/becas-excelencia-master-26-27|https://www.uam.es/uam/estudios/becas-ayudas,PARTIALLY_VERIFIED,F-ES,2026-08-22,You must pay full non-EU tuition UP FRONT before you can even apply - a cash-flow trap. Nationality rules not explicitly published; must be confirmed from the convocatoria PDF.,STRONG LEAD despite the caveats: the engineering branch quota (5 awards) with a 7.30/10 GPA floor is unusually reachable. The client's 300-ECTS engineering diploma exceeds the access requirement. Worth a direct email to UAM to confirm non-EU eligibility.
FES-019,spain,Fundacion Privada Jose Luis Masso Master's Scholarships at UPC,Convocatoria de beques de Master Fundacion Privada Jose Luis Masso Curs 2026-2027,Fundacion Privada Jose Luis Masso with Universitat Politecnica de Catalunya,foundation,Universitat Politecnica de Catalunya,Barcelona,"specific list of master programmes in annex II of the call, taught at UPC own centres",master,full_tuition,TBC,"100 percent of total master tuition at the 2026/2027 price, plus up to 10 percent of credits enrolled a second time, plus the degree-issuing fee. Explicitly scoped to ""ciutadans o residents permanents de la Unio Europea"".","course 2026/2027, full-time first-semester enrolment",5,"Spanish nationality, EU nationality, or third-country nationals who evidence PERMANENT RESIDENCE",no,"""Posseir nacionalitat espanyola, ser nacional d'un pais de la Unio Europea o de tercers paisos quan s'acrediti que te una situacio de residencia permanent al pais.""",Admitted to a listed UPC master; full-time enrolment in the first semester; documented socio-economically vulnerable situation; disability is a prioritisation criterion,yes,1 June 2026 to 30 September 2026 (24:00) for course 2026-2027,30 September 2026,2026-2027 cycle - 2027-2028 TBC (historically opens 1 June),Seu electronica UPC,https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis/beques-fundacions-i-empreses/bequesfundacionmasso,https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis/beques-fundacions-i-empreses/bequesfundacionmasso,VERIFIED,F-ES,2026-08-22,Permanent-residence bar closes it to a first-time Tunisian student. Also note the call says applying does NOT defer the tuition payment.,"Painful near-miss: this is a full-tuition award on exactly the right kind of programme, at exactly the right university, and the client is excluded by residence status alone."
FES-020,spain,Allianz Technology - UPC Scholarships,Beca Allianz Technology - UPC 2026/2027,Allianz Technology with Universitat Politecnica de Catalunya,private_company,Universitat Politecnica de Catalunya,Barcelona / Castelldefels / Manresa / Vilanova i la Geltru,"ICT BACHELOR degrees only (Informatica, Ciencia i Enginyeria de Dades, Bioinformatica, Intel-ligencia Artificial, Telecom, Telematica, Satel-lits, Sistemes TIC)",bachelor,partial,TBC,Amount inside the convocatoria; not published on the summary page.,course 2026-2027,14,"Spanish or EU nationality, or permanent residence in Spain; non-EU students explicitly need a permanent residence permit",no,"""Disposin de nacionalitat espanyola, de qualsevol estat membre de la Unio Europea o que disposin de residencia permanent a Espanya.""",Full-time enrolment (30 ECTS/semester or 60/year); at least 120 credits already passed; no outstanding debt to UPC,yes,2026-2027 call published 1 June 2026 (an addenda was later issued),TBC,2026-2027 cycle - 2027-2028 TBC,Seu electronica UPC,https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis/beques-fundacions-i-empreses/becaallianztechnologyupc,https://www.upc.edu/sga/ca/Beques/beques-per-a-estudis/beques-fundacions-i-empreses/becaallianztechnologyupc,VERIFIED,F-ES,2026-08-22,For 2026-2027 this call is BACHELOR-ONLY (it funded masters in 2024/25 but the live call is grau). Plus the permanent-residence bar.,Closed on two grounds. Logged because the 2024/25 edition WAS a master's scholarship - if Allianz reverts to masters in 2027 the nationality bar would still block the client.
